wavelength flux fluxerr
6186.505 1.3003318733030726e-13 2.830603392026778e-16
6190.892 1.2361106515127956e-13 2.8396865791321496e-16
6195.278 1.184811791404966e-13 2.826790280054307e-16
6199.664 1.227999161307965e-13 2.8245011958669646e-16
6204.051 1.2112929092919557e-13 2.8232859385681226e-16
6208.438 1.260964382105835e-13 2.823517075233816e-16
6212.824 1.1540421473191694e-13 2.8241209477010957e-16
6217.211 1.2730934559346135e-13 2.821757912818069e-16
6221.598 1.217467414684604e-13 2.812258333901058e-16
6225.986 1.1838396439143908e-13 2.7978000476701844e-16
6230.373 1.1978751008416648e-13 2.7900772193196605e-16
6234.76 1.250901168685988e-13 2.792548720707122e-16
6239.148 1.1722400427803958e-13 2.780755011762735e-16
6243.535 1.1656237708842823e-13 2.780684546967287e-16
6247.923 1.1692877979244406e-13 2.768676599060068e-16
6252.311 1.1818666484403724e-13 2.763363109296716e-16
6256.699 1.172923863120704e-13 2.7654393035954883e-16
6261.087 1.1785675329975898e-13 2.762376174178266e-16
6265.475 1.1412743003115825e-13 2.760282857046282e-16
6269.863 1.159410402643525e-13 2.730255205537516e-16
6274.252 1.085254479649533e-13 2.704732200762509e-16
6278.64 1.0800781231012327e-13 2.6945334786083726e-16
6283.029 1.174643483711451e-13 2.686261327088944e-16
6287.417 1.111668493064111e-13 2.6705223525114463e-16
6291.806 1.1334896572263352e-13 2.690809596655249e-16
6296.195 1.2082428146532263e-13 2.734386811562525e-16
6300.584 1.2069798087431435e-13 2.7608890181786834e-16
6304.974 1.244790307827869e-13 2.7718692363442314e-16
6309.363 1.3117268833473934e-13 2.7909751168192343e-16
6313.752 1.3338826009872256e-13 2.764238575165983e-16
6318.142 1.2114791254134106e-13 2.749849528864095e-16
6322.532 1.191155591209173e-13 2.709899229685753e-16
6326.921 1.1345747836221478e-13 2.677236587709211e-16
6331.311 1.1490783704753577e-13 2.6551624142964366e-16
6335.701 1.1785745424138374e-13 2.640644236244823e-16
6340.091 1.0876756255545145e-13 2.632639358514551e-16
6344.482 1.1064284174445471e-13 2.6189120409415593e-16
6348.872 1.0826700842534196e-13 2.6229860600395537e-16
6353.263 1.1104473404652908e-13 2.6127783885030083e-16
6357.653 1.120328763801645e-13 2.6170872210006724e-16
6362.044 1.0982981903744941e-13 2.614302330193678e-16
6366.435 1.1598995608237462e-13 2.6240318487952827e-16
6370.826 1.1539568244480825e-13 2.6109442396626263e-16
6375.217 1.0721209972164159e-13 2.5898626108790735e-16
6379.608 1.0131423865311072e-13 2.5714337680639706e-16
6383.999 1.1193832335122091e-13 2.566779962654122e-16
6388.391 1.0120757695081588e-13 2.544659254853869e-16
6392.782 1.0959967121079715e-13 2.561781431387966e-16
6397.174 1.0190829208791001e-13 2.5388165447876434e-16
6401.565 1.0562893561185623e-13 2.5255317073101167e-16
6405.957 1.0087475529772245e-13 2.5177337494031023e-16
6410.349 1.0285539017807455e-13 2.50917383700061e-16
6414.741 1.0300787000970637e-13 2.494651826911459e-16
6419.134 9.889038889374192e-14 2.5090441661168364e-16
6423.526 1.0779554035213592e-13 2.492466229345008e-16
6427.918 1.1102757277694494e-13 2.491413448905373e-16
6432.311 9.993144005448477e-14 2.4894787266679495e-16
6436.704 1.0472751476607575e-13 2.4792189084791917e-16
6441.096 9.91883633315828e-14 2.476930802792951e-16
6445.489 1.1154479884965425e-13 2.4791036882567134e-16
6449.882 1.0771693967604487e-13 2.464461481959817e-16
6454.275 1.0208954999048134e-13 2.471978254967598e-16
6458.669 1.0267382511096941e-13 2.4767440360550093e-16
6463.062 1.1314368811815936e-13 2.476762765146845e-16
6467.455 1.0426690929684144e-13 2.477577941570957e-16
6471.849 1.0863512646035003e-13 2.49121881680517e-16
6476.243 1.0045868329875892e-13 2.460433878889561e-16
6480.637 1.0253041038200436e-13 2.4388179001777797e-16
6485.031 9.803742483884965e-14 2.438772263083616e-16
6489.425 9.797728552982912e-14 2.443468033494768e-16
6493.819 9.545811917548818e-14 2.42920661963858e-16
6498.213 1.0026210828097819e-13 2.439351340884597e-16
6502.607 1.0091190639913995e-13 2.4327387986971173e-16
6507.002 1.054100629762805e-13 2.4367573668114214e-16
6511.397 9.676724172712585e-14 2.4445895057152235e-16
6515.791 1.0314273859478521e-13 2.4250171830642374e-16
6520.186 9.711251716119732e-14 2.414436624183068e-16
6524.581 9.55345945875755e-14 2.3827633692975293e-16
6528.976 9.953288823576271e-14 2.403279608278911e-16
6533.371 1.0428819848504126e-13 2.425523145171184e-16
6537.767 1.2148893881301724e-13 2.549303105864542e-16
6542.162 1.7362764001933351e-13 2.958232499086262e-16
6546.558 2.374195212906547e-13 3.381851050023345e-16
6550.953 3.237628951867784e-13 3.8538569824798797e-16
6555.349 6.819342787211502e-13 5.394824335790166e-16
6559.745 1.1948132636587335e-12 7.072681694606074e-16
6564.141 1.3781877506546736e-12 7.589311954226507e-16
6568.537 1.2870157592660143e-12 7.34137765032766e-16
6572.934 1.1397476287938733e-12 6.912583357567202e-16
6577.33 8.502895094499797e-13 6.019994641326542e-16
6581.726 6.360289449665531e-13 5.254164600692791e-16
6586.123 5.610884096670623e-13 4.94815572296181e-16
6590.52 4.965644559002394e-13 4.672337074751078e-16
6594.916 3.8750979814207284e-13 4.1601645363665257e-16
6599.313 2.2210275033584987e-13 3.2639928275778014e-16
6603.71 1.2041398660344524e-13 2.587807494185455e-16
6608.108 9.997474588548037e-14 2.3688343441397696e-16
6612.505 9.165969662869035e-14 2.3217545923016404e-16
6616.902 9.22974269121661e-14 2.3146664659727916e-16
6621.3 9.087384910471495e-14 2.29913741064897e-16
6625.697 8.578855407131486e-14 2.290603029424329e-16
6630.095 8.578082946555393e-14 2.278039423467104e-16
6634.493 8.820395135454217e-14 2.283922556355591e-16
6638.891 9.015171410639267e-14 2.274895384251839e-16
6643.289 8.949128229169455e-14 2.315352801860281e-16
6647.687 8.661693701600093e-14 2.270692529468306e-16
6652.086 8.874078854574986e-14 2.281112011184421e-16
6656.484 9.22574939305038e-14 2.3094365767080297e-16
6660.883 9.048433371795981e-14 2.2925500900003806e-16
6665.281 9.096863479986764e-14 2.2801036329431284e-16
6669.68 8.886775412587182e-14 2.295848265970633e-16
6674.079 9.629652709175476e-14 2.355404176782074e-16
6678.478 9.717037070954137e-14 2.3696826318028318e-16
6682.877 9.904388950676026e-14 2.369150374176482e-16
6687.276 9.210529971935521e-14 2.298876723977497e-16
6691.676 8.937603720082877e-14 2.3002519921485413e-16
6696.075 8.653417732401459e-14 2.2826111908393126e-16
6700.475 8.941699539243639e-14 2.2851458728089877e-16
6704.874 8.555771069366132e-14 2.2801895692926904e-16
6709.274 9.897493930557887e-14 2.3741846196910632e-16
6713.674 1.0971197028578822e-13 2.487217630295442e-16
6718.074 1.202471394839881e-13 2.5406107344265105e-16
6722.474 1.2580738882004008e-13 2.5916688448167667e-16
6726.875 1.4035203943634423e-13 2.6838764901779845e-16
6731.275 1.38963044524702e-13 2.6975450569467877e-16
6735.676 1.286129928318537e-13 2.620212356612213e-16
6740.076 1.2257263274132446e-13 2.5669388421297396e-16
6744.477 9.972877877489467e-14 2.3972023700405674e-16
6748.878 8.95705917099147e-14 2.3001981968006737e-16
6753.279 8.387666468440368e-14 2.225833055067469e-16
6757.68 8.040096363988093e-14 2.2088163884720002e-16
6762.081 8.146152477183371e-14 2.2176113819955105e-16
6766.482 8.162531439473042e-14 2.222294661144798e-16
6770.884 7.790802412344535e-14 2.1952000494584082e-16
6775.285 8.432715454650232e-14 2.2329881186852603e-16
6779.687 8.123797314914637e-14 2.2182403563258506e-16
6784.089 7.749103242718407e-14 2.19122546454e-16
6788.491 8.107794362849526e-14 2.1860954027391146e-16
6792.893 7.95793883025613e-14 2.198212367945314e-16
6797.295 8.137192356092351e-14 2.244953026974699e-16
6801.697 7.712364857774753e-14 2.229665360478949e-16
6806.099 7.965384203852616e-14 2.225833229208851e-16
6810.502 7.443105474727129e-14 2.215491011051628e-16
6814.905 8.448567659532703e-14 2.2309016508362035e-16
6819.307 7.7138872957144e-14 2.2358274973685634e-16
6823.71 8.226945603634893e-14 2.227986934017302e-16
6828.113 7.983695392689415e-14 2.2507845534930823e-16
6832.516 6.671266684739878e-14 2.2347162480581687e-16
6836.919 7.644928179423546e-14 2.2416841597264453e-16
6841.322 7.091126977908903e-14 2.238508048158765e-16
6845.726 7.279558236064445e-14 2.224793184936296e-16
6850.129 7.950292860414094e-14 2.248414496320278e-16
6854.533 6.879612452085026e-14 2.2131999764438353e-16
6858.937 8.225838382056245e-14 2.31054484464339e-16
6863.341 7.227509124323585e-14 2.344250250683354e-16
6867.745 7.46573568063356e-14 2.3950303598705683e-16
6872.149 6.89955437082608e-14 2.500481271594477e-16
6876.553 7.769011269427915e-14 2.671059251693801e-16
6880.957 7.635701023780281e-14 2.7565406676607903e-16
6885.362 8.351462381663749e-14 2.7116833428174873e-16
6889.766 7.961509539959478e-14 2.7238618464612885e-16
6894.171 7.745289503667802e-14 2.661993767565497e-16
6898.576 7.438937585948432e-14 2.608643100161598e-16
6902.981 8.039010314087114e-14 2.5301511211432966e-16
6907.386 7.911354498054561e-14 2.4704716085855875e-16
6911.791 8.082315523276082e-14 2.4490017138949246e-16
6916.196 7.576081166230872e-14 2.402448007572761e-16
6920.601 7.985663567931738e-14 2.3796498484201474e-16
6925.007 7.519205238134401e-14 2.3407445483061333e-16
6929.412 6.925943516409117e-14 2.3268943695443454e-16
6933.818 7.012453176571015e-14 2.2827991183506293e-16
6938.224 8.025641965997642e-14 2.3050741439179953e-16
6942.63 7.235183806940685e-14 2.2991435262172797e-16
6947.036 6.940350384281082e-14 2.3130146322123715e-16
6951.442 7.322971453931455e-14 2.2896683966054426e-16
6955.848 7.798066628742973e-14 2.312621299553963e-16
6960.255 7.119044760380706e-14 2.3227968978378985e-16
6964.661 7.130464421658615e-14 2.310092004643388e-16
6969.068 7.629994651298106e-14 2.33500608533806e-16
6973.474 7.400285508551337e-14 2.281689217325854e-16
6977.881 7.037031530061391e-14 2.313971432813879e-16
6982.288 7.200074783506763e-14 2.319768355766369e-16
6986.695 6.705870163922973e-14 2.3146906782486457e-16
6991.103 7.350964356375879e-14 2.311258403224292e-16
6995.51 7.072138633322452e-14 2.296190198640062e-16
6999.917 7.025666369663852e-14 2.3311693167182137e-16
7004.325 6.781595319052291e-14 2.3503740248957253e-16
7008.733 7.518406581160337e-14 2.330948479384202e-16
7013.14 7.614309393854232e-14 2.376875030972257e-16
7017.548 7.959747869321461e-14 2.381347512977131e-16
7021.956 6.376880043197413e-14 2.374190174628922e-16
7026.364 7.562383272463517e-14 2.386384055912191e-16
7030.773 7.542671273620523e-14 2.3632456915622045e-16
7035.181 6.843204168755801e-14 2.3553506830944443e-16
7039.589 6.973902466124305e-14 2.333233282031077e-16
7043.998 6.567455201609545e-14 2.3259961595779117e-16
7048.407 6.498695942575624e-14 2.3082745562225527e-16
7052.816 6.619614699940094e-14 2.327432955105231e-16
7057.224 7.014712498055858e-14 2.3336442327752646e-16
7061.633 7.538487280896171e-14 2.389309572102658e-16
7066.043 8.318645457388042e-14 2.559932796356868e-16
7070.452 8.306852584737945e-14 2.6187352866344713e-16
7074.861 8.332756818460588e-14 2.591508746599461e-16
7079.271 7.681732157185306e-14 2.5316033220603236e-16
7083.68 6.904654085871678e-14 2.420943691040148e-16
7088.09 6.879867236111139e-14 2.3348589868400175e-16
7092.5 7.025183900087266e-14 2.293802616336876e-16
7096.91 6.465976756538823e-14 2.279708477315779e-16
7101.32 5.811108770882453e-14 2.3201640798935786e-16
7105.73 7.145466907798695e-14 2.4092770278276825e-16
7110.141 6.707255538864886e-14 2.4777156888348813e-16
7114.551 8.033590654408945e-14 2.513066842652209e-16
7118.962 8.48312069056307e-14 2.5482965893843994e-16
7123.372 7.047850120420336e-14 2.6134742768154324e-16
7127.783 8.181362736675145e-14 2.677989929671032e-16
7132.194 1.100365347312111e-13 3.0340422858251244e-16
7136.605 1.334016021978182e-13 3.318368075471571e-16
7141.016 1.4806090179158745e-13 3.3019847012123086e-16
7145.427 1.1521442264487574e-13 3.0028475845122377e-16
7149.839 8.2512816840865e-14 2.730020333565603e-16
7154.25 7.60418296147552e-14 2.6182495108673644e-16
7158.662 7.904253658853467e-14 2.686860980623017e-16
7163.073 7.349689783648957e-14 2.6786425656294896e-16
7167.485 7.501862170561207e-14 2.7609573624915327e-16
7171.897 7.139219972879314e-14 2.786732332573484e-16
7176.309 7.089905499473233e-14 2.8630451032306902e-16
7180.721 6.783493718694229e-14 2.889035018427393e-16
7185.134 7.516220393802237e-14 2.915745554861277e-16
7189.546 6.318287764604484e-14 2.937277807909649e-16
7193.958 7.285648173285915e-14 2.905117857406053e-16
7198.371 8.280163932237779e-14 2.886749187171796e-16
7202.784 7.555146422280617e-14 2.774024052319377e-16
7207.197 6.073751514529527e-14 2.7302479825536436e-16
7211.61 7.352661344965659e-14 2.710923143728303e-16
7216.023 7.656909778430976e-14 2.685397764629478e-16
7220.436 6.520649059532117e-14 2.688578330596642e-16
7224.849 7.831645956110999e-14 2.6913388396982604e-16
7229.263 7.00929886869217e-14 2.7478521013542434e-16
7233.676 6.648705321596908e-14 2.785261113307784e-16
7238.09 7.550133120373627e-14 2.894296906766139e-16
7242.504 7.252077388971659e-14 3.0634070167971776e-16
7246.918 6.579899710397601e-14 3.071895700671573e-16
7251.332 7.090780298620209e-14 3.1099927942658194e-16
7255.746 7.442298738819701e-14 2.9841307779946037e-16
7260.16 6.720647480035329e-14 2.928033769287599e-16
7264.574 7.873644297165215e-14 2.8552614322469854e-16
7268.989 6.946519450862974e-14 2.8040950392754537e-16
7273.403 6.572145117399793e-14 2.7743169610760976e-16
7277.818 7.261189919201654e-14 2.7728213934582807e-16
7282.233 7.925853598588631e-14 2.864554775863074e-16
7286.648 7.110131719853938e-14 2.8789288772457687e-16
7291.063 6.401994162771604e-14 2.926090314547433e-16
7295.478 5.839069278432528e-14 2.9157007678807533e-16
7299.893 7.276347853291056e-14 2.8923164284009797e-16
7304.309 7.337859885719188e-14 2.8676233866613967e-16
7308.724 6.26045606815521e-14 2.81111788687857e-16
7313.14 7.0750571373349e-14 2.876021028176647e-16
7317.555 8.667279017519472e-14 3.0768910579700263e-16
7321.971 9.381573578216223e-14 3.2111560930738346e-16
7326.387 1.0792025853721536e-13 3.2299777376411453e-16
7330.803 1.0465439197515279e-13 3.224127724295446e-16
7335.22 9.86031991854256e-14 3.1985343128141953e-16
7339.636 7.821962342970345e-14 3.078480313618739e-16
7344.052 7.393584164751785e-14 2.958051922265392e-16
7348.469 6.750660753756596e-14 2.8309336190794033e-16
7352.885 6.052747298568057e-14 2.8150605033509266e-16
7357.302 6.11809069949621e-14 2.8165102469401127e-16
7361.719 6.804678274307774e-14 2.88141645834957e-16
7366.136 5.259626233881668e-14 2.879826200208599e-16
7370.553 5.984245919371292e-14 2.933161905838439e-16
7374.97 7.15219228293846e-14 2.9286245303705664e-16
7379.388 7.539815170245608e-14 2.9231704231241073e-16
7383.805 7.872618494448191e-14 2.9189207935072415e-16
7388.223 6.28004602327788e-14 2.952735146239985e-16
7392.641 5.927037228769128e-14 2.944958973877651e-16
7397.058 5.961833317574157e-14 3.0113209670336935e-16
7401.476 7.033917352207309e-14 3.0274131240083306e-16
7405.894 7.116880015690522e-14 2.972381318605607e-16
7410.312 7.528585914757313e-14 2.9254623778519504e-16
7414.731 6.092040935670265e-14 2.9292771705687664e-16
7419.149 6.097932604626812e-14 2.943475954415112e-16
7423.568 7.504487667032961e-14 2.9591630619807206e-16
7427.986 6.120348530980877e-14 2.968607667323437e-16
7432.405 7.294905081003013e-14 2.994593910659712e-16
7436.824 5.616269796850854e-14 2.9956849105843043e-16
7441.243 5.4545023892371414e-14 2.9959418354158156e-16
7445.662 5.688286753282094e-14 2.953342807500768e-16
7450.081 5.896116176979272e-14 2.9847073380303824e-16
7454.5 6.977831990866526e-14 2.9876307738548553e-16
7458.92 7.420275789595539e-14 2.9752029274850617e-16
7463.339 6.484771012049706e-14 3.009121672335218e-16
7467.759 5.347219482117903e-14 2.9733142786972937e-16
7472.179 6.852556376016301e-14 3.080792454842158e-16
7476.599 8.34552073294934e-14 3.084043051895346e-16
7481.019 5.731500239994351e-14 3.034921629501415e-16
7485.439 6.306217444824595e-14 3.0265753623415437e-16
7489.859 5.99913123582845e-14 2.9838442031776803e-16
7494.279 5.367854576374247e-14 2.911124787402452e-16
7498.7 5.5016880997377115e-14 2.9456229566952156e-16
7503.12 5.785780313241342e-14 2.9614130451583724e-16
7507.541 4.945068126526645e-14 2.936495458999313e-16
7511.962 6.188247938954485e-14 2.9887981192326347e-16
7516.383 5.5345386053979224e-14 3.003329507885662e-16
7520.804 6.619589607017708e-14 3.047333081533371e-16
7525.225 6.34261366274234e-14 3.133126680972809e-16
7529.646 5.94200519788518e-14 3.1008377155288045e-16
7534.068 5.59656505459608e-14 3.041171967147234e-16
7538.489 5.5192001598873256e-14 2.9476376833085655e-16
7542.911 5.5102287778564477e-14 2.8688425556072614e-16
7547.333 6.32171162448193e-14 2.876669874462616e-16
7551.754 5.627201097561295e-14 2.9214245950658456e-16
7556.176 5.135267691000084e-14 3.0444937168397996e-16
7560.598 4.6039993659565404e-14 3.1718365665433336e-16
7565.021 5.617904846168691e-14 3.291573551156304e-16
7569.443 6.102222310093002e-14 3.245679105440481e-16
7573.865 6.779484825634487e-14 3.149472361227003e-16
7578.288 4.944360194627821e-14 3.086756376039416e-16
7582.711 6.952603789127361e-14 3.440555141129301e-16
7587.133 8.497525550313263e-14 4.0689180632933625e-16
7591.556 9.167435613824444e-14 4.809446191581297e-16
7595.979 6.266733296943296e-14 5.415218164588173e-16
7600.402 4.269330934179428e-14 6.538109213745687e-16
7604.826 5.639834793947247e-15 7.73727091311551e-16
7609.249 5.650645715080171e-14 7.678760152541267e-16
7613.672 5.922359514724411e-14 6.664165379062605e-16
7618.096 5.648181254174824e-14 5.493619787406649e-16
7622.52 5.5828634672972183e-14 5.485263382600249e-16
7626.943 1.3347970944193284e-14 5.231446048218051e-16
7631.367 5.0076450834550235e-14 5.77744677850509e-16
7635.791 5.558014500721729e-14 5.584311665935619e-16
7640.215 6.043363940024425e-14 5.297729245102808e-16
7644.64 6.314115512798711e-14 4.939858384607932e-16
7649.064 7.219165535835086e-14 4.466866723837173e-16
7653.489 6.365045598924147e-14 4.319578967747696e-16
7657.913 4.992911090531062e-14 4.0350477955646717e-16
7662.338 5.2909214184120294e-14 3.8557346594854074e-16
7666.763 4.9724183224786666e-14 3.595899440614964e-16
7671.188 4.5973603328835406e-14 3.4913584777173827e-16
7675.613 5.981126699819101e-14 3.47716927311806e-16
7680.038 6.133349908545698e-14 3.4384301900432775e-16
7684.463 6.177620989070825e-14 3.4380377213002566e-16
7688.889 5.6144687954182684e-14 3.4436588248959277e-16
7693.314 5.793378045302597e-14 3.4504653272195853e-16
7697.74 6.162106985409478e-14 3.4477250219775645e-16
7702.166 5.1579618834222565e-14 3.4782276906310056e-16
7706.592 7.330873056419868e-14 3.516304794366101e-16
7711.018 6.223578199300914e-14 3.6273233149272856e-16
7715.444 5.4028507786540223e-14 3.6256500388032624e-16
7719.87 6.185023238081073e-14 3.5415811975162223e-16
7724.296 4.3986214328945977e-14 3.4170133470270704e-16
7728.723 5.2913057438998415e-14 3.343621903332454e-16
7733.149 7.365100762003781e-14 3.343694589292912e-16
7737.576 6.115114892947532e-14 3.2300107784324504e-16
7742.003 5.928038906104788e-14 3.2722153987266625e-16
7746.43 6.410620986270178e-14 3.6067874646276693e-16
7750.857 8.035654878317058e-14 3.8285853097175016e-16
7755.284 7.958413446094357e-14 3.7536923504128825e-16
7759.711 6.454602388238747e-14 3.5620961982001507e-16
7764.139 5.581661998548008e-14 3.479222551066841e-16
7768.566 6.262874285282112e-14 3.399086100865993e-16
7772.994 6.608916704955551e-14 3.3957698063956724e-16
7777.421 5.621763718685503e-14 3.3942335735375933e-16
7781.849 4.6966173517478834e-14 3.427326737003779e-16
7786.277 5.979239753057514e-14 3.4569534846503314e-16
7790.705 4.217904419910439e-14 3.4305243792343246e-16
7795.133 6.021973762638421e-14 3.451025273820035e-16
7799.562 4.662117881252081e-14 3.335821337284108e-16
7803.99 5.1617329169318706e-14 3.3128852307984144e-16
7808.419 5.0699450992449515e-14 3.3316770984847857e-16
7812.847 5.469262874274276e-14 3.367253989494359e-16
7817.276 6.489118140945882e-14 3.4286020259196193e-16
7821.705 6.101108139702781e-14 3.5075339686766735e-16
7826.134 4.905364261728136e-14 3.4345825693787077e-16
7830.563 6.122604988248254e-14 3.459187218741597e-16
7834.992 3.227616733618594e-14 3.382317297209909e-16
7839.422 5.785174872905167e-14 3.4713557023944814e-16
7843.851 3.513978831733544e-14 3.607746621867174e-16
7848.281 4.785736239876689e-14 3.747064994329376e-16
7852.71 5.851285738015808e-14 3.8082848248817393e-16
7857.14 3.684538118913641e-14 3.7377684878237535e-16
7861.57 3.825129248826911e-14 3.651689167822715e-16
7866.0 5.183649835679504e-14 3.6443448030296313e-16
7870.43 5.369383186657143e-14 3.642337773187331e-16
7874.861 5.935252588842198e-14 3.5430014864310736e-16
7879.291 5.1389214040425744e-14 3.521674760467969e-16
7883.721 5.1194539628495755e-14 3.585738818255711e-16
7888.152 4.558181909291243e-14 3.5741732680510075e-16
7892.583 5.767756411915308e-14 3.664336621660852e-16
7897.014 4.585866737213618e-14 3.50453817829416e-16
7901.445 3.529082971134778e-14 3.600603782299322e-16
7905.876 5.796339259969805e-14 3.770683964335693e-16
7910.307 3.744160753361614e-14 3.726523037548573e-16
7914.738 6.29183133564318e-14 3.9888181593012706e-16
7919.17 7.1881776313377e-14 4.008754736143347e-16
7923.601 4.598237255191093e-14 3.9932981470431975e-16
7928.033 5.910135237769626e-14 3.9389394063579877e-16
7932.465 7.362864705878631e-14 3.8336884775430535e-16
7936.896 5.895260270992351e-14 3.794299157800694e-16
7941.328 6.768940372181478e-14 3.6786141360887763e-16
7945.761 6.494349159205923e-14 3.722366581214634e-16
7950.193 4.366408284434325e-14 3.690492405643696e-16
7954.625 4.683969511724446e-14 3.669937064917229e-16
7959.058 4.7617497771170516e-14 3.7001762785106463e-16
7963.49 4.8309260885978043e-14 3.6953305718154277e-16
7967.923 5.923819036762319e-14 3.6486572030570843e-16
7972.356 6.233638986660971e-14 3.571893373136377e-16
7976.789 3.9465709767152643e-14 3.60868920776805e-16
7981.222 4.2402585602267056e-14 3.611649431540069e-16
7985.655 4.305923247476178e-14 3.557031908629481e-16
7990.088 6.155321908032656e-14 3.7104299260635636e-16
7994.521 4.5426487194727105e-14 3.8604787589000857e-16
7998.955 4.35470334719474e-14 3.809560789605385e-16
