|        obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight |     note | scheduled |     name |       ra |      dec |                d_L |               prob_vol | stmass |      prob_vol_x_stmass | rank | confidence |                                                  mainTarget |                                                                          FixedTarget |                               id |                    rise |                    transit |                     set | maxalt | moonsep |
| MS181101ab | 12:52:25 | -15:31:01 |      r |     180 |     3 |       1 |    0.05207461830980104 |  1324700 |      True |  1324700 |  193.107 | -15.5172 |          51.183587 |  0.0007820927242673262 |    0.5 |    0.05207461830980104 |   10 |       0.95 |  Target[name=MS181101ab, ra[deg]=193.107, dec[deg]=-15.5172 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.107, -15.5172)> | b84640baf6104517b7e6e893e4cad281 | 2023-04-26T08:24:46.739 | 2023-04-26 12:33:25.011132 | 2023-04-26T16:55:56.591 |   74.3 |      88 |
| MS181101ab | 13:06:39 | -22:27:20 |      r |     180 |     3 |       1 |   0.051856931934272904 |  1171562 |      True |  1171562 | 196.6664 | -22.4558 |          45.130965 |  0.0038941316305977046 |    0.1 |   0.051856931934272904 |   11 |       0.95 | Target[name=MS181101ab, ra[deg]=196.6664, dec[deg]=-22.4558 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.6664, -22.4558)> | f5e9149db3924deeb7b9e86434f0e07e | 2023-04-26T08:24:40.538 | 2023-04-26 12:45:31.849274 | 2023-04-26T17:24:28.122 |   81.1 |      94 |
| MS181101ab | 13:10:45 | -23:51:56 |      r |     180 |     3 |       1 |   0.042512674465920795 |  1164528 |      True |  1164528 | 197.6914 | -23.8657 |          40.152044 |   0.002902798416010435 |   0.11 |   0.042512674465920795 |   12 |       0.95 | Target[name=MS181101ab, ra[deg]=197.6914, dec[deg]=-23.8657 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.6914, -23.8657)> | 7f27146b26244b1ead8a4ebc37f1b45c | 2023-04-26T08:26:02.109 | 2023-04-26 12:48:30.296345 | 2023-04-26T17:31:16.540 |   82.4 |      96 |
| MS181101ab | 13:10:45 | -23:51:56 |      r |     180 |     3 |       1 |   0.027770946592655218 |  1330001 |      True |  1330001 |  197.691 | -23.8656 |          32.036737 |  0.0020870792366125632 |    0.1 |   0.027770946592655218 |   13 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.691, dec[deg]=-23.8656 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.691, -23.8656)> | 8ebc0c8f3ddf4fa0afb2b89bf82895f8 | 2023-04-26T08:26:02.025 | 2023-04-26 12:48:30.238972 | 2023-04-26T17:31:16.433 |   82.4 |      96 |
| MS181101ab | 13:08:42 | -23:46:32 |      r |     180 |     3 |       1 |    0.02374124639728441 |  1326516 |      True |  1326516 |  197.177 | -23.7757 |          37.576598 |   0.003569501509284773 |   0.05 |    0.02374124639728441 |   14 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.177, dec[deg]=-23.7757 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.177, -23.7757)> | 519b95d88d17433796e981b97aa19b90 | 2023-04-26T08:24:09.237 | 2023-04-26 12:47:17.261657 | 2023-04-26T17:29:03.365 |   82.3 |      95 |
| MS181101ab | 13:09:51 | -24:14:21 |      r |     180 |     3 |       1 |   0.023326042951848425 |  1263265 |      True |  1263265 |  197.466 | -24.2394 |          36.839197 |  0.0029226669305191834 |   0.06 |   0.023326042951848425 |   15 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.466, dec[deg]=-24.2394 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.466, -24.2394)> | fb35607ca5b94b3b94e74a8251affe6d | 2023-04-26T08:24:25.178 | 2023-04-26 12:48:08.262789 | 2023-04-26T17:31:05.497 |   82.8 |      96 |
| MS181101ab | 12:48:59 | -14:23:57 |      r |     180 |     3 |       1 |     0.0184573832005878 |  1261891 |      True |  1261891 | 192.2486 | -14.3992 |          50.659728 |  0.0004627761963499575 |    0.3 |     0.0184573832005878 |   16 |        1.0 | Target[name=MS181101ab, ra[deg]=192.2486, dec[deg]=-14.3992 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.2486, -14.3992)> | bf186d8bbe7a498e9d54d525c18710d5 | 2023-04-26T08:23:48.373 | 2023-04-26 12:30:38.006808 | 2023-04-26T16:50:03.269 |   73.2 |      87 |
| MS181101ab | 12:57:32 | -19:42:00 |      r |     180 |     3 |       1 |   0.016121898765208628 |  1263502 |      True |  1263502 | 194.3863 | -19.7002 |          51.671235 |  0.0005514130900550342 |   0.22 |   0.016121898765208628 |   17 |        1.0 | Target[name=MS181101ab, ra[deg]=194.3863, dec[deg]=-19.7002 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.3863, -19.7002)> | 50a7c1adb6554161a1c120675f423165 | 2023-04-26T08:21:04.590 | 2023-04-26 12:38:34.902954 | 2023-04-26T17:09:52.666 |   78.4 |      91 |
| MS181101ab | 13:07:37 | -23:56:18 |      r |     180 |     3 |       1 |   0.013474463261505866 |  1169640 |      True |  1169640 |  196.907 | -23.9384 |          50.177098 |  0.0009222589070202789 |   0.11 |   0.013474463261505866 |   18 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.907, dec[deg]=-23.9384 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.907, -23.9384)> | 43124c88de8d4485a31993cc63dc222b | 2023-04-26T08:22:45.820 | 2023-04-26 12:46:44.252623 | 2023-04-26T17:28:17.571 |   82.5 |      95 |
| MS181101ab | 13:08:32 | -23:20:50 |      r |     180 |     3 |       1 |   0.013393088205321074 |  2409443 |      True |  2409443 |  197.135 | -23.3472 |          44.367397 |  0.0033612654884773168 |   0.03 |   0.013393088205321074 |   19 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.135, dec[deg]=-23.3472 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.135, -23.3472)> | d28ffda66aa2475f82da128e6b8687d6 | 2023-04-26T08:24:48.736 | 2023-04-26 12:47:00.739236 | 2023-04-26T17:28:03.914 |   81.9 |      95 |
| MS181101ab | 13:06:24 | -24:09:50 |      r |     180 |     3 |       1 |   0.012557208659711931 |  1171561 |      True |  1171561 | 196.6001 |  -24.164 |           39.37942 |  0.0011820846683311002 |   0.08 |   0.012557208659711931 |   20 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.6001, dec[deg]=-24.164 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.6001, -24.164)> | 68c7bd89c5c54a468f0ad95a62e0f3bf | 2023-04-26T08:21:06.408 | 2023-04-26 12:46:08.233225 | 2023-04-26T17:27:30.124 |   82.8 |      95 |
| MS181101ab | 12:55:59 | -19:16:08 |      r |     180 |     3 |       1 |   0.009747169599623764 |  1264958 |      True |  1264958 | 193.9987 |  -19.269 |           42.49945 |  0.0012247406492650618 |   0.06 |   0.009747169599623764 |   21 |        1.0 |  Target[name=MS181101ab, ra[deg]=193.9987, dec[deg]=-19.269 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.9987, -19.269)> | ff0a4380e58d4e94b8746e0cd5958a5d | 2023-04-26T08:20:24.658 | 2023-04-26 12:37:21.755694 | 2023-04-26T17:07:26.945 |   78.0 |      90 |
| MS181101ab | 12:54:49 | -16:03:07 |      r |     180 |     3 |       1 |   0.007792064731079424 |  2395186 |      True |  2395186 |  193.706 | -16.0522 |          47.815477 |   0.001960541774196839 |   0.03 |   0.007792064731079424 |   22 |        1.0 |  Target[name=MS181101ab, ra[deg]=193.706, dec[deg]=-16.0522 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.706, -16.0522)> | a43e0b381b3d4c189cde220c33dbcb1e | 2023-04-26T08:26:00.696 | 2023-04-26 12:35:15.459538 | 2023-04-26T16:59:29.740 |   74.8 |      89 |
| MS181101ab | 12:55:19 | -14:56:59 |      r |     180 |     3 |       1 |   0.006382552588011166 |  1263500 |      True |  1263500 | 193.8304 | -14.9498 |          44.496417 |  0.0004385579936200163 |   0.11 |   0.006382552588011166 |   23 |        1.0 | Target[name=MS181101ab, ra[deg]=193.8304, dec[deg]=-14.9498 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.8304, -14.9498)> | 8f9eef38ae974133a2dcf047b9bd87bc | 2023-04-26T08:28:54.387 | 2023-04-26 12:35:12.461887 | 2023-04-26T16:57:34.919 |   73.7 |      88 |
| MS181101ab | 12:50:37 | -14:28:57 |      r |     180 |     3 |       1 |   0.005127070290439802 |  1172071 |      True |  1172071 | 192.6544 | -14.4827 |          52.011736 |  0.0003235176401871656 |   0.12 |   0.005127070290439802 |   24 |        1.0 | Target[name=MS181101ab, ra[deg]=192.6544, dec[deg]=-14.4827 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.6544, -14.4827)> | 45a7865a3ddc4a198e852607fe310495 | 2023-04-26T08:25:14.465 | 2023-04-26 12:31:47.955091 | 2023-04-26T16:51:51.501 |   73.3 |      87 |
| MS181101ab | 13:10:35 | -21:44:53 |      r |     180 |     3 |       1 |    0.00457955981537597 |  1264970 |      True |  1264970 | 197.6488 | -21.7482 |           38.89456 |  0.0003471441498255704 |    0.1 |    0.00457955981537597 |   25 |        1.0 | Target[name=MS181101ab, ra[deg]=197.6488, dec[deg]=-21.7482 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.6488, -21.7482)> | d916fa9a919941bd8e2aeb69a1ab4463 | 2023-04-26T08:29:59.592 | 2023-04-26 12:47:37.143545 | 2023-04-26T17:26:59.484 |   80.3 |      95 |
| MS181101ab | 13:07:44 | -22:51:28 |      r |     180 |     3 |       1 |   0.004357614588432127 |  1329989 |     False |  1329989 |  196.937 | -22.8578 |          26.182023 |   0.001652463545519222 |   0.02 |   0.004357614588432127 |   26 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.937, dec[deg]=-22.8578 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.937, -22.8578)> | b398980af42447d5b19ee0b4440c2b47 | 2023-04-26T08:24:58.274 | 2023-04-26 12:46:20.645388 | 2023-04-26T17:26:19.781 |   81.4 |      95 |
| MS181101ab | 13:07:34 | -23:48:54 |      r |     180 |     3 |       1 |   0.003541777686526772 |  2406489 |     False |  2406489 |  196.892 | -23.8152 |          42.146198 |  0.0026928449774358022 |   0.01 |   0.003541777686526772 |   27 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.892, dec[deg]=-23.8152 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.892, -23.8152)> | 30de9872db8d42a49b57d302fbbd09c8 | 2023-04-26T08:22:56.409 | 2023-04-26 12:46:38.946194 | 2023-04-26T17:27:59.841 |   82.4 |      95 |
| MS181101ab | 13:09:16 | -24:23:06 |      r |     180 |     3 |       1 |   0.003349223537665693 | 13280775 |      True | 13280775 | 197.3205 |  -24.385 |          39.334459 |   0.002548381114447266 |   0.01 |   0.003349223537665693 |   28 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.3205, dec[deg]=-24.385 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.3205, -24.385)> | c1cdae0eb7144d4389efabeafc9bd033 | 2023-04-26T08:23:33.662 | 2023-04-26 12:47:52.100897 | 2023-04-26T17:30:47.366 |   82.9 |      96 |
| MS181101ab | 13:04:15 | -22:52:52 |      r |     180 |     3 |       1 |   0.003138851971024467 |  1325554 |     False |  1325554 |  196.063 | -22.8812 |          37.683354 |   0.002390549723331057 |   0.01 |   0.003138851971024467 |   29 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.063, dec[deg]=-22.8812 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.063, -22.8812)> | 8a4c968e556744c2af657547736323fc | 2023-04-26T08:21:26.137 | 2023-04-26 12:44:16.850405 | 2023-04-26T17:22:53.676 |   81.6 |      94 |
| MS181101ab | 13:07:30 | -23:10:13 |      r |     180 |     3 |       1 |  0.0029202048122036876 |  1328590 |     False |  1328590 |  196.879 | -23.1705 |          39.313858 |   0.004453019128667965 |  0.005 |  0.0029202048122036876 |   30 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.879, dec[deg]=-23.1705 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.879, -23.1705)> | f3ca7a5375b444218915ad7e1a78f64a | 2023-04-26T08:24:07.925 | 2023-04-26 12:46:20.393328 | 2023-04-26T17:26:42.289 |   81.8 |      95 |
| MS181101ab | 13:09:17 | -24:22:55 |      r |     180 |     3 |       1 |   0.002753455415552664 |  1331138 |      True |  1331138 |  197.324 | -24.3821 |          36.454789 |   0.002626756981283692 |  0.008 |   0.002753455415552664 |   31 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.324, dec[deg]=-24.3821 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.324, -24.3821)> | 64e377274f764a789a1411bcba943dff | 2023-04-26T08:23:34.832 | 2023-04-26 12:47:52.502303 | 2023-04-26T17:30:47.871 |   82.9 |      96 |
| MS181101ab | 12:58:45 | -17:32:34 |      r |     180 |     3 |       1 |  0.0025341747380551788 |  2400685 |      True |  2400685 | 194.6903 | -17.5429 |          55.472794 |   0.000387378040579649 |   0.05 |  0.0025341747380551788 |   32 |        1.0 | Target[name=MS181101ab, ra[deg]=194.6903, dec[deg]=-17.5429 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.6903, -17.5429)> | 37848a6ef1324bbe88725239a8d9ba02 | 2023-04-26T08:26:45.823 | 2023-04-26 12:38:28.558188 | 2023-04-26T17:06:36.584 |   76.3 |      90 |
| MS181101ab | 13:05:23 | -23:31:21 |      r |     180 |     3 |       1 |   0.002474800785021392 |  1326524 |     False |  1326524 |  196.348 | -23.5226 |          38.096412 |  0.0015769540610498357 |  0.012 |   0.002474800785021392 |   33 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.348, dec[deg]=-23.5226 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.348, -23.5226)> | f949741486d7490a85e67657fd0cbce2 | 2023-04-26T08:21:19.875 | 2023-04-26 12:45:15.334699 | 2023-04-26T17:25:16.194 |   82.2 |      94 |
| MS181101ab | 12:55:20 | -17:05:47 |      r |     180 |     3 |       1 |  0.0020043983332743323 |  2395181 |      True |  2395181 |  193.835 | -17.0965 |          55.186083 |  0.0005131417390010404 |   0.03 |  0.0020043983332743323 |   34 |        1.0 |  Target[name=MS181101ab, ra[deg]=193.835, dec[deg]=-17.0965 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.835, -17.0965)> | 63d8e40295fc42f3becac6cb284609ea | 2023-04-26T08:24:17.535 | 2023-04-26 12:36:00.355411 | 2023-04-26T17:02:15.139 |   75.8 |      89 |
| MS181101ab | 13:07:07 | -24:06:37 |      r |     180 |     3 |       1 |  0.0011095713243883744 | 13280171 |      True | 13280171 | 196.7825 | -24.1104 |          27.611386 |  0.0008680807293628866 |   0.01 |  0.0011095713243883744 |   35 |        1.0 | Target[name=MS181101ab, ra[deg]=196.7825, dec[deg]=-24.1104 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.7825, -24.1104)> | cbc79eb21f23415abbc5e31582d719ce | 2023-04-26T08:21:56.241 | 2023-04-26 12:46:31.753033 | 2023-04-26T17:28:07.549 |   82.7 |      95 |
| MS181101ab | 12:58:12 | -21:02:45 |      r |     180 |     3 |       1 |   0.001003765318317216 |  2402886 |     False |  2402886 |   194.55 |  -21.046 |          41.782884 | 0.00039434985566141764 |   0.02 |   0.001003765318317216 |   36 |        1.0 |    Target[name=MS181101ab, ra[deg]=194.55, dec[deg]=-21.046 |    <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.55, -21.046)> | ed35a599b56b4c87889abe95a342970e | 2023-04-26T08:19:00.783 | 2023-04-26 12:39:38.563884 | 2023-04-26T17:13:14.937 |   79.8 |      92 |
| MS181101ab | 13:12:46 | -25:59:11 |      r |     180 |     3 |       1 |  0.0008172185486532956 |  2414929 |      True |  2414929 |  198.195 | -25.9866 |          39.885528 |  0.0012974857761926355 |  0.005 |  0.0008172185486532956 |   37 |        1.0 |  Target[name=MS181101ab, ra[deg]=198.195, dec[deg]=-25.9866 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (198.195, -25.9866)> | f369581914bf4826a5136d98782f1aa0 | 2023-04-26T08:24:02.031 | 2023-04-26 12:50:24.498662 | 2023-04-26T17:37:16.366 |   84.4 |      97 |
| MS181101ab | 13:16:43 | -26:50:01 |      r |     180 |     3 |       1 |  0.0005923178370378118 | 13457461 |      True | 13457461 | 199.1827 | -26.8339 | 47.676759999999994 |  0.0004800109974514482 |   0.01 |  0.0005923178370378118 |   38 |        1.0 | Target[name=MS181101ab, ra[deg]=199.1827, dec[deg]=-26.8339 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (199.1827, -26.8339)> | 443d6bf252a940f09e4f39c0f7a5908a | 2023-04-26T08:26:24.299 | 2023-04-26 12:52:46.649812 | 2023-04-26T17:42:45.485 |   85.0 |      98 |
| MS181101ab | 12:57:01 | -17:23:25 |      r |     180 |     3 |       1 |  0.0005552793894425762 |  1332009 |      True |  1332009 |  194.256 | -17.3905 |          26.786977 |   0.004522228488571959 |  0.001 |  0.0005552793894425762 |   39 |        1.0 |  Target[name=MS181101ab, ra[deg]=194.256, dec[deg]=-17.3905 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.256, -17.3905)> | 0c415bcff1c6497e813521c88f2c7b1b | 2023-04-26T08:25:21.053 | 2023-04-26 12:37:15.399140 | 2023-04-26T17:04:33.329 |   76.1 |      90 |
| MS181101ab | 12:57:01 | -17:23:25 |      r |     180 |     3 |       1 |  0.0005552793894425762 |  1688248 |      True |  1688248 |  194.256 | -17.3905 |          26.786977 |   0.004522228488571959 |  0.001 |  0.0005552793894425762 |   40 |        1.0 |  Target[name=MS181101ab, ra[deg]=194.256, dec[deg]=-17.3905 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.256, -17.3905)> | 9dc52f21e8d04705b7d2d01f8aa903e7 | 2023-04-26T08:25:21.053 | 2023-04-26 12:37:15.399140 | 2023-04-26T17:04:33.329 |   76.1 |      90 |
| MS181101ab | 13:06:52 | -22:50:30 |      r |     180 |     3 |       1 |   0.000481571236193078 |  1329986 |     False |  1329986 |  196.719 | -22.8418 |          32.483862 |   0.003969232675633639 |  0.001 |   0.000481571236193078 |   41 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.719, dec[deg]=-22.8418 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.719, -22.8418)> | f9fc5ce17d5e4a4bac1d96b0eeebcd96 | 2023-04-26T08:24:07.908 | 2023-04-26 12:45:49.305023 | 2023-04-26T17:25:25.831 |   81.5 |      94 |
| MS181101ab | 13:06:07 | -22:09:29 |      r |     180 |     3 |       1 | 0.00047905511787126265 | 13320960 |     False | 13320960 | 196.5304 | -22.1583 | 57.334618000000006 |  0.0003950355760431552 |   0.01 | 0.00047905511787126265 |   42 |        1.0 | Target[name=MS181101ab, ra[deg]=196.5304, dec[deg]=-22.1583 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.5304, -22.1583)> | 7757100aaaf943f3bda25435c716c03e | 2023-04-26T08:24:42.984 | 2023-04-26 12:45:04.608786 | 2023-04-26T17:23:20.649 |   80.8 |      94 |
| MS181101ab | 12:50:11 | -13:29:23 |      r |     180 |     3 |       1 |   0.000460651952841575 | 13042772 |      True | 13042772 | 192.5469 | -13.4898 |          46.724268 | 0.00038122859069836105 |   0.01 |   0.000460651952841575 |   43 |        1.0 | Target[name=MS181101ab, ra[deg]=192.5469, dec[deg]=-13.4898 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.5469, -13.4898)> | 6eecf365e2734d76b812c4fc6aa4ec92 | 2023-04-26T08:27:01.479 | 2023-04-26 12:31:10.643686 | 2023-04-26T16:49:12.218 |   72.3 |      86 |
| MS181101ab | 12:52:51 | -16:01:14 |      r |     180 |     3 |       1 | 0.00042182290847390204 | 13085189 |      True | 13085189 | 193.2156 | -16.0208 |          24.899676 |  0.0035209705282029436 |  0.001 | 0.00042182290847390204 |   44 |        1.0 | Target[name=MS181101ab, ra[deg]=193.2156, dec[deg]=-16.0208 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.2156, -16.0208)> | a5ea8f34a1754690a92fcc5cd016cd7a | 2023-04-26T08:24:07.282 | 2023-04-26 12:33:54.047627 | 2023-04-26T16:57:28.321 |   74.8 |      88 |
