# t        U        B        V        R       
  0.1288 -10.2003 -10.1099  -9.8007  -9.8220
  0.1294 -10.2308 -10.1394  -9.8305  -9.8489
  0.1300 -10.2597 -10.1673  -9.8596  -9.8743
  0.1306 -10.2879 -10.1949  -9.8880  -9.8993
  0.1312 -10.3155 -10.2215  -9.9158  -9.9240
  0.1318 -10.3419 -10.2473  -9.9422  -9.9475
  0.1324 -10.3674 -10.2721  -9.9681  -9.9703
  0.1330 -10.3931 -10.2971  -9.9941  -9.9937
  0.1336 -10.4174 -10.3209 -10.0184 -10.0153
  0.1342 -10.4412 -10.3440 -10.0426 -10.0367
  0.1348 -10.4643 -10.3665 -10.0658 -10.0573
  0.1354 -10.4872 -10.3890 -10.0888 -10.0780
  0.1360 -10.5093 -10.4103 -10.1114 -10.0979
  0.1366 -10.5313 -10.4318 -10.1334 -10.1175
  0.1372 -10.5528 -10.4529 -10.1550 -10.1370
  0.1379 -10.5740 -10.4737 -10.1764 -10.1562
  0.1385 -10.5940 -10.4930 -10.1969 -10.1744
  0.1391 -10.6149 -10.5135 -10.2180 -10.1934
  0.1397 -10.6345 -10.5325 -10.2376 -10.2110
  0.1404 -10.6542 -10.5517 -10.2575 -10.2288
  0.1410 -10.6733 -10.5704 -10.2770 -10.2459
  0.1416 -10.6923 -10.5891 -10.2964 -10.2631
  0.1423 -10.7111 -10.6075 -10.3155 -10.2802
  0.1429 -10.7289 -10.6248 -10.3341 -10.2965
  0.1436 -10.7475 -10.6430 -10.3529 -10.3132
  0.1442 -10.7652 -10.6603 -10.3708 -10.3292
  0.1449 -10.7828 -10.6776 -10.3887 -10.3450
  0.1455 -10.8000 -10.6943 -10.4062 -10.3605
  0.1462 -10.8173 -10.7111 -10.4235 -10.3759
  0.1468 -10.8349 -10.7283 -10.4413 -10.3917
  0.1475 -10.8517 -10.7446 -10.4580 -10.4067
  0.1482 -10.8681 -10.7607 -10.4745 -10.4215
  0.1489 -10.8846 -10.7769 -10.4911 -10.4363
  0.1495 -10.9010 -10.7929 -10.5075 -10.4511
  0.1502 -10.9167 -10.8082 -10.5236 -10.4654
  0.1509 -10.9329 -10.8240 -10.5397 -10.4798
  0.1516 -10.9484 -10.8391 -10.5552 -10.4938
  0.1522 -10.9641 -10.8544 -10.5709 -10.5079
  0.1529 -10.9794 -10.8695 -10.5863 -10.5219
  0.1536 -10.9947 -10.8845 -10.6016 -10.5358
  0.1543 -11.0095 -10.8989 -10.6167 -10.5495
  0.1550 -11.0238 -10.9129 -10.6313 -10.5628
  0.1557 -11.0383 -10.9273 -10.6459 -10.5762
  0.1564 -11.0538 -10.9423 -10.6617 -10.5902
  0.1571 -11.0681 -10.9562 -10.6755 -10.6029
  0.1578 -11.0820 -10.9698 -10.6896 -10.6158
  0.1586 -11.0961 -10.9838 -10.7039 -10.6289
  0.1593 -11.1102 -10.9976 -10.7180 -10.6420
  0.1600 -11.1241 -11.0113 -10.7321 -10.6549
  0.1607 -11.1382 -11.0252 -10.7464 -10.6681
  0.1615 -11.1516 -11.0384 -10.7599 -10.6806
  0.1622 -11.1653 -11.0518 -10.7735 -10.6932
  0.1629 -11.1790 -11.0652 -10.7871 -10.7057
  0.1637 -11.1923 -11.0783 -10.8005 -10.7180
  0.1644 -11.2065 -11.0920 -10.8145 -10.7306
  0.1651 -11.2195 -11.1046 -10.8274 -10.7423
  0.1659 -11.2330 -11.1177 -10.8408 -10.7546
  0.1666 -11.2464 -11.1308 -10.8541 -10.7668
  0.1674 -11.2594 -11.1436 -10.8671 -10.7788
  0.1681 -11.2721 -11.1561 -10.8801 -10.7908
  0.1689 -11.2852 -11.1689 -10.8931 -10.8028
  0.1697 -11.2993 -11.1827 -10.9072 -10.8158
  0.1704 -11.3116 -11.1946 -10.9191 -10.8266
  0.1712 -11.3241 -11.2069 -10.9317 -10.8383
  0.1720 -11.3368 -11.2193 -10.9444 -10.8501
  0.1728 -11.3495 -11.2318 -10.9571 -10.8619
  0.1735 -11.3622 -11.2442 -10.9698 -10.8736
  0.1743 -11.3746 -11.2564 -10.9822 -10.8853
  0.1751 -11.3870 -11.2686 -10.9946 -10.8968
  0.1759 -11.3994 -11.2808 -11.0070 -10.9083
  0.1767 -11.4120 -11.2930 -11.0193 -10.9198
  0.1775 -11.4239 -11.3048 -11.0315 -10.9310
  0.1783 -11.4360 -11.3167 -11.0435 -10.9423
  0.1791 -11.4484 -11.3287 -11.0557 -10.9536
  0.1799 -11.4606 -11.3407 -11.0678 -10.9649
  0.1807 -11.4729 -11.3526 -11.0799 -10.9761
  0.1816 -11.4851 -11.3646 -11.0920 -10.9874
  0.1824 -11.4971 -11.3763 -11.1039 -10.9985
  0.1832 -11.5090 -11.3880 -11.1157 -11.0097
  0.1840 -11.5209 -11.3997 -11.1275 -11.0208
  0.1849 -11.5329 -11.4115 -11.1394 -11.0319
  0.1857 -11.5448 -11.4232 -11.1513 -11.0430
  0.1865 -11.5568 -11.4349 -11.1631 -11.0541
  0.1874 -11.5686 -11.4465 -11.1749 -11.0651
  0.1882 -11.5833 -11.4614 -11.1904 -11.0799
  0.1891 -11.5926 -11.4701 -11.1986 -11.0873
  0.1899 -11.6036 -11.4810 -11.2096 -11.0978
  0.1908 -11.6150 -11.4922 -11.2210 -11.1086
  0.1917 -11.6265 -11.5035 -11.2324 -11.1194
  0.1925 -11.6378 -11.5146 -11.2437 -11.1300
  0.1934 -11.6491 -11.5258 -11.2550 -11.1406
  0.1943 -11.6605 -11.5370 -11.2663 -11.1513
  0.1952 -11.6720 -11.5482 -11.2775 -11.1619
  0.1960 -11.6832 -11.5592 -11.2887 -11.1725
  0.1969 -11.6943 -11.5702 -11.2997 -11.1830
  0.1978 -11.7056 -11.5812 -11.3109 -11.1936
  0.1987 -11.7169 -11.5923 -11.3220 -11.2041
  0.1996 -11.7282 -11.6034 -11.3332 -11.2147
  0.2005 -11.7395 -11.6144 -11.3444 -11.2253
  0.2014 -11.7504 -11.6253 -11.3553 -11.2357
  0.2023 -11.7611 -11.6361 -11.3663 -11.2462
  0.2032 -11.7722 -11.6470 -11.3772 -11.2566
  0.2042 -11.7833 -11.6579 -11.3882 -11.2671
  0.2051 -11.7943 -11.6688 -11.3992 -11.2775
  0.2060 -11.8054 -11.6797 -11.4102 -11.2879
  0.2070 -11.8164 -11.6905 -11.4212 -11.2984
  0.2079 -11.8274 -11.7013 -11.4321 -11.3088
  0.2088 -11.8383 -11.7121 -11.4430 -11.3192
  0.2098 -11.8493 -11.7230 -11.4539 -11.3296
  0.2107 -11.8604 -11.7338 -11.4649 -11.3400
  0.2117 -11.8714 -11.7446 -11.4759 -11.3503
  0.2126 -11.8824 -11.7554 -11.4868 -11.3606
  0.2136 -11.8951 -11.7680 -11.4992 -11.3724
  0.2146 -11.9047 -11.7772 -11.5084 -11.3810
  0.2155 -11.9151 -11.7874 -11.5188 -11.3910
  0.2165 -11.9257 -11.7978 -11.5293 -11.4010
  0.2175 -11.9361 -11.8082 -11.5398 -11.4110
  0.2185 -11.9467 -11.8186 -11.5503 -11.4211
  0.2195 -11.9574 -11.8291 -11.5609 -11.4311
  0.2205 -11.9678 -11.8394 -11.5713 -11.4411
  0.2215 -11.9784 -11.8498 -11.5818 -11.4511
  0.2225 -11.9889 -11.8602 -11.5923 -11.4611
  0.2235 -11.9995 -11.8706 -11.6028 -11.4711
  0.2245 -12.0101 -11.8810 -11.6133 -11.4811
  0.2255 -12.0205 -11.8912 -11.6236 -11.4911
  0.2265 -12.0309 -11.9015 -11.6340 -11.5010
  0.2275 -12.0413 -11.9118 -11.6444 -11.5110
  0.2286 -12.0516 -11.9221 -11.6548 -11.5209
  0.2296 -12.0618 -11.9323 -11.6651 -11.5310
  0.2306 -12.0721 -11.9425 -11.6755 -11.5409
  0.2317 -12.0825 -11.9527 -11.6857 -11.5507
  0.2327 -12.0931 -11.9631 -11.6962 -11.5605
  0.2338 -12.1038 -11.9734 -11.7066 -11.5704
  0.2348 -12.1144 -11.9837 -11.7169 -11.5802
  0.2359 -12.1249 -11.9939 -11.7272 -11.5900
  0.2370 -12.1353 -12.0041 -11.7375 -11.5998
  0.2380 -12.1457 -12.0143 -11.7477 -11.6096
  0.2391 -12.1561 -12.0244 -11.7580 -11.6193
  0.2402 -12.1683 -12.0366 -11.7699 -11.6307
  0.2413 -12.1774 -12.0453 -11.7786 -11.6389
  0.2424 -12.1874 -12.0551 -11.7885 -11.6485
  0.2435 -12.1974 -12.0650 -11.7985 -11.6580
  0.2446 -12.2076 -12.0750 -11.8086 -11.6677
  0.2457 -12.2177 -12.0849 -11.8186 -11.6773
  0.2468 -12.2279 -12.0949 -11.8286 -11.6869
  0.2479 -12.2379 -12.1047 -11.8385 -11.6964
  0.2490 -12.2477 -12.1144 -11.8483 -11.7058
  0.2502 -12.2576 -12.1242 -11.8582 -11.7154
  0.2513 -12.2675 -12.1341 -11.8681 -11.7250
  0.2524 -12.2775 -12.1438 -11.8780 -11.7344
  0.2536 -12.2875 -12.1536 -11.8878 -11.7439
  0.2547 -12.2975 -12.1634 -11.8977 -11.7534
  0.2559 -12.3076 -12.1733 -11.9076 -11.7630
  0.2570 -12.3176 -12.1831 -11.9175 -11.7725
  0.2582 -12.3276 -12.1929 -11.9273 -11.7820
  0.2594 -12.3390 -12.2042 -11.9385 -11.7928
  0.2605 -12.3480 -12.2130 -11.9473 -11.8013
  0.2617 -12.3577 -12.2225 -11.9568 -11.8106
  0.2629 -12.3675 -12.2320 -11.9665 -11.8199
  0.2641 -12.3773 -12.2417 -11.9761 -11.8292
  0.2653 -12.3871 -12.2514 -11.9859 -11.8387
  0.2665 -12.3968 -12.2609 -11.9955 -11.8479
  0.2677 -12.4066 -12.2705 -12.0051 -11.8572
  0.2689 -12.4164 -12.2801 -12.0147 -11.8666
  0.2701 -12.4261 -12.2896 -12.0243 -11.8758
  0.2713 -12.4358 -12.2991 -12.0339 -11.8851
  0.2726 -12.4455 -12.3086 -12.0435 -11.8944
  0.2738 -12.4552 -12.3182 -12.0531 -11.9037
  0.2750 -12.4650 -12.3277 -12.0627 -11.9129
  0.2763 -12.4748 -12.3373 -12.0723 -11.9222
  0.2775 -12.4846 -12.3470 -12.0820 -11.9316
  0.2788 -12.4942 -12.3567 -12.0917 -11.9410
  0.2800 -12.5038 -12.3660 -12.1011 -11.9502
  0.2813 -12.5133 -12.3754 -12.1105 -11.9593
  0.2826 -12.5228 -12.3847 -12.1199 -11.9685
  0.2839 -12.5323 -12.3940 -12.1293 -11.9776
  0.2851 -12.5418 -12.4033 -12.1387 -11.9868
  0.2864 -12.5513 -12.4126 -12.1481 -11.9959
  0.2877 -12.5606 -12.4218 -12.1573 -12.0049
  0.2890 -12.5699 -12.4310 -12.1666 -12.0140
  0.2903 -12.5815 -12.4427 -12.1780 -12.0253
  0.2917 -12.5896 -12.4504 -12.1857 -12.0326
  0.2930 -12.5986 -12.4593 -12.1947 -12.0415
  0.2943 -12.6077 -12.4684 -12.2039 -12.0505
  0.2956 -12.6169 -12.4774 -12.2130 -12.0594
  0.2970 -12.6261 -12.4865 -12.2222 -12.0684
  0.2983 -12.6353 -12.4956 -12.2314 -12.0774
  0.2997 -12.6444 -12.5046 -12.2405 -12.0863
  0.3010 -12.6536 -12.5136 -12.2496 -12.0953
  0.3024 -12.6627 -12.5227 -12.2587 -12.1042
  0.3038 -12.6720 -12.5317 -12.2679 -12.1132
  0.3051 -12.6812 -12.5408 -12.2770 -12.1222
  0.3065 -12.6902 -12.5499 -12.2862 -12.1312
  0.3079 -12.6993 -12.5590 -12.2953 -12.1402
  0.3093 -12.7084 -12.5680 -12.3044 -12.1491
  0.3107 -12.7175 -12.5770 -12.3134 -12.1580
  0.3121 -12.7267 -12.5860 -12.3225 -12.1669
  0.3135 -12.7359 -12.5950 -12.3316 -12.1758
  0.3149 -12.7451 -12.6041 -12.3407 -12.1847
  0.3163 -12.7544 -12.6132 -12.3498 -12.1936
  0.3178 -12.7636 -12.6222 -12.3589 -12.2025
  0.3192 -12.7728 -12.6312 -12.3679 -12.2114
  0.3207 -12.7820 -12.6402 -12.3769 -12.2203
  0.3221 -12.7911 -12.6492 -12.3860 -12.2292
  0.3236 -12.8003 -12.6582 -12.3950 -12.2381
  0.3250 -12.8095 -12.6672 -12.4040 -12.2470
  0.3265 -12.8182 -12.6760 -12.4126 -12.2555
  0.3280 -12.8273 -12.6850 -12.4216 -12.2642
  0.3295 -12.8385 -12.6962 -12.4327 -12.2754
  0.3310 -12.8464 -12.7037 -12.4402 -12.2826
  0.3325 -12.8550 -12.7122 -12.4487 -12.2911
  0.3340 -12.8638 -12.7209 -12.4575 -12.2998
  0.3355 -12.8727 -12.7297 -12.4663 -12.3086
  0.3370 -12.8814 -12.7384 -12.4750 -12.3172
  0.3385 -12.8902 -12.7470 -12.4837 -12.3258
  0.3400 -12.8991 -12.7558 -12.4925 -12.3345
  0.3416 -12.9080 -12.7645 -12.5012 -12.3432
  0.3431 -12.9167 -12.7731 -12.5099 -12.3518
  0.3447 -12.9255 -12.7818 -12.5187 -12.3605
  0.3462 -12.9344 -12.7906 -12.5275 -12.3692
  0.3478 -12.9434 -12.7996 -12.5365 -12.3780
  0.3494 -12.9524 -12.8084 -12.5454 -12.3867
  0.3510 -12.9615 -12.8173 -12.5542 -12.3954
  0.3525 -12.9705 -12.8261 -12.5630 -12.4041
  0.3541 -12.9793 -12.8348 -12.5717 -12.4127
  0.3557 -12.9882 -12.8435 -12.5804 -12.4213
  0.3574 -12.9970 -12.8522 -12.5892 -12.4299
  0.3590 -13.0058 -12.8608 -12.5978 -12.4385
  0.3606 -13.0145 -12.8694 -12.6064 -12.4470
  0.3622 -13.0233 -12.8782 -12.6152 -12.4557
  0.3639 -13.0320 -12.8868 -12.6238 -12.4643
  0.3655 -13.0399 -12.8944 -12.6313 -12.4717
  0.3672 -13.0514 -12.9057 -12.6427 -12.4829
  0.3688 -13.0592 -12.9133 -12.6502 -12.4902
  0.3705 -13.0676 -12.9216 -12.6584 -12.4985
  0.3722 -13.0762 -12.9301 -12.6669 -12.5071
  0.3739 -13.0848 -12.9386 -12.6754 -12.5155
  0.3755 -13.0934 -12.9470 -12.6839 -12.5239
  0.3772 -13.1021 -12.9556 -12.6924 -12.5324
  0.3790 -13.1109 -12.9642 -12.7010 -12.5409
  0.3807 -13.1196 -12.9727 -12.7095 -12.5493
  0.3824 -13.1283 -12.9813 -12.7180 -12.5578
  0.3841 -13.1371 -12.9900 -12.7267 -12.5663
  0.3859 -13.1459 -12.9986 -12.7352 -12.5748
  0.3876 -13.1545 -13.0070 -12.7436 -12.5832
  0.3894 -13.1631 -13.0155 -12.7521 -12.5915
  0.3911 -13.1717 -13.0239 -12.7605 -12.5999
  0.3929 -13.1818 -13.0339 -12.7705 -12.6101
  0.3947 -13.1895 -13.0412 -12.7778 -12.6172
  0.3965 -13.1978 -13.0495 -12.7860 -12.6255
  0.3982 -13.2061 -13.0577 -12.7943 -12.6338
  0.4001 -13.2145 -13.0660 -12.8025 -12.6420
  0.4019 -13.2230 -13.0743 -12.8109 -12.6503
  0.4037 -13.2314 -13.0825 -12.8191 -12.6585
  0.4055 -13.2399 -13.0909 -12.8275 -12.6668
  0.4073 -13.2483 -13.0993 -12.8358 -12.6751
  0.4092 -13.2567 -13.1076 -12.8441 -12.6834
  0.4110 -13.2646 -13.1152 -12.8517 -12.6908
  0.4129 -13.2746 -13.1250 -12.8614 -12.7006
  0.4148 -13.2827 -13.1329 -12.8692 -12.7082
  0.4166 -13.2911 -13.1412 -12.8775 -12.7164
  0.4185 -13.2996 -13.1494 -12.8857 -12.7246
  0.4204 -13.3080 -13.1577 -12.8939 -12.7328
  0.4223 -13.3164 -13.1659 -12.9021 -12.7409
  0.4242 -13.3248 -13.1741 -12.9103 -12.7491
  0.4262 -13.3333 -13.1825 -12.9185 -12.7573
  0.4281 -13.3417 -13.1908 -12.9268 -12.7655
  0.4300 -13.3501 -13.1990 -12.9349 -12.7736
  0.4320 -13.3585 -13.2072 -12.9430 -12.7817
  0.4339 -13.3669 -13.2154 -12.9512 -12.7898
  0.4359 -13.3753 -13.2236 -12.9594 -12.7980
  0.4379 -13.3830 -13.2311 -12.9668 -12.8053
  0.4398 -13.3931 -13.2411 -12.9766 -12.8152
  0.4418 -13.4010 -13.2487 -12.9842 -12.8226
  0.4438 -13.4093 -13.2568 -12.9922 -12.8307
  0.4458 -13.4175 -13.2649 -13.0003 -12.8388
  0.4478 -13.4259 -13.2731 -13.0085 -12.8469
  0.4499 -13.4343 -13.2814 -13.0167 -12.8551
  0.4519 -13.4425 -13.2895 -13.0248 -12.8631
  0.4540 -13.4507 -13.2976 -13.0329 -12.8711
  0.4560 -13.4590 -13.3057 -13.0410 -12.8792
  0.4581 -13.4674 -13.3139 -13.0491 -12.8873
  0.4601 -13.4759 -13.3222 -13.0573 -12.8954
  0.4622 -13.4786 -13.3262 -13.0610 -12.8984
  0.4643 -13.4882 -13.3342 -13.0683 -12.9044
  0.4664 -13.4969 -13.3422 -13.0759 -12.9110
  0.4685 -13.5053 -13.3501 -13.0835 -12.9181
  0.4706 -13.5140 -13.3585 -13.0917 -12.9262
  0.4728 -13.5223 -13.3665 -13.0996 -12.9340
  0.4749 -13.5307 -13.3747 -13.1078 -12.9421
  0.4771 -13.5391 -13.3829 -13.1159 -12.9502
  0.4792 -13.5474 -13.3910 -13.1240 -12.9583
  0.4814 -13.5560 -13.3995 -13.1324 -12.9667
  0.4836 -13.5641 -13.4075 -13.1403 -12.9746
  0.4858 -13.5723 -13.4155 -13.1482 -12.9825
  0.4880 -13.5838 -13.4269 -13.1597 -12.9941
  0.4902 -13.5902 -13.4330 -13.1655 -12.9996
  0.4924 -13.5982 -13.4408 -13.1732 -13.0071
  0.4946 -13.6064 -13.4487 -13.1810 -13.0149
  0.4968 -13.6147 -13.4569 -13.1890 -13.0228
  0.4991 -13.6231 -13.4651 -13.1971 -13.0308
  0.5014 -13.6315 -13.4733 -13.2053 -13.0389
  0.5036 -13.6401 -13.4818 -13.2137 -13.0472
  0.5059 -13.6484 -13.4899 -13.2217 -13.0551
  0.5082 -13.6566 -13.4980 -13.2297 -13.0631
  0.5105 -13.6649 -13.5062 -13.2378 -13.0711
  0.5128 -13.6693 -13.5096 -13.2407 -13.0735
  0.5151 -13.6731 -13.5124 -13.2430 -13.0753
  0.5174 -13.6814 -13.5205 -13.2511 -13.0833
  0.5198 -13.6907 -13.5297 -13.2604 -13.0925
  0.5221 -13.7006 -13.5396 -13.2705 -13.1028
  0.5245 -13.7122 -13.5516 -13.2826 -13.1156
  0.5269 -13.7200 -13.5594 -13.2905 -13.1236
  0.5293 -13.7288 -13.5681 -13.2992 -13.1325
  0.5317 -13.7369 -13.5761 -13.3072 -13.1404
  0.5341 -13.7466 -13.5856 -13.3167 -13.1499
  0.5365 -13.7571 -13.5964 -13.3276 -13.1614
  0.5389 -13.7657 -13.6048 -13.3360 -13.1697
  0.5413 -13.7741 -13.6132 -13.3443 -13.1782
  0.5438 -13.7842 -13.6233 -13.3544 -13.1885
  0.5463 -13.7923 -13.6313 -13.3624 -13.1966
  0.5487 -13.8013 -13.6403 -13.3714 -13.2058
  0.5512 -13.8094 -13.6483 -13.3793 -13.2136
  0.5537 -13.8185 -13.6573 -13.3884 -13.2229
  0.5562 -13.8265 -13.6651 -13.3961 -13.2305
  0.5587 -13.8352 -13.6738 -13.4047 -13.2392
  0.5613 -13.8434 -13.6818 -13.4126 -13.2470
  0.5638 -13.8519 -13.6901 -13.4208 -13.2551
  0.5663 -13.8605 -13.6986 -13.4292 -13.2635
  0.5689 -13.8686 -13.7066 -13.4370 -13.2712
  0.5715 -13.8770 -13.7147 -13.4451 -13.2792
  0.5741 -13.8854 -13.7230 -13.4533 -13.2873
  0.5767 -13.8936 -13.7311 -13.4612 -13.2953
  0.5793 -13.9016 -13.7390 -13.4690 -13.3030
  0.5819 -13.9098 -13.7469 -13.4769 -13.3109
  0.5845 -13.9180 -13.7549 -13.4848 -13.3187
  0.5872 -13.9262 -13.7630 -13.4927 -13.3266
  0.5898 -13.9344 -13.7710 -13.5007 -13.3346
  0.5925 -13.9426 -13.7791 -13.5087 -13.3425
  0.5952 -13.9509 -13.7872 -13.5167 -13.3504
  0.5979 -13.9594 -13.7956 -13.5249 -13.3586
  0.6006 -13.9678 -13.8038 -13.5330 -13.3666
  0.6033 -13.9735 -13.8120 -13.5416 -13.3764
  0.6060 -13.9804 -13.8162 -13.5444 -13.3768
  0.6088 -13.9887 -13.8241 -13.5518 -13.3835
  0.6115 -13.9963 -13.8310 -13.5583 -13.3890
  0.6143 -14.0049 -13.8392 -13.5662 -13.3968
  0.6171 -14.0129 -13.8468 -13.5737 -13.4041
  0.6199 -14.0211 -13.8548 -13.5815 -13.4118
  0.6227 -14.0294 -13.8629 -13.5895 -13.4198
  0.6255 -14.0377 -13.8710 -13.5975 -13.4277
  0.6283 -14.0463 -13.8794 -13.6057 -13.4359
  0.6311 -14.0547 -13.8876 -13.6137 -13.4439
  0.6340 -14.0630 -13.8956 -13.6216 -13.4517
  0.6369 -14.0713 -13.9037 -13.6296 -13.4595
  0.6398 -14.0797 -13.9119 -13.6376 -13.4675
  0.6427 -14.0880 -13.9200 -13.6456 -13.4754
  0.6456 -14.0963 -13.9281 -13.6535 -13.4833
  0.6485 -14.1046 -13.9362 -13.6614 -13.4912
  0.6514 -14.1133 -13.9448 -13.6699 -13.4997
  0.6544 -14.1216 -13.9529 -13.6779 -13.5076
  0.6573 -14.1298 -13.9608 -13.6857 -13.5154
  0.6603 -14.1380 -13.9689 -13.6936 -13.5233
  0.6633 -14.1463 -13.9769 -13.7016 -13.5312
  0.6663 -14.1546 -13.9850 -13.7096 -13.5391
  0.6693 -14.1629 -13.9932 -13.7176 -13.5471
  0.6723 -14.1713 -14.0014 -13.7257 -13.5550
  0.6754 -14.1796 -14.0095 -13.7336 -13.5628
  0.6784 -14.1886 -14.0183 -13.7422 -13.5715
  0.6815 -14.1967 -14.0262 -13.7499 -13.5792
  0.6846 -14.2049 -14.0341 -13.7577 -13.5869
  0.6877 -14.2132 -14.0422 -13.7656 -13.5947
  0.6908 -14.2215 -14.0503 -13.7735 -13.6026
  0.6939 -14.2298 -14.0584 -13.7814 -13.6105
  0.6971 -14.2380 -14.0663 -13.7893 -13.6184
  0.7002 -14.2461 -14.0743 -13.7972 -13.6262
  0.7034 -14.2549 -14.0830 -13.8058 -13.6351
  0.7066 -14.2632 -14.0911 -13.8137 -13.6431
  0.7098 -14.2713 -14.0991 -13.8215 -13.6507
  0.7130 -14.2796 -14.1071 -13.8294 -13.6585
  0.7162 -14.2879 -14.1152 -13.8373 -13.6664
  0.7194 -14.2962 -14.1233 -13.8453 -13.6743
  0.7227 -14.3045 -14.1314 -13.8532 -13.6821
  0.7260 -14.3128 -14.1394 -13.8611 -13.6900
  0.7292 -14.3213 -14.1477 -13.8691 -13.6980
  0.7325 -14.3300 -14.1562 -13.8774 -13.7062
  0.7359 -14.3379 -14.1639 -13.8849 -13.7136
  0.7392 -14.3460 -14.1718 -13.8926 -13.7212
  0.7425 -14.3544 -14.1798 -13.9005 -13.7290
  0.7459 -14.3626 -14.1879 -13.9084 -13.7368
  0.7493 -14.3772 -14.2029 -13.9237 -13.7530
  0.7527 -14.3818 -14.2071 -13.9275 -13.7557
  0.7561 -14.3887 -14.2133 -13.9332 -13.7606
  0.7595 -14.3966 -14.2209 -13.9404 -13.7676
  0.7629 -14.4045 -14.2285 -13.9478 -13.7749
  0.7664 -14.4126 -14.2363 -13.9554 -13.7824
  0.7698 -14.4207 -14.2442 -13.9632 -13.7901
  0.7733 -14.4292 -14.2525 -13.9713 -13.7982
  0.7768 -14.4372 -14.2603 -13.9789 -13.8058
  0.7803 -14.4453 -14.2681 -13.9866 -13.8134
  0.7839 -14.4534 -14.2761 -13.9943 -13.8211
  0.7874 -14.4616 -14.2840 -14.0022 -13.8288
  0.7910 -14.4697 -14.2919 -14.0100 -13.8366
  0.7946 -14.4778 -14.2998 -14.0177 -13.8443
  0.7981 -14.4859 -14.3077 -14.0255 -13.8521
  0.8018 -14.4940 -14.3157 -14.0333 -13.8599
  0.8054 -14.5028 -14.3243 -14.0417 -13.8683
  0.8090 -14.5111 -14.3324 -14.0497 -13.8762
  0.8127 -14.5193 -14.3404 -14.0574 -13.8838
  0.8164 -14.5276 -14.3485 -14.0653 -13.8916
  0.8201 -14.5360 -14.3565 -14.0732 -13.8993
  0.8238 -14.5442 -14.3646 -14.0810 -13.9071
  0.8275 -14.5525 -14.3726 -14.0888 -13.9148
  0.8312 -14.5606 -14.3805 -14.0966 -13.9226
  0.8350 -14.5688 -14.3884 -14.1044 -13.9303
  0.8388 -14.5769 -14.3964 -14.1121 -13.9380
  0.8426 -14.5853 -14.4046 -14.1202 -13.9461
  0.8464 -14.5940 -14.4131 -14.1284 -13.9545
  0.8502 -14.6020 -14.4209 -14.1361 -13.9621
  0.8541 -14.6100 -14.4287 -14.1438 -13.9697
  0.8579 -14.6181 -14.4366 -14.1515 -13.9774
  0.8618 -14.6262 -14.4445 -14.1592 -13.9851
  0.8657 -14.6344 -14.4524 -14.1670 -13.9928
  0.8696 -14.6427 -14.4605 -14.1749 -14.0005
  0.8736 -14.6509 -14.4685 -14.1827 -14.0083
  0.8775 -14.6592 -14.4765 -14.1905 -14.0160
  0.8815 -14.6674 -14.4845 -14.1984 -14.0237
  0.8855 -14.6757 -14.4925 -14.2062 -14.0315
  0.8895 -14.6839 -14.5005 -14.2140 -14.0392
  0.8935 -14.6922 -14.5085 -14.2218 -14.0469
  0.8975 -14.7015 -14.5177 -14.2307 -14.0560
