# t        U        B        V        R       
  7.3900 -17.9538 -17.9084 -17.7577 -17.3778
  7.4234 -17.9578 -17.9140 -17.7643 -17.3843
  7.4570 -17.9616 -17.9194 -17.7708 -17.3909
  7.4907 -17.9655 -17.9248 -17.7773 -17.3975
  7.5246 -17.9695 -17.9307 -17.7845 -17.4044
  7.5587 -17.9737 -17.9362 -17.7911 -17.4110
  7.5929 -17.9778 -17.9417 -17.7974 -17.4174
  7.6272 -17.9813 -17.9469 -17.8034 -17.4235
  7.6617 -17.9846 -17.9520 -17.8094 -17.4297
  7.6964 -17.9882 -17.9571 -17.8157 -17.4360
  7.7312 -17.9919 -17.9624 -17.8222 -17.4426
  7.7662 -17.9956 -17.9678 -17.8288 -17.4493
  7.8013 -17.9993 -17.9734 -17.8357 -17.4561
  7.8366 -18.0034 -17.9789 -17.8423 -17.4627
  7.8721 -18.0073 -17.9843 -17.8486 -17.4692
  7.9077 -18.0106 -17.9895 -17.8547 -17.4754
  7.9435 -18.0138 -17.9943 -17.8605 -17.4814
  7.9794 -18.0171 -17.9994 -17.8668 -17.4878
  8.0155 -18.0205 -18.0046 -17.8733 -17.4943
  8.0518 -18.0241 -18.0098 -17.8796 -17.5008
  8.0882 -18.0276 -18.0151 -17.8860 -17.5072
  8.1248 -18.0308 -18.0200 -17.8920 -17.5134
  8.1616 -18.0338 -18.0251 -17.8983 -17.5199
  8.1985 -18.0372 -18.0300 -17.9046 -17.5264
  8.2356 -18.0407 -18.0354 -17.9112 -17.5330
  8.2729 -18.0441 -18.0404 -17.9173 -17.5393
  8.3103 -18.0470 -18.0453 -17.9233 -17.5455
  8.3479 -18.0500 -18.0500 -17.9293 -17.5518
  8.3857 -18.0533 -18.0550 -17.9356 -17.5582
  8.4236 -18.0565 -18.0601 -17.9419 -17.5646
  8.4617 -18.0594 -18.0649 -17.9478 -17.5708
  8.5000 -18.0622 -18.0696 -17.9538 -17.5771
  8.5385 -18.0652 -18.0744 -17.9599 -17.5834
  8.5771 -18.0682 -18.0794 -17.9661 -17.5898
  8.6159 -18.0710 -18.0840 -17.9720 -17.5960
  8.6549 -18.0735 -18.0887 -17.9780 -17.6022
  8.6941 -18.0763 -18.0933 -17.9839 -17.6084
  8.7334 -18.0794 -18.0983 -17.9903 -17.6150
  8.7729 -18.0818 -18.1031 -17.9967 -17.6217
  8.8126 -18.0845 -18.1074 -18.0027 -17.6281
  8.8525 -18.0878 -18.1128 -18.0098 -17.6352
  8.8925 -18.0907 -18.1175 -18.0163 -17.6420
  8.9328 -18.0930 -18.1214 -18.0222 -17.6481
  8.9732 -18.0967 -18.1266 -18.0287 -17.6547
  9.0138 -18.1003 -18.1318 -18.0347 -17.6609
  9.0546 -18.1030 -18.1362 -18.0396 -17.6662
  9.0955 -18.1048 -18.1400 -18.0442 -17.6712
  9.1367 -18.1064 -18.1437 -18.0489 -17.6764
  9.1780 -18.1077 -18.1476 -18.0540 -17.6819
  9.2196 -18.1091 -18.1513 -18.0593 -17.6876
  9.2613 -18.1108 -18.1552 -18.0646 -17.6934
  9.3032 -18.1128 -18.1593 -18.0702 -17.6993
  9.3453 -18.1144 -18.1636 -18.0759 -17.7054
  9.3875 -18.1163 -18.1676 -18.0814 -17.7113
  9.4300 -18.1181 -18.1716 -18.0869 -17.7173
  9.4727 -18.1199 -18.1756 -18.0925 -17.7234
  9.5155 -18.1214 -18.1799 -18.0984 -17.7296
  9.5586 -18.1233 -18.1839 -18.1041 -17.7358
  9.6018 -18.1254 -18.1881 -18.1098 -17.7420
  9.6453 -18.1274 -18.1922 -18.1154 -17.7481
  9.6889 -18.1288 -18.1964 -18.1212 -17.7543
  9.7328 -18.1305 -18.2002 -18.1266 -17.7603
  9.7768 -18.1321 -18.2041 -18.1322 -17.7664
  9.8210 -18.1338 -18.2080 -18.1379 -17.7726
  9.8655 -18.1353 -18.2119 -18.1435 -17.7788
  9.9101 -18.1366 -18.2159 -18.1493 -17.7850
  9.9550 -18.1384 -18.2198 -18.1549 -17.7912
 10.0000 -18.1402 -18.2238 -18.1605 -17.7973
