#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,l,b,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
17001,48.722,-28.943,49.191,-28.530,49.194,-29.354,48.249,-29.354,48.253,-28.530,224.75406900210226,-58.41379734580769,95,1.1995599430226274,23,0.5,S230830b,17001,1.1995599430226274
13898,27.024,-35.286,27.526,-34.873,27.531,-35.697,26.517,-35.697,26.522,-34.873,250.42248491466066,-75.41904581842552,19,1.1927681912455013,24,0.5,S230830b,13898,1.1927681912455013
17391,40.299,-28.150,40.764,-27.737,40.768,-28.561,39.829,-28.561,39.833,-27.737,221.7538807882651,-65.72205779731864,21,1.1912387940475522,25,0.5,S230830b,17391,1.1912387940475522
13901,29.920,-35.286,30.422,-34.873,30.427,-35.697,29.412,-35.697,29.417,-34.873,246.39503388561042,-73.31817954534684,18,1.1869423960429162,26,0.5,S230830b,13901,1.1869423960429162
14276,31.596,-34.493,32.093,-34.080,32.098,-34.904,31.093,-34.904,31.098,-34.080,242.15655018499058,-72.34084774746488,13,1.1658710760548885,27,0.5,S230830b,14276,1.1658710760548885
19427,37.212,-24.185,37.662,-23.772,37.665,-24.596,36.758,-24.596,36.761,-23.772,210.7489920292583,-67.88770589797484,9,1.1442279244474218,28,0.5,S230830b,19427,1.1442279244474218
13175,38.466,-36.872,38.978,-36.459,38.984,-37.283,37.948,-37.283,37.954,-36.459,243.60606366897724,-66.2979129689412,19,1.1313681631424157,29,0.5,S230830b,13175,1.1313681631424157
13171,34.521,-36.872,35.033,-36.459,35.038,-37.283,34.003,-37.283,34.008,-36.459,246.37274170672762,-69.27620253208272,21,1.072019842919575,30,0.5,S230830b,13171,1.072019842919575
13900,28.954,-35.286,29.457,-34.873,29.462,-35.697,28.447,-35.697,28.452,-34.873,247.59758559241902,-74.02983305539038,19,1.0704341697055946,31,0.5,S230830b,13900,1.0704341697055946
15021,20.679,-32.907,21.167,-32.495,21.172,-33.319,20.186,-33.319,20.190,-32.495,255.32017980051825,-81.10369027680159,29,1.0619082865205915,32,0.5,S230830b,15021,1.0619082865205915
13528,26.341,-36.079,26.849,-35.666,26.854,-36.490,25.829,-36.490,25.834,-35.666,254.2681628768616,-75.46633202401617,16,1.059067672406801,33,0.5,S230830b,13528,1.059067672406801
9425,49.500,-45.595,50.084,-45.181,50.093,-46.005,48.907,-46.005,48.916,-45.181,255.21823319787111,-55.634237693707576,84,1.0480428690526045,34,0.5,S230830b,9425,1.0480428690526045
9746,49.846,-44.802,50.423,-44.388,50.431,-45.212,49.261,-45.212,49.270,-44.388,253.74881641455335,-55.66263388277402,78,1.0454332625279463,35,0.5,S230830b,9746,1.0454332625279463
9426,50.625,-45.595,51.209,-45.181,51.218,-46.005,50.032,-46.005,50.041,-45.181,254.7638962751047,-54.89083333235068,51,1.0247296893274076,36,0.5,S230830b,9426,1.0247296893274076
15402,18.653,-32.115,19.137,-31.702,19.141,-32.526,18.164,-32.526,18.169,-31.702,259.04691082776975,-82.9155166982279,60,1.0245713955587692,37,0.5,S230830b,15402,1.0245713955587692
19428,38.077,-24.185,38.527,-23.772,38.530,-24.596,37.624,-24.596,37.627,-23.772,211.20700630943392,-67.117973114226,6,1.018370391849446,38,0.5,S230830b,19428,1.018370391849446
16605,49.091,-29.736,49.563,-29.323,49.567,-30.147,48.614,-30.147,48.618,-29.323,226.30940122925665,-58.16099126242363,68,1.0134211161847642,39,0.5,S230830b,16605,1.0134211161847642
19843,37.033,-23.392,37.481,-22.979,37.484,-23.803,36.583,-23.803,36.586,-22.979,208.601377456579,-67.8564932041729,14,1.0040227606638692,40,0.5,S230830b,19843,1.0040227606638692
11065,42.105,-41.630,42.653,-41.217,42.660,-42.041,41.551,-42.041,41.558,-41.217,251.7554562302719,-62.04861259880508,46,1.0022578647276692,41,0.5,S230830b,11065,1.0022578647276692
14661,39.789,-33.700,40.282,-33.287,40.287,-34.111,39.292,-34.111,39.297,-33.287,235.3695931714336,-65.94254189440674,35,0.999729087584019,42,0.5,S230830b,14661,0.999729087584019
13914,42.466,-35.286,42.969,-34.873,42.974,-35.697,41.959,-35.697,41.964,-34.873,238.21719951749904,-63.5119850015191,39,0.9826749426421536,43,0.5,S230830b,13914,0.9826749426421536
12797,21.939,-37.665,22.457,-37.252,22.462,-38.076,21.416,-38.076,21.421,-37.252,269.24389473324874,-76.98464928499382,19,0.9781521870856928,44,0.5,S230830b,12797,0.9781521870856928
17395,43.881,-28.150,44.346,-27.737,44.350,-28.561,43.412,-28.561,43.415,-27.737,222.34484561195458,-62.574275391390785,15,0.9664418204721844,45,0.5,S230830b,17395,0.9664418204721844
12799,23.934,-37.665,24.451,-37.252,24.457,-38.076,23.410,-38.076,23.416,-37.252,264.2030853748107,-75.93462770350727,11,0.9656186952845038,46,0.5,S230830b,12799,0.9656186952845038
11072,49.474,-41.630,50.021,-41.217,50.028,-42.041,48.919,-42.041,48.926,-41.217,248.40463139072355,-56.811229430924605,41,0.9630941168283187,47,0.5,S230830b,11072,0.9630941168283187
15427,41.969,-32.115,42.453,-31.702,42.458,-32.526,41.480,-32.526,41.485,-31.702,231.16034984406323,-64.29030167744452,27,0.9522849991633665,48,0.5,S230830b,15427,0.9522849991633665
15435,49.430,-32.115,49.914,-31.702,49.919,-32.526,48.941,-32.526,48.946,-31.702,230.82754009465197,-57.97409694872412,38,0.9445090811038083,49,0.5,S230830b,15435,0.9445090811038083
12467,50.279,-38.458,50.802,-38.045,50.808,-38.869,49.750,-38.869,49.756,-38.045,242.4983843781531,-56.8340694466612,31,0.9336363418402102,50,0.5,S230830b,12467,0.9336363418402102
15820,48.000,-31.322,48.480,-30.909,48.484,-31.733,47.516,-31.733,47.520,-30.909,229.26773928919198,-59.17717074719358,42,0.9222158749677524,51,0.5,S230830b,15820,0.9222158749677524
19023,45.327,-24.978,45.780,-24.565,45.783,-25.389,44.871,-25.389,44.874,-24.565,216.1177442748303,-60.832515908720694,12,0.9041380039251833,52,0.5,S230830b,19023,0.9041380039251833
14673,51.158,-33.700,51.651,-33.287,51.655,-34.111,50.660,-34.111,50.665,-33.287,233.75464686308297,-56.52058523136935,48,0.8937250125607836,53,0.5,S230830b,14673,0.8937250125607836
17802,48.000,-27.357,48.462,-26.944,48.466,-27.768,47.534,-27.768,47.538,-26.944,221.58536405720122,-58.86221271604158,86,0.8922450473414807,54,0.5,S230830b,17802,0.8922450473414807
13920,48.257,-35.286,48.760,-34.873,48.765,-35.697,47.750,-35.697,47.755,-34.873,236.95125665483312,-58.82505066033662,21,0.8884149966503997,55,0.5,S230830b,13920,0.8884149966503997
19026,47.942,-24.978,48.395,-24.565,48.398,-25.389,47.486,-25.389,47.489,-24.565,217.05665984330193,-58.50995578945885,29,0.8838690433913989,56,0.5,S230830b,19026,0.8838690433913989
12106,43.729,-39.251,44.258,-38.838,44.264,-39.662,43.194,-39.662,43.200,-38.838,246.13496541571908,-61.65065652631921,45,0.8757244090202899,57,0.5,S230830b,12106,0.8757244090202899
14647,26.526,-33.700,27.019,-33.287,27.024,-34.111,26.029,-34.111,26.033,-33.287,245.42515693784082,-76.52312486603802,11,0.8621474578143131,58,0.5,S230830b,14647,0.8621474578143131
11410,44.740,-40.837,45.281,-40.424,45.288,-41.248,44.192,-41.248,44.199,-40.424,248.81096411012703,-60.45178947911528,32,0.8569810032223191,59,0.5,S230830b,11410,0.8569810032223191
13183,46.356,-36.872,46.868,-36.459,46.874,-37.283,45.838,-37.283,45.844,-36.459,240.43192287126126,-60.14965762959827,40,0.8524927365701667,60,0.5,S230830b,13183,0.8524927365701667
17393,42.090,-28.150,42.555,-27.737,42.559,-28.561,41.620,-28.561,41.624,-27.737,222.03949514287586,-64.14751510122252,31,0.8518982249379674,61,0.5,S230830b,17393,0.8518982249379674
14669,47.368,-33.700,47.861,-33.287,47.866,-34.111,46.871,-34.111,46.876,-33.287,233.96170365531086,-59.67116471309326,41,0.845551793056683,62,0.5,S230830b,14669,0.845551793056683
13893,22.198,-35.286,22.701,-34.873,22.706,-35.697,21.691,-35.697,21.696,-34.873,260.878850607125,-78.59426750459843,21,0.8448827179100044,63,0.5,S230830b,13893,0.8448827179100044
18197,38.824,-26.564,39.283,-26.151,39.286,-26.975,38.361,-26.975,38.365,-26.151,217.50399825388513,-66.86862797187875,36,0.842467294129616,64,0.5,S230830b,18197,0.842467294129616
17002,49.624,-28.943,50.093,-28.530,50.097,-29.354,49.151,-29.354,49.155,-28.530,224.90038797941463,-57.6280432759803,52,0.8399366668451808,65,0.5,S230830b,17002,0.8399366668451808
15052,49.817,-32.907,50.306,-32.495,50.310,-33.319,49.324,-33.319,49.329,-32.495,232.3176742841608,-57.64959619805203,30,0.837530984651907,66,0.5,S230830b,15052,0.837530984651907
10727,41.662,-42.423,42.216,-42.010,42.224,-42.834,41.100,-42.834,41.107,-42.010,253.5872903912022,-62.04377741922473,35,0.8342042908740097,67,0.5,S230830b,10727,0.8342042908740097
14296,50.745,-34.493,51.242,-34.080,51.247,-34.904,50.242,-34.904,50.247,-34.080,235.21480787889226,-56.84085264541502,35,0.8321904250681393,68,0.5,S230830b,14296,0.8321904250681393
16602,46.364,-29.736,46.836,-29.323,46.840,-30.147,45.887,-30.147,45.891,-29.323,226.00248826423126,-60.5239195842695,36,0.8319503421852265,69,0.5,S230830b,16602,0.8319503421852265
12108,45.763,-39.251,46.292,-38.838,46.298,-39.662,45.228,-39.662,45.234,-38.838,245.30192364045908,-60.128678133836864,35,0.8259895147894651,70,0.5,S230830b,12108,0.8259895147894651
13549,46.829,-36.079,47.336,-35.666,47.342,-36.490,46.317,-36.490,46.322,-35.666,238.75044044790008,-59.88977850464172,24,0.8182148277185249,71,0.5,S230830b,13549,0.8182148277185249
12438,21.117,-38.458,21.640,-38.045,21.646,-38.869,20.588,-38.869,20.594,-38.045,273.60031720824446,-76.72682438921684,24,0.810854959227072,72,0.5,S230830b,12438,0.810854959227072
10733,48.071,-42.423,48.626,-42.010,48.633,-42.834,47.509,-42.834,47.517,-42.010,250.32745834627033,-57.60481307341598,32,0.8039339508573387,73,0.5,S230830b,10733,0.8039339508573387
17792,39.111,-27.357,39.573,-26.944,39.577,-27.768,38.646,-27.768,38.649,-26.944,219.5759367372872,-66.70266461697807,19,0.7929855091357605,74,0.5,S230830b,17792,0.7929855091357605
12824,48.864,-37.665,49.382,-37.252,49.388,-38.076,48.341,-38.076,48.347,-37.252,241.35233978670004,-58.05464976871165,31,0.7773658115417614,75,0.5,S230830b,12824,0.7773658115417614
17805,50.667,-27.357,51.129,-26.944,51.132,-27.768,50.201,-27.768,50.205,-26.944,222.21636909592684,-56.51793487316889,52,0.7724497781307657,76,0.5,S230830b,17805,0.7724497781307657
18211,51.176,-26.564,51.635,-26.151,51.639,-26.975,50.714,-26.975,50.717,-26.151,220.93851955605652,-55.94281185287435,53,0.765858229793105,77,0.5,S230830b,18211,0.765858229793105
13547,44.878,-36.079,45.385,-35.666,45.391,-36.490,44.366,-36.490,44.371,-35.666,239.21818775547086,-61.45001028229799,26,0.76547127650976,78,0.5,S230830b,13547,0.76547127650976
13899,27.989,-35.286,28.491,-34.873,28.497,-35.697,27.482,-35.697,27.487,-34.873,248.93448467703553,-74.73066183630185,18,0.7653525364818613,79,0.5,S230830b,13899,0.7653525364818613
13525,23.415,-36.079,23.922,-35.666,23.927,-36.490,22.902,-36.490,22.908,-35.666,260.4778235459722,-77.33026703070828,15,0.7560259145345976,80,0.5,S230830b,13525,0.7560259145345976
14645,24.632,-33.700,25.124,-33.287,25.129,-34.111,24.134,-34.111,24.139,-33.287,248.73593093286232,-77.91961973803127,23,0.7504099235169391,81,0.5,S230830b,14645,0.7504099235169391
16606,50.000,-29.736,50.473,-29.323,50.476,-30.147,49.524,-30.147,49.527,-29.323,226.42578211798286,-57.37405291340288,47,0.7472368984609856,82,0.5,S230830b,16606,0.7472368984609856
17794,40.889,-27.357,41.351,-26.944,41.354,-27.768,40.423,-27.768,40.427,-26.944,219.96509583221743,-65.13172118442732,21,0.7451767720436632,83,0.5,S230830b,17794,0.7451767720436632
12115,52.881,-39.251,53.410,-38.838,53.417,-39.662,52.346,-39.662,52.352,-38.838,243.3779370225861,-54.71518221055026,52,0.7431310867624278,84,0.5,S230830b,12115,0.7431310867624278
12114,51.864,-39.251,52.393,-38.838,52.400,-39.662,51.329,-39.662,51.335,-38.838,243.57368335945398,-55.49468206304691,34,0.7401017816403767,85,0.5,S230830b,12114,0.7401017816403767
13553,50.732,-36.079,51.239,-35.666,51.244,-36.490,50.219,-36.490,50.225,-35.666,238.1068575050112,-56.75414952408189,31,0.7382528005705171,86,0.5,S230830b,13553,0.7382528005705171
16181,21.069,-30.529,21.545,-30.116,21.549,-30.940,20.588,-30.940,20.592,-30.116,240.17877390585153,-82.04792619502308,25,0.737871607101495,87,0.5,S230830b,16181,0.737871607101495
14275,30.638,-34.493,31.136,-34.080,31.141,-34.904,30.136,-34.904,30.141,-34.080,243.07577049059626,-73.08119227370489,17,0.7367987792790532,88,0.5,S230830b,14275,0.7367987792790532
18608,41.268,-25.771,41.724,-25.358,41.727,-26.182,40.809,-26.182,40.812,-25.358,216.37303113484964,-64.58230319460495,22,0.7365609928407626,89,0.5,S230830b,18608,0.7365609928407626
12113,50.847,-39.251,51.376,-38.838,51.383,-39.662,50.312,-39.662,50.319,-38.838,243.7930753474484,-56.272511450057905,48,0.7337075604252953,90,0.5,S230830b,12113,0.7337075604252953
15434,48.497,-32.115,48.982,-31.702,48.986,-32.526,48.009,-32.526,48.013,-31.702,230.8162330399077,-58.764008351345055,55,0.7302591230057482,91,0.5,S230830b,15434,0.7302591230057482
15433,47.565,-32.115,48.049,-31.702,48.053,-32.526,47.076,-32.526,47.081,-31.702,230.81788938247078,-59.553941552489775,34,0.7297412795994522,92,0.5,S230830b,15433,0.7297412795994522
12470,53.296,-38.458,53.819,-38.045,53.825,-38.869,52.767,-38.869,52.773,-38.045,241.950781288213,-54.492123431018825,51,0.7238633149283815,93,0.5,S230830b,12470,0.7238633149283815
14670,48.316,-33.700,48.809,-33.287,48.813,-34.111,47.818,-34.111,47.823,-33.287,233.8854432388398,-58.88396782192883,40,0.7225133470826548,94,0.5,S230830b,14670,0.7225133470826548
13903,31.850,-35.286,32.352,-34.873,32.357,-35.697,31.343,-35.697,31.348,-34.873,244.33594915528502,-71.86772075967689,18,0.7222309264130865,95,0.5,S230830b,13903,0.7222309264130865
11762,50.400,-40.044,50.935,-39.631,50.941,-40.455,49.859,-40.455,49.865,-39.631,245.3123392804631,-56.47153063799367,36,0.7214651600558099,96,0.5,S230830b,11762,0.7214651600558099
12461,44.246,-38.458,44.769,-38.045,44.775,-38.869,43.717,-38.869,43.723,-38.045,244.30822366089762,-61.46626625117905,32,0.7193000350247034,97,0.5,S230830b,12461,0.7193000350247034
15028,27.258,-32.907,27.747,-32.495,27.752,-33.319,26.765,-33.319,26.770,-32.495,241.2974823553753,-76.27511980802534,17,0.7189698412603248,98,0.5,S230830b,15028,0.7189698412603248
17804,49.778,-27.357,50.240,-26.944,50.243,-27.768,49.312,-27.768,49.316,-26.944,222.00468439515407,-57.29890585668497,52,0.7182225050098345,99,0.5,S230830b,17804,0.7182225050098345
12112,49.831,-39.251,50.359,-38.838,50.366,-39.662,49.295,-39.662,49.302,-38.838,244.03760464724775,-57.04846197788284,33,0.7126680231699235,100,0.5,S230830b,12112,0.7126680231699235
10400,48.649,-43.216,49.210,-42.802,49.218,-43.626,48.079,-43.626,48.087,-42.802,251.5015463332414,-56.9679647141985,41,0.711066155824831,101,0.5,S230830b,10400,0.711066155824831
14642,21.789,-33.700,22.282,-33.287,22.287,-34.111,21.292,-34.111,21.297,-33.287,255.6043096190397,-79.88379694744395,27,0.7016567485739318,102,0.5,S230830b,14642,0.7016567485739318
13181,44.384,-36.872,44.896,-36.459,44.901,-37.283,43.866,-37.283,43.871,-36.459,241.00450689957157,-61.702956210370665,26,0.7005766117587262,103,0.5,S230830b,13181,0.7005766117587262
12448,31.173,-38.458,31.696,-38.045,31.702,-38.869,30.644,-38.869,30.650,-38.045,254.01826712353395,-70.94641805685345,7,0.6996641682908483,104,0.5,S230830b,12448,0.6996641682908483
12109,46.780,-39.251,47.309,-38.838,47.315,-39.662,46.244,-39.662,46.251,-38.838,244.93902971676332,-59.36269316296666,34,0.6947120086782004,105,0.5,S230830b,12109,0.6947120086782004
18196,37.941,-26.564,38.400,-26.151,38.403,-26.975,37.479,-26.975,37.482,-26.151,217.24681478074754,-67.65155028355687,25,0.6928540648334879,106,0.5,S230830b,18196,0.6928540648334879
16593,38.182,-29.736,38.654,-29.323,38.658,-30.147,37.705,-30.147,37.709,-29.323,225.60839010988295,-67.62483806457523,30,0.6897071376313988,107,0.5,S230830b,16593,0.6897071376313988
16588,33.636,-29.736,34.109,-29.323,34.113,-30.147,33.160,-30.147,33.164,-29.323,225.95470985087402,-71.56967451136167,17,0.6867902152851209,108,0.5,S230830b,16588,0.6867902152851209
12827,51.856,-37.665,52.374,-37.252,52.379,-38.076,51.333,-38.076,51.338,-37.252,240.79148372432874,-55.70643281953129,34,0.6753548099704294,109,0.5,S230830b,12827,0.6753548099704294
12107,44.746,-39.251,45.275,-38.838,45.281,-39.662,44.211,-39.662,44.217,-38.838,245.69972388282451,-60.89144737865996,39,0.6744290412939056,110,0.5,S230830b,12107,0.6744290412939056
13925,53.083,-35.286,53.585,-34.873,53.590,-35.697,52.576,-35.697,52.581,-34.873,236.4976383792916,-54.894099216590135,38,0.6743929218510488,111,0.5,S230830b,13925,0.6743929218510488
13188,51.288,-36.872,51.800,-36.459,51.805,-37.283,50.770,-37.283,50.775,-36.459,239.46520305611497,-56.237941566566576,27,0.6736256831622964,112,0.5,S230830b,13188,0.6736256831622964
10729,43.798,-42.423,44.353,-42.010,44.360,-42.834,43.236,-42.834,43.244,-42.010,252.326217205677,-60.58739092632541,37,0.6678994299461087,113,0.5,S230830b,10729,0.6678994299461087
15040,38.538,-32.907,39.026,-32.495,39.031,-33.319,38.045,-33.319,38.049,-32.495,233.77472971594995,-67.09116177142836,22,0.6670073965571475,114,0.5,S230830b,15040,0.6670073965571475
16192,31.145,-30.529,31.621,-30.116,31.625,-30.940,30.665,-30.940,30.669,-30.116,229.25476096481657,-73.64368075595674,20,0.6627645769026662,115,0.5,S230830b,16192,0.6627645769026662
19855,47.368,-23.392,47.816,-22.979,47.819,-23.803,46.918,-23.803,46.921,-22.979,213.86612751139648,-58.665048408837116,31,0.6621826397398688,116,0.5,S230830b,19855,0.6621826397398688
14654,33.158,-33.700,33.651,-33.287,33.655,-34.111,32.660,-34.111,32.665,-33.287,238.4889665975872,-71.3423366440097,11,0.6608169078116596,117,0.5,S230830b,14654,0.6608169078116596
12462,45.251,-38.458,45.775,-38.045,45.781,-38.869,44.722,-38.869,44.728,-38.045,243.92781722942073,-60.70061425530468,37,0.6552416832383537,118,0.5,S230830b,12462,0.6552416832383537
9424,48.375,-45.595,48.959,-45.181,48.968,-46.005,47.782,-46.005,47.791,-45.181,255.70883873948003,-56.372087839241075,56,0.6533246052040197,119,0.5,S230830b,9424,0.6533246052040197
15415,30.777,-32.115,31.261,-31.702,31.266,-32.526,30.289,-32.526,30.293,-31.702,235.00167166884276,-73.66940467969413,12,0.651305734845586,120,0.5,S230830b,15415,0.651305734845586
15822,49.846,-31.322,50.326,-30.909,50.331,-31.733,49.362,-31.733,49.366,-30.909,229.35670599013247,-57.60077736081259,33,0.64619712111787,121,0.5,S230830b,15822,0.64619712111787
10734,49.139,-42.423,49.694,-42.010,49.701,-42.834,48.578,-42.834,48.585,-42.010,249.92187199221482,-56.84742902620028,44,0.6460288620947968,122,0.5,S230830b,10734,0.6460288620947968
13550,47.805,-36.079,48.312,-35.666,48.317,-36.490,47.292,-36.490,47.298,-35.666,238.55560811097484,-59.107516078173035,28,0.6391532076302168,123,0.5,S230830b,13550,0.6391532076302168
20687,41.702,-21.806,42.145,-21.394,42.147,-22.218,41.257,-22.218,41.260,-21.394,207.79852191658767,-63.27611485175588,20,0.6352835463987536,124,0.5,S230830b,20687,0.6352835463987536
14292,46.915,-34.493,47.412,-34.080,47.417,-34.904,46.413,-34.904,46.417,-34.080,235.58741872780064,-59.991116875982414,30,0.6343112865626387,125,0.5,S230830b,14292,0.6343112865626387
15823,50.769,-31.322,51.249,-30.909,51.254,-31.733,50.285,-31.733,50.289,-30.909,229.4164366696143,-56.812892957791604,30,0.6285890621696127,126,0.5,S230830b,15823,0.6285890621696127
15412,27.979,-32.115,28.464,-31.702,28.468,-32.526,27.491,-32.526,27.495,-31.702,237.3470366356519,-75.95858832920368,16,0.6283589333585694,127,0.5,S230830b,15412,0.6283589333585694
14649,28.421,-33.700,28.914,-33.287,28.919,-34.111,27.923,-34.111,27.928,-33.287,242.83596636434882,-75.08003975679367,13,0.6283095042246999,128,0.5,S230830b,14649,0.6283095042246999
13892,21.233,-35.286,21.735,-34.873,21.741,-35.697,20.726,-35.697,20.731,-34.873,263.75478821226324,-79.15367364259318,24,0.6280230047124085,129,0.5,S230830b,13892,0.6280230047124085
10068,45.957,-44.009,46.526,-43.595,46.534,-44.419,45.381,-44.419,45.389,-43.595,254.11236948134106,-58.54462892156484,39,0.6258974340064889,130,0.5,S230830b,10068,0.6258974340064889
13523,21.463,-36.079,21.971,-35.666,21.976,-36.490,20.951,-36.490,20.956,-35.666,265.80888460557543,-78.44326973902069,11,0.6233470440464306,131,0.5,S230830b,13523,0.6233470440464306
14672,50.211,-33.700,50.703,-33.287,50.708,-34.111,49.713,-34.111,49.718,-33.287,233.78298720311037,-57.30859365786096,38,0.6199942550493597,132,0.5,S230830b,14672,0.6199942550493597
10401,49.730,-43.216,50.291,-42.802,50.299,-43.626,49.161,-43.626,49.168,-42.802,251.08916984161624,-56.21352531594309,47,0.6173901034288107,133,0.5,S230830b,10401,0.6173901034288107
14271,26.809,-34.493,27.306,-34.080,27.311,-34.904,26.306,-34.904,26.311,-34.080,247.96262116559484,-75.9580211919305,18,0.6157566319676008,134,0.5,S230830b,14271,0.6157566319676008
13916,44.397,-35.286,44.899,-34.873,44.904,-35.697,43.889,-35.697,43.895,-34.873,237.68755671282676,-61.955139011399496,17,0.6149430865824006,135,0.5,S230830b,13916,0.6149430865824006
15790,20.308,-31.322,20.788,-30.909,20.792,-31.733,19.823,-31.733,19.828,-30.909,247.53743173417897,-82.26792752898918,20,0.6141947249587307,136,0.5,S230830b,15790,0.6141947249587307
15821,48.923,-31.322,49.403,-30.909,49.407,-31.733,48.439,-31.733,48.443,-30.909,229.3069194317375,-58.388884014714975,39,0.6137417223843568,137,0.5,S230830b,15821,0.6137417223843568
16597,41.818,-29.736,42.291,-29.323,42.295,-30.147,41.342,-30.147,41.346,-29.323,225.66446230637496,-64.46751281861489,14,0.6106144817748825,138,0.5,S230830b,16597,0.6106144817748825
9428,52.875,-45.595,53.459,-45.181,53.468,-46.005,52.282,-46.005,52.291,-45.181,253.95661269033062,-53.38917198847312,47,0.6102806106503965,139,0.5,S230830b,9428,0.6102806106503965
