wave flux
7742.003 6.171159455445172e-14
7746.43 6.166397687021409e-14
7750.857 6.145798010748768e-14
7755.284 6.110638929245442e-14
7759.711 6.062387585733998e-14
7764.139 6.002496395377121e-14
7768.566 5.932459828708018e-14
7772.994 5.853714106467696e-14
7777.421 5.767762215238084e-14
7781.849 5.676033185642958e-14
7786.277 5.5800138099923256e-14
7790.705 5.481172225957366e-14
7795.133 5.3809765712092614e-14
7799.562 5.280872504874377e-14
7803.99 5.182373644847946e-14
7808.419 5.0869043581918984e-14
7812.847 4.995976169877703e-14
7817.276 4.9110168664215366e-14
7821.705 4.8335166808802014e-14
7826.134 4.764944745822744e-14
7830.563 4.70677019381822e-14
7834.992 4.6604451345911e-14
7839.422 4.6264899905722114e-14
7843.851 4.604064992535952e-14
7848.281 4.5921917171199184e-14
7852.71 4.589907519220698e-14
7857.14 4.596243070440948e-14
7861.57 4.6102314533442165e-14
7866.0 4.6309041888328966e-14
7870.43 4.6572927978093705e-14
7874.861 4.6884362926660196e-14
7879.291 4.723351955019696e-14
7883.721 4.7610778349500113e-14
7888.152 4.8006545201223144e-14
7892.583 4.841104640251537e-14
7897.014 4.8814590602371034e-14
7901.445 4.920748644978407e-14
7905.876 4.958004259374868e-14
7910.307 4.9922567683258824e-14
7914.738 5.022537036730869e-14
7919.17 5.04788101739104e-14
7923.601 5.06730795611902e-14
7928.033 5.0798570125008996e-14
7932.465 5.084553307235116e-14
7936.896 5.0804290479503497e-14
7941.328 5.0665127640372305e-14
7945.761 5.041827707554459e-14
7950.193 5.005415041700689e-14
7954.625 4.9563006572005845e-14
7959.058 4.8934989804871807e-14
7963.49 4.816068371519896e-14
7967.923 4.72300362311359e-14
7972.356 4.6133500694403877e-14
7976.789 4.486137262505178e-14
7981.222 4.3403947543128505e-14
7985.655 4.1751520968682976e-14
7990.088 3.9894388421764117e-14
7994.521 3.782284542242082e-14
7998.955 3.5526643620501743e-14
