ObjectId,RAICRS,DEICRS,Niflags,flags,Ngood,Ngoodu,Ngoodv,Ngoodg,Ngoodr,Ngoodi,Ngoodz,ClassStar,uPSF,e_uPSF,vPSF,e_vPSF,gPSF,e_gPSF,rPSF,e_rPSF,iPSF,e_iPSF,zPSF,e_zPSF
502027118,66.615146,-55.793827,4,0,13,0,0,4,3,5,1,0.591,,,,,19.2638,0.1156,18.8970,0.1236,18.7094,0.0950,18.3683,0.2813
502026883,66.745915,-55.845324,7,0,52,4,6,10,9,11,12,0.985,16.5922,0.0261,16.2207,0.0159,15.3650,0.0058,15.1384,0.0063,15.0267,0.0049,15.0237,0.0063
502026894,66.753768,-55.809393,8,0,51,4,6,9,9,11,12,0.995,15.3566,0.0180,15.0332,0.0146,13.8329,0.0059,13.5277,0.0058,13.3808,0.0048,13.3613,0.0060
502026887,66.724341,-55.827649,0,0,20,0,0,4,3,8,5,0.973,,,,,18.9357,0.0124,18.6362,0.0149,18.4024,0.0137,18.3465,0.0353
502026889,66.709317,-55.825868,4,0,47,3,3,9,9,11,12,0.990,17.7446,0.0279,17.4011,0.0221,16.0276,0.0067,15.6662,0.0067,15.4713,0.0049,15.4182,0.0069
502026898,66.684845,-55.829437,5,0,26,0,0,3,4,9,10,0.982,,,,,18.5681,0.0149,17.8158,0.0167,17.3733,0.0084,17.1722,0.0135
502026888,66.734826,-55.816799,0,0,45,1,2,10,9,11,12,0.985,19.2643,0.0716,18.6920,0.2992,16.5113,0.0064,15.7910,0.0066,15.3355,0.0048,15.1631,0.0065
502026904,66.702337,-55.793768,0,0,34,0,0,4,9,10,11,0.983,,,,,18.2457,0.0091,17.3745,0.0119,16.6582,0.0067,16.4015,0.0086
502026908,66.742425,-55.777177,1,0,35,0,0,5,9,10,11,0.990,,,,,18.0154,0.0099,17.1080,0.0101,16.1204,0.0057,15.7249,0.0076
502026909,66.723825,-55.777009,0,0,25,0,0,4,3,8,10,0.975,,,,,19.7462,0.0229,18.7991,0.0150,17.6748,0.0096,17.2357,0.0161
502026911,66.719584,-55.772090,12,0,34,0,0,4,9,10,11,0.983,,,,,17.8126,0.0081,16.9039,0.0074,15.9565,0.0055,15.6071,0.0073
502132781,66.745584,-55.756588,5,0,46,3,4,9,9,10,11,0.985,17.5598,0.0368,17.1563,0.0211,15.6411,0.0067,15.2607,0.0063,15.0699,0.0052,15.0272,0.0067
502132782,66.728102,-55.752735,0,0,21,0,0,4,3,7,7,0.952,,,,,19.8809,0.0352,18.9932,0.0191,18.2082,0.0165,17.8645,0.0175
502132786,66.749785,-55.746724,0,3,20,0,0,4,3,6,7,0.961,,,,,19.7989,0.0394,18.8890,0.0141,18.1646,0.0158,17.8416,0.0197
502132787,66.747511,-55.745387,0,3,29,0,0,4,5,10,10,0.981,,,,,18.9560,0.0119,18.0659,0.0167,17.2474,0.0117,16.9430,0.0112
502026903,66.682624,-55.797283,4,0,21,0,0,3,3,6,9,0.979,,,,,18.9671,0.0150,18.1443,0.0139,17.5464,0.0109,17.2980,0.0142
502027126,66.648043,-55.782818,0,0,10,0,0,4,3,3,0,0.507,,,,,19.5553,0.1178,19.1678,0.1334,18.8886,0.1431,,
502026913,66.701420,-55.775371,0,3,45,2,3,10,9,10,11,0.984,17.7696,0.0486,17.4451,0.0230,16.7025,0.0368,16.3693,0.0175,16.3093,0.0080,16.2925,0.0107
502026915,66.675630,-55.766074,0,0,11,0,0,3,2,4,2,0.873,,,,,19.9943,0.0645,18.9998,0.0606,18.4685,0.0544,18.2515,0.0712
502027131,66.660881,-55.766515,0,0,10,0,0,3,2,4,1,0.967,,,,,19.1903,0.0279,18.8571,0.0191,18.7077,0.0287,18.4305,0.1451
502027127,66.636715,-55.775788,1,0,15,1,0,4,3,5,2,0.978,19.0445,0.0815,,,18.7877,0.0130,18.6931,0.0169,18.7223,0.0337,18.4499,0.0660
502027128,66.616662,-55.777864,3,0,42,0,0,8,11,11,12,0.984,,,,,17.4011,0.0083,16.7177,0.0078,16.2618,0.0071,16.0954,0.0081
502027133,66.605166,-55.779664,9,0,43,0,2,7,10,11,13,0.983,,,18.9199,0.0372,17.4086,0.0084,17.0089,0.0096,16.7360,0.0068,16.6367,0.0087
502027130,66.641636,-55.767702,1,0,12,0,0,4,3,5,0,0.465,,,,,18.7715,0.1832,18.4498,0.2073,18.3669,0.1619,,
502027132,66.634358,-55.753830,20,0,44,1,3,10,9,10,11,0.692,17.9981,0.3857,17.8531,0.1458,15.8982,0.0650,15.2718,0.0746,14.6857,0.0847,14.4533,0.0783
502027135,66.619444,-55.751771,4,0,19,0,0,4,3,6,6,0.972,,,,,19.4502,0.0115,18.6975,0.0142,18.1744,0.0136,17.9274,0.0204
502133003,66.627845,-55.749450,0,0,15,0,0,4,3,5,3,0.954,,,,,19.7284,0.0191,18.9612,0.0243,18.4888,0.0150,18.2389,0.0330
502133006,66.617437,-55.731133,0,0,11,0,0,4,3,3,1,0.899,,,,,19.7186,0.0441,19.3218,0.0396,18.9991,0.0703,18.7507,0.0532
502132998,66.672388,-55.752583,3,0,18,0,0,3,2,6,7,0.979,,,,,19.1674,0.0176,18.3236,0.0112,17.6938,0.0112,17.4631,0.0146
502132789,66.722374,-55.744707,10,0,46,3,3,10,9,10,11,0.984,17.6465,0.0399,17.3408,0.0218,16.3083,0.0074,16.0246,0.0078,15.8917,0.0058,15.8736,0.0075
502132790,66.730102,-55.741640,0,0,10,0,0,4,3,3,0,0.781,,,,,19.8337,0.0220,19.5922,0.0209,19.4070,0.0236,,
502132791,66.730454,-55.736770,1,0,34,0,0,6,8,9,11,0.984,,,,,17.6909,0.0080,16.8594,0.0143,16.2052,0.0064,15.9515,0.0074
502132797,66.715870,-55.722756,7,0,31,0,0,5,8,9,9,0.983,,,,,18.2025,0.0102,17.5259,0.0121,17.0608,0.0075,16.8724,0.0148
502133005,66.628043,-55.730924,2,0,19,0,0,4,3,6,6,0.758,,,,,18.3364,0.1015,17.8111,0.1104,17.4471,0.0805,17.2652,0.0630
502133008,66.635276,-55.715571,8,0,19,0,0,4,3,6,6,0.973,,,,,18.3231,0.0533,17.9363,0.0549,17.5910,0.0503,17.4444,0.0501
502133013,66.666505,-55.709295,3,0,40,2,4,9,7,8,10,0.996,15.4492,0.0374,15.1375,0.0214,14.0469,0.0066,13.7543,0.0074,13.5921,0.0064,13.5652,0.0069
502133014,66.657077,-55.703857,3,0,39,0,1,10,8,9,11,0.983,,,18.4776,0.0482,16.8873,0.0092,16.4461,0.0081,16.1848,0.0087,16.0856,0.0081
502132784,66.762370,-55.739388,0,0,26,0,0,4,5,8,9,0.982,,,,,18.2561,0.0103,17.7057,0.0092,17.3781,0.0097,17.2589,0.0146
502132792,66.773284,-55.732237,0,0,11,0,0,4,3,4,0,0.639,,,,,19.4436,0.0609,19.1964,0.0715,18.8814,0.0772,,
502132796,66.739720,-55.715943,10,0,45,3,4,10,9,9,10,0.987,17.3699,0.0253,16.9994,0.0191,15.3617,0.0058,14.9174,0.0061,14.6394,0.0056,14.5464,0.0070
502132798,66.716927,-55.717910,3,0,19,0,0,4,3,6,6,0.981,,,,,18.4396,0.0089,18.0941,0.0128,17.9255,0.0159,17.8004,0.0288
502133010,66.724817,-55.693108,5,0,37,1,1,9,8,9,9,0.984,19.2138,0.0846,18.8258,0.1226,16.5915,0.0071,15.8494,0.0069,15.2868,0.0057,15.0616,0.0074
502133011,66.715101,-55.694535,0,0,34,1,1,7,7,9,9,0.984,18.8290,0.1754,18.4974,0.1054,17.6291,0.0073,17.3556,0.0085,17.2146,0.0088,17.2085,0.0121
502132829,66.752716,-55.674757,6,0,28,3,5,6,5,4,5,0.998,13.7931,0.0318,13.3695,0.0163,11.6303,0.0094,11.1581,0.0103,10.8711,0.0108,10.7724,0.0108
502133015,66.676318,-55.694220,6,0,31,0,0,5,8,8,10,0.983,,,,,17.8380,0.0092,16.9030,0.0091,15.7067,0.0073,15.2672,0.0074
502133016,66.679455,-55.691211,0,0,21,0,0,3,4,7,7,0.982,,,,,18.2776,0.0111,17.6633,0.0134,17.2865,0.0173,17.1771,0.0245
502133018,66.662921,-55.687406,8,0,39,1,2,10,8,8,10,0.988,17.2968,0.1739,17.1574,0.0335,15.6981,0.0062,15.3128,0.0075,15.1030,0.0069,15.0370,0.0075
502133034,66.653647,-55.678168,6,0,44,2,4,10,8,9,11,0.987,16.7644,0.0683,16.4243,0.0229,15.2386,0.0064,14.8959,0.0069,14.6695,0.0060,14.5997,0.0066
502133042,66.743256,-55.653852,0,0,27,1,1,6,4,8,7,0.982,18.8126,0.0697,18.5512,0.0633,17.9123,0.0073,17.6917,0.0113,17.5751,0.0116,17.5666,0.0131
502133045,66.760599,-55.627847,14,0,41,3,3,9,8,8,10,0.987,17.3938,0.0264,17.0897,0.0229,15.3444,0.0063,14.9157,0.0070,14.6626,0.0059,14.5862,0.0068
502133043,66.721036,-55.647209,12,0,40,2,2,10,7,9,10,0.985,17.6902,0.0291,17.2971,0.0315,15.6171,0.0058,15.1751,0.0073,14.8875,0.0056,14.7867,0.0070
502133046,66.724430,-55.641365,18,0,39,1,2,10,8,8,10,0.984,18.8105,0.0742,18.5440,0.0614,16.1485,0.0063,15.4724,0.0076,15.0293,0.0062,14.8816,0.0070
502133047,66.743871,-55.629093,1,0,38,1,1,10,8,8,10,0.983,19.0269,0.0422,18.5461,0.0874,17.0769,0.0076,16.6602,0.0091,16.3962,0.0108,16.2872,0.0091
502133050,66.714026,-55.617808,4,0,42,4,3,10,7,8,10,0.985,17.2603,0.0433,16.9029,0.0285,15.9217,0.0059,15.6632,0.0096,15.5259,0.0066,15.5092,0.0078
502133051,66.723370,-55.615558,0,0,22,0,0,4,2,7,9,0.979,,,,,19.9562,0.0175,19.0474,0.0224,17.5192,0.0154,16.9437,0.0120
502133052,66.739693,-55.613121,0,0,16,0,0,4,2,5,5,0.969,,,,,19.3396,0.0160,18.6136,0.0148,18.0694,0.0166,17.8948,0.0181
502133053,66.730603,-55.612405,0,0,30,0,0,4,8,8,10,0.983,,,,,17.8066,0.0112,17.0248,0.0091,16.4649,0.0079,16.2434,0.0081
502133064,66.706193,-55.613747,3,0,12,0,0,4,2,4,2,0.626,,,,,19.6829,0.0813,18.9469,0.1114,18.4228,0.0986,18.3365,0.1607
502133065,66.708594,-55.608994,0,0,7,0,0,4,2,1,0,0.474,,,,,18.8308,0.1460,18.7895,0.1731,18.6463,0.2650,,
502133066,66.702321,-55.606022,4,0,33,2,2,6,7,7,9,0.984,18.3644,0.0306,17.9708,0.0284,17.0793,0.0082,16.8372,0.0088,16.7004,0.0079,16.7047,0.0102
502133199,66.716390,-55.589921,3,0,25,2,3,3,4,6,7,0.984,17.6498,0.0251,17.3159,0.0217,15.8184,0.0133,15.4093,0.0168,15.1210,0.0072,15.0248,0.0087
502133204,66.726913,-55.571176,4,0,9,0,0,1,1,5,2,0.761,,,,,19.8790,0.0387,19.4179,0.0306,19.0174,0.0301,18.9065,0.0926
502041731,64.530639,-55.930168,23,0,41,0,4,7,5,14,11,0.589,,,17.9382,0.1957,16.5750,0.1453,16.2114,0.1876,16.1776,0.1083,16.1217,0.1349
502041716,64.627737,-55.926365,15,0,54,0,0,10,13,17,14,0.978,,,,,18.4087,0.0078,17.7015,0.0117,17.2087,0.0069,17.0058,0.0100
502041717,64.619602,-55.923780,12,0,32,0,0,9,9,10,4,0.629,,,,,19.0231,0.0869,18.5352,0.0881,18.1686,0.0755,17.9212,0.1194
502041739,64.631545,-55.909507,16,0,65,9,15,9,7,11,14,1.000,13.6262,0.0110,13.3329,0.0087,12.2106,0.0063,11.9135,0.0079,11.7598,0.0053,11.7284,0.0058
502041750,64.611218,-55.909381,32,0,94,10,18,16,15,19,16,0.999,15.6869,0.0124,15.3923,0.0087,14.2567,0.0043,13.9311,0.0047,13.7442,0.0042,13.6986,0.0062
502041733,64.547973,-55.916945,9,0,60,0,0,15,14,16,15,0.983,,,,,17.1648,0.0051,16.2886,0.0060,15.4092,0.0043,15.0938,0.0058
502041754,64.588086,-55.892751,16,0,66,1,0,17,16,17,15,0.983,19.1323,0.1265,,,17.3788,0.0060,16.9080,0.0050,16.6250,0.0049,16.5198,0.0079
502041755,64.566253,-55.897278,25,0,76,2,5,18,16,19,16,0.992,18.0716,0.0321,17.8519,0.0220,16.4214,0.0045,16.0156,0.0057,15.7794,0.0042,15.6971,0.0061
502027795,65.639648,-55.931351,10,0,40,6,8,7,7,5,7,0.999,13.2864,0.0136,12.9438,0.0121,11.5660,0.0079,11.2200,0.0079,11.0468,0.0096,11.0130,0.0088
502027856,65.523874,-55.935321,4,0,21,0,0,4,5,6,6,0.981,,,,,18.4577,0.0135,17.8931,0.0138,17.5159,0.0168,17.3886,0.0150
502027857,65.528488,-55.932039,0,0,12,0,0,4,2,5,1,0.721,,,,,19.8859,0.0391,19.1315,0.0331,18.6094,0.0369,18.3708,0.1853
502027850,65.577673,-55.933154,6,0,32,0,0,6,8,9,9,0.983,,,,,17.8954,0.0086,17.3865,0.0104,17.0813,0.0081,16.9784,0.0114
502027806,65.623363,-55.917799,11,0,41,1,2,9,8,9,12,0.986,18.4188,0.0647,17.9926,0.0477,16.4947,0.0099,16.0607,0.0074,15.7725,0.0064,15.6685,0.0069
502027863,65.596383,-55.903624,0,0,15,0,0,3,2,6,4,0.975,,,,,18.8163,0.0146,18.4896,0.0193,18.2688,0.0219,18.1664,0.0287
502027858,65.528853,-55.924748,3,0,18,0,0,4,2,6,6,0.478,,,,,18.7614,0.0996,18.0628,0.1212,17.6281,0.0799,17.3592,0.0689
502027877,65.521569,-55.919375,0,0,18,0,0,4,3,5,6,0.978,,,,,18.6653,0.0124,18.0941,0.0147,17.6873,0.0107,17.4963,0.0163
502027869,65.551741,-55.905559,3,0,13,0,0,4,3,4,2,0.966,,,,,19.1883,0.0238,18.7743,0.0242,18.5774,0.0239,18.3448,0.0849
502027870,65.558437,-55.893292,9,0,37,2,3,8,8,8,8,0.985,17.7636,0.0469,17.4570,0.0474,16.1322,0.0062,15.7239,0.0065,15.4458,0.0062,15.3377,0.0086
502027911,66.095971,-55.931729,7,0,43,2,3,9,9,10,10,0.984,18.6446,0.0621,18.1225,0.0346,16.5456,0.0065,16.0941,0.0066,15.8219,0.0058,15.7167,0.0076
502027924,66.049056,-55.926863,10,0,43,2,3,10,8,9,11,0.986,17.9702,0.0394,17.6764,0.0294,16.7281,0.0062,16.4401,0.0100,16.2848,0.0066,16.2643,0.0085
502027926,66.034424,-55.928848,0,0,10,0,0,4,2,4,0,0.902,,,,,19.5467,0.0162,19.3129,0.0246,19.0944,0.0261,,
502027928,66.024219,-55.927252,0,0,18,0,0,4,3,5,6,0.980,,,,,18.6636,0.0168,18.2239,0.0144,17.9725,0.0111,17.8214,0.0170
502027939,66.027570,-55.920503,7,0,46,5,6,9,7,9,10,0.991,16.7714,0.0279,16.4316,0.0209,14.9990,0.0055,14.6337,0.0072,14.4333,0.0055,14.3814,0.0068
502027940,66.034391,-55.913635,0,0,21,0,0,4,4,6,7,0.982,,,,,18.2317,0.0100,17.9480,0.0112,17.7553,0.0100,17.7330,0.0164
502027941,66.020722,-55.911636,3,0,29,0,0,4,4,10,11,0.982,,,,,18.4026,0.0099,17.5322,0.0103,16.8233,0.0077,16.5576,0.0100
502027936,66.066109,-55.913393,0,0,20,0,0,4,3,7,6,0.949,,,,,19.3380,0.0199,18.7431,0.0265,18.4186,0.0272,18.1991,0.0360
502027937,66.058115,-55.915491,3,0,33,0,2,5,6,10,10,0.983,,,18.8408,0.0521,18.0134,0.0083,17.6972,0.0122,17.4878,0.0106,17.4285,0.0129
502027938,66.057742,-55.912262,3,0,8,0,0,4,2,2,0,0.892,,,,,19.7975,0.0142,19.5858,0.0404,19.3405,0.0394,,
502026982,66.374085,-55.927943,5,0,38,0,0,4,4,14,16,0.981,,,,,19.2731,0.0157,18.3500,0.0162,16.9533,0.0066,16.4394,0.0078
502026985,66.344472,-55.921950,6,0,53,2,3,10,11,13,14,0.983,18.0291,0.0524,17.6762,0.0302,16.8989,0.0158,16.6859,0.0123,16.5755,0.0059,16.5654,0.0086
502027038,66.332790,-55.924179,4,0,20,0,0,3,3,7,7,0.980,,,,,18.5320,0.0179,18.0698,0.0114,17.7635,0.0085,17.6525,0.0165
502027040,66.322609,-55.912836,15,0,57,2,3,12,12,13,15,0.987,17.7411,0.0434,17.4010,0.0242,16.4603,0.0060,16.2144,0.0075,16.0690,0.0065,16.0488,0.0073
502027043,66.322802,-55.905035,0,0,37,0,0,3,8,12,14,0.981,,,,,18.1268,0.0673,17.5961,0.0221,17.2366,0.0195,17.0946,0.0144
502027045,66.298092,-55.904420,6,0,43,0,0,4,9,14,16,0.983,,,,,18.2690,0.0081,17.4273,0.0088,16.7925,0.0067,16.5319,0.0081
502027046,66.310044,-55.904714,5,0,42,0,0,4,8,14,16,0.972,,,,,18.2296,0.1051,17.5898,0.0472,16.8348,0.0186,16.5027,0.0141
502027048,66.292668,-55.897906,2,0,10,0,0,4,3,3,0,0.937,,,,,19.4704,0.0173,19.3322,0.0202,19.2022,0.0600,,
502027049,66.292356,-55.893057,11,0,57,1,2,13,12,14,15,0.984,17.9344,0.0355,17.6093,0.0371,16.5205,0.0074,16.1956,0.0065,16.0246,0.0052,15.9730,0.0069
502026977,66.417909,-55.924470,17,0,68,6,8,13,13,13,15,0.995,16.7772,0.0319,16.4425,0.0208,15.4133,0.0053,15.1273,0.0055,14.9749,0.0051,14.9467,0.0061
502026983,66.378529,-55.910726,0,3,23,0,0,2,4,9,8,0.983,,,,,17.7321,0.0266,16.8605,0.0325,16.1737,0.0112,15.9010,0.0129
502026984,66.377558,-55.909586,10,3,56,0,0,13,13,14,16,0.984,,,,,16.8431,0.0193,16.1010,0.0232,15.6032,0.0108,15.4111,0.0158
502026987,66.391151,-55.903127,15,0,57,2,3,11,13,13,15,0.984,18.7509,0.1481,18.4331,0.0328,17.0540,0.0071,16.6720,0.0077,16.3920,0.0068,16.3063,0.0099
502026967,66.500208,-55.895340,4,3,29,0,0,4,2,10,13,0.977,,,,,19.3739,0.0135,18.4653,0.0240,17.5582,0.0131,17.2102,0.0125
502026968,66.481656,-55.913228,7,0,58,0,0,15,13,14,16,0.984,,,,,16.8305,0.0141,16.0947,0.0078,15.5678,0.0052,15.3563,0.0063
502026971,66.473615,-55.892064,10,0,75,7,10,15,13,14,16,0.992,16.0017,0.0197,15.6358,0.0131,14.7275,0.0052,14.4950,0.0056,14.3850,0.0048,14.3811,0.0056
502026972,66.478936,-55.887804,3,0,31,1,3,5,6,10,6,0.983,19.1568,0.1343,18.6863,0.0428,17.9662,0.0118,17.7417,0.0212,17.5860,0.0097,17.5461,0.0241
502027084,66.517466,-55.879080,7,0,33,0,0,4,4,11,14,0.972,,,,,18.5193,0.0443,17.9412,0.0396,17.4067,0.0283,17.1311,0.0233
502027100,66.481337,-55.854290,22,0,75,7,10,15,12,14,17,0.999,14.9967,0.0143,14.6734,0.0115,13.0941,0.0049,12.6828,0.0061,12.4617,0.0047,12.3969,0.0053
502026986,66.435513,-55.888776,7,0,51,0,0,11,12,13,15,0.986,,,,,16.6398,0.0102,15.8182,0.0063,15.2181,0.0049,14.9874,0.0059
502027108,66.408323,-55.860652,1,0,19,0,0,4,3,6,6,0.667,,,,,19.5842,0.0698,18.7569,0.0701,18.2119,0.0455,17.9323,0.0499
502027099,66.451251,-55.868029,0,0,17,0,0,3,3,6,5,0.917,,,,,19.8939,0.0262,19.1452,0.0292,18.4127,0.0146,18.1979,0.0409
502026988,66.371535,-55.901157,0,0,12,0,0,4,3,5,0,0.944,,,,,19.3660,0.0220,19.0794,0.0418,18.8475,0.0516,,
502027050,66.362725,-55.896539,0,0,13,0,0,3,3,6,1,0.948,,,,,19.0275,0.0152,18.8461,0.0130,18.7359,0.0237,18.5613,0.1201
502027051,66.346538,-55.893180,0,0,8,0,0,3,3,2,0,0.813,,,,,19.8159,0.0263,19.4709,0.0355,19.1890,0.0495,,
502027057,66.339170,-55.873667,2,0,17,0,0,3,3,6,5,0.978,,,,,18.6099,0.0153,18.2655,0.0114,18.0460,0.0101,17.9980,0.0196
502027059,66.317449,-55.868014,0,0,12,0,0,4,3,5,0,0.626,,,,,19.5168,0.0767,19.1300,0.0927,18.8320,0.0664,,
502027074,66.290006,-55.871255,0,0,45,1,2,6,9,14,13,0.984,19.1424,0.0688,18.5156,0.0621,17.5096,0.0086,17.2352,0.0078,17.0858,0.0079,17.0383,0.0107
502027060,66.331245,-55.857978,5,0,38,0,0,3,8,13,14,0.983,,,,,18.2406,0.0122,17.3626,0.0086,15.9789,0.0055,15.4578,0.0067
502027152,66.388346,-55.846889,0,0,61,2,5,11,13,14,16,0.984,17.6425,0.0374,17.1408,0.0178,16.5866,0.0081,16.5220,0.0071,16.5288,0.0062,16.5772,0.0083
