"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"168172","AT 2024adtd","01:40:07.002","-69:51:05.02","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J014007.00-695105.0","BG4 - BlackGEM-Cam4","","1","1","","20.19","BG-q-BlackGem","2024-12-07 01:23:44.000","BlackGEM_Bot1","","2024TNSTR4823....1T","",""
"168171","AT 2024adtc","04:24:26.700","-55:30:30.11","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J042426.69-553030.1","BG2 - BlackGEM-Cam2, BG3 - BlackGEM-Cam3","","1","1","","20.42","BG-q-BlackGem","2024-12-07 03:40:44.000","BlackGEM_Bot1","","2024TNSTR4824....1G","",""
"168170","AT 2024adtb","07:21:27.951","+22:33:30.34","","","","","ZTF","ZTF","","ZTF","ZTF24abuudqq","P48 - ZTF-Cam","","1","1","","20.607","g-ZTF","2024-11-30 08:52:35.999","Fritz","","2024TNSTR4835....1S","",""
"168169","AT 2024adta","12:16:13.402","+28:45:36.17","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24iwz","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2","","1","1","","19.08","L-GOTO","2024-12-09 05:07:48.864","GOTO_bot","","2024TNSTR4829....1R","",""
"168168","AT 2024adsz","11:52:17.117","+22:07:17.01","","","","","GOTO","GOTO","","GOTO","GOTO24iwv","GOTO-N - GOTO-1","","1","1","","19.87","L-GOTO","2024-12-09 06:27:39.744","GOTO_bot","","2024TNSTR4829....1R","",""
"168167","AT 2024adsy","11:42:15.052","+19:04:14.40","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24iwu","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1","","1","1","","19.24","L-GOTO","2024-12-09 06:35:21.120","GOTO_bot","","2024TNSTR4829....1R","",""
"168166","AT 2024adsx","11:18:36.731","+18:07:44.87","","","","","GOTO","GOTO","","GOTO","GOTO24ixf","GOTO-N - GOTO-1","","1","1","","19.39","L-GOTO","2024-12-09 06:35:21.120","GOTO_bot","","2024TNSTR4828....1O","",""
"168165","AT 2024adsw","12:32:48.681","-41:18:47.71","","","","","GOTO","GOTO","","GOTO","GOTO24ivt","GOTO-S - GOTO-3","","1","1","","19.27","L-GOTO","2024-12-08 17:27:01.440","GOTO_bot","","2024TNSTR4826....1K","",""
"168164","AT 2024adsv","11:49:46.816","-46:27:51.36","","","","","GOTO","GOTO","","GOTO","GOTO24ivv","GOTO-S - GOTO-3","","1","1","","18.85","L-GOTO","2024-12-08 17:23:00.384","GOTO_bot","","2024TNSTR4827....1O","",""
"168163","AT 2024adsu","20:56:49.140","-22:29:56.75","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rhm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","15.665","orange-ATLAS","2024-12-09 00:39:23.040","ATLAS_Bot1","","2024TNSTR4822....1T","",""
"168162","AT 2024adst","03:25:16.317","-10:49:29.16","","","","","ZTF","ZTF","","ZTF","ZTF24abuskvz","P48 - ZTF-Cam","","1","1","","20.3148","r-ZTF","2024-11-23 07:35:36.000","Fritz","","2024TNSTR4835....1S","",""
"168161","AT 2024adss","22:10:03.085","-05:07:43.89","","","","","ZTF","ZTF","","ZTF","ZTF24abxgqvq","P48 - ZTF-Cam","","1","1","","20.6588","g-ZTF","2024-11-23 02:21:09.999","Fritz","","2024TNSTR4835....1S","",""
"168160","AT 2024adsr","21:44:42.526","+26:49:06.03","","","","","ZTF, ALeRCE","ZTF","","ALeRCE; ZTF","ZTF24abxgsjr","P48 - ZTF-Cam","","1","1","","20.1078","g-ZTF","2024-12-07 02:12:08.997","Fritz","","2024TNSTR4835....1S","",""
"168159","AT 2024adsq","00:53:02.953","-02:10:01.24","","","","","ZTF","ZTF","","ZTF","ZTF24abwevju","P48 - ZTF-Cam","","1","1","","20.114","r-ZTF","2024-12-05 05:57:23.996","Fritz","","2024TNSTR4835....1S","",""
"168158","AT 2024adsp","22:02:25.905","-12:37:18.19","","","","","ZTF","ZTF","","ZTF","ZTF24abvtlxe","P48 - ZTF-Cam","","1","1","","19.3368","g-ZTF","2024-12-04 04:11:58.004","Fritz","","2024TNSTR4835....1S","",""
"168157","AT 2024adso","22:46:37.325","+00:52:02.26","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjr","PS2 - GPC2","","1","1","","21.08","g-P1","2024-09-01 09:44:27.168","YSE_Bot1","","2024TNSTR4812....1J","",""
"168156","AT 2024adsn","14:43:07.010","+12:49:10.69","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjq","PS2 - GPC2","","1","1","","20.11","r-P1","2024-05-25 06:52:50.880","YSE_Bot1","","2024TNSTR4812....1J","",""
"168155","AT 2024adsm","15:11:24.759","+51:59:27.64","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjp","PS2 - GPC2","","1","1","","20.36","i-P1","2024-08-10 06:10:16.896","YSE_Bot1","","2024TNSTR4812....1J","",""
"168154","AT 2024adsl","10:22:41.213","+52:02:29.12","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjo","PS2 - GPC2","","1","1","","21.27","r-P1","2024-12-05 15:16:35.328","YSE_Bot1","","2024TNSTR4812....1J","",""
"168153","AT 2024adsk","00:10:22.365","+33:51:08.45","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjn","PS2 - GPC2","","1","1","","20.66","r-P1","2024-12-05 05:11:54.240","YSE_Bot1","","2024TNSTR4812....1J","",""
"168152","AT 2024adsj","02:09:46.095","-03:57:36.12","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjm","PS1 - GPC1","","1","1","","19.96","g-P1","2024-12-06 08:13:12.000","YSE_Bot1","","2024TNSTR4812....1J","",""
"168151","AT 2024adsi","00:07:32.392","+27:02:45.46","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjl","PS1 - GPC1","","1","1","","20.92","i-P1","2024-11-30 08:13:06.816","YSE_Bot1","","2024TNSTR4812....1J","",""
"168150","AT 2024adsh","22:03:15.179","+02:04:55.21","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjk","PS1 - GPC1","","1","1","","20.36","g-P1","2024-11-28 05:03:47.808","YSE_Bot1","","2024TNSTR4812....1J","",""
"168149","AT 2024adsg","08:15:37.322","-16:01:33.25","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjj","PS2 - GPC2","","1","1","","20.87","r-P1","2024-11-27 14:46:37.344","YSE_Bot1","","2024TNSTR4812....1J","",""
"168148","AT 2024adsf","22:36:12.822","+19:43:05.02","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mji","PS2 - GPC2","","1","1","","20.34","i-P1","2024-11-23 07:11:39.264","YSE_Bot1","","2024TNSTR4812....1J","",""
"168147","AT 2024adse","00:09:13.633","+34:49:05.40","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjh","PS2 - GPC2","","1","1","","20.39","r-P1","2024-11-21 06:04:03.648","YSE_Bot1","","2024TNSTR4812....1J","",""
"168146","AT 2024adsd","07:28:52.256","+41:24:20.97","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjg","PS1 - GPC1","","1","1","","20.23","r-P1","2024-12-05 13:39:18.144","YSE_Bot1","","2024TNSTR4812....1J","",""
"168145","AT 2024adsc","00:21:46.232","+30:31:17.31","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjf","PS2 - GPC2","","1","1","","20.57","r-P1","2024-11-21 06:04:44.256","YSE_Bot1","","2024TNSTR4812....1J","",""
"168144","AT 2024adsb","03:15:53.079","-16:31:48.22","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mje","PS2 - GPC2","","1","1","","20.37","g-P1","2024-10-25 11:47:02.400","YSE_Bot1","","2024TNSTR4812....1J","",""
"168143","AT 2024adsa","11:24:00.848","+32:18:26.39","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rhk","ATLAS-MLO - ATLAS-01","","1","1","","19.526","orange-ATLAS","2024-12-08 13:38:34.944","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168142","AT 2024adrz","22:41:01.988","+17:23:53.46","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjd","PS2 - GPC2","","1","1","","21.2","g-P1","2024-12-02 06:21:29.952","YSE_Bot1","","2024TNSTR4812....1J","",""
"168141","AT 2024adry","02:37:50.903","-22:07:51.27","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjc","PS2 - GPC2","","1","1","","19.71","g-P1","2024-11-10 11:45:25.632","YSE_Bot1","","2024TNSTR4812....1J","",""
"168140","AT 2024adrx","14:21:36.680","+18:46:32.21","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rhj","ATLAS-MLO - ATLAS-01","","1","1","","19.225","orange-ATLAS","2024-12-08 15:10:12.576","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168139","AT 2024adrw","22:28:26.540","+04:04:35.61","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mjb","PS2 - GPC2","","1","1","","20.7","i-P1","2024-10-25 05:01:41.664","YSE_Bot1","","2024TNSTR4812....1J","",""
"168138","AT 2024adrv","07:36:37.435","+41:13:42.38","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mja","PS1 - GPC1","","1","1","","20.05","r-P1","2024-09-30 14:52:24.672","YSE_Bot1","","2024TNSTR4812....1J","",""
"168137","AT 2024adru","12:39:48.514","+15:25:59.33","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rhi","ATLAS-MLO - ATLAS-01","","1","1","","19.183","orange-ATLAS","2024-12-08 15:06:45.216","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168136","AT 2024adrt","00:12:21.343","-22:43:39.88","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24miz","PS2 - GPC2","","1","1","","20.58","g-P1","2024-09-29 10:18:46.080","YSE_Bot1","","2024TNSTR4812....1J","",""
"168135","AT 2024adrs","23:56:42.134","-22:08:27.32","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24miy","PS2 - GPC2","","1","1","","21.5","g-P1","2024-09-29 10:17:28.320","YSE_Bot1","","2024TNSTR4812....1J","",""
"168134","AT 2024adrr","23:55:45.159","-25:31:21.54","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mix","PS2 - GPC2","","1","1","","21.01","g-P1","2024-09-29 10:16:48.576","YSE_Bot1","","2024TNSTR4812....1J","",""
"168133","AT 2024adrq","17:05:10.529","+34:45:42.03","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24miw","PS2 - GPC2","","1","1","","19.97","g-P1","2024-09-27 05:33:53.568","YSE_Bot1","","2024TNSTR4812....1J","",""
"168132","AT 2024adrp","16:06:06.177","+40:50:39.98","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24miv","PS2 - GPC2","","1","1","","20.93","g-P1","2024-07-06 06:47:55.392","YSE_Bot1","","2024TNSTR4812....1J","",""
"168131","AT 2024adro","13:29:26.443","+48:25:00.20","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24miu","PS2 - GPC2","","1","1","","20.8","r-P1","2024-06-27 06:27:27.648","YSE_Bot1","","2024TNSTR4812....1J","",""
"168130","AT 2024adrn","02:30:03.051","-23:15:03.16","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mit","PS2 - GPC2","","1","1","","21.36","r-P1","2024-12-02 08:51:44.064","YSE_Bot1","","2024TNSTR4812....1J","",""
"168129","AT 2024adrm","12:29:00.735","+13:25:33.48","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mis","PS1 - GPC1","","1","1","","21.2","g-P1","2024-12-05 15:27:51.840","YSE_Bot1","","2024TNSTR4812....1J","",""
"168128","AT 2024adrl","02:19:33.390","-06:26:03.34","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mir","PS1 - GPC1","","1","1","","20.94","g-P1","2024-12-03 08:21:54.720","YSE_Bot1","","2024TNSTR4812....1J","",""
"168127","AT 2024adrk","12:37:22.368","+10:02:26.29","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24miq","PS1 - GPC1","","1","1","","20.26","r-P1","2024-12-06 15:08:46.176","YSE_Bot1","","2024TNSTR4812....1J","",""
"168126","AT 2024adrj","22:41:12.755","+36:26:21.40","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mip","PS1 - GPC1","","1","1","","20.11","i-P1","2024-12-07 04:57:37.152","YSE_Bot1","","2024TNSTR4812....1J","",""
"168125","AT 2024adri","11:50:55.574","-00:54:55.29","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rhc","ATLAS-HKO - ATLAS-02","","1","1","","19.351","cyan-ATLAS","2024-12-08 14:50:02.112","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168124","AT 2024adrh","20:26:30.482","+11:49:31.30","","","","","GOTO","GOTO","","GOTO","GOTO24iwb","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","18.34","L-GOTO","2024-11-26 19:49:12.576","GOTO_bot","","2024TNSTR4807....1O","",""
"168123","AT 2024adrg","11:10:56.592","+44:58:04.59","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mil","PS2 - GPC2","","1","1","","20.96","i-P1","2024-12-08 14:54:36.000","YSE_Bot1","","2024TNSTR4812....1J","",""
"168122","AT 2024adrf","12:31:57.653","+11:02:08.48","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mik","PS1 - GPC1","","1","1","","20.52","i-P1","2024-12-08 15:05:32.640","YSE_Bot1","","2024TNSTR4812....1J","",""
"168121","AT 2024adre","12:34:02.815","-41:58:23.44","","","","","GOTO","GOTO","","GOTO","GOTO24ivu","GOTO-S - GOTO-3","","1","1","","18.43","L-GOTO","2024-12-08 17:27:01.440","GOTO_bot","","2024TNSTR4806....1K","",""
"168120","SN 2024adrd","13:05:13.654","-43:45:44.70","SN Ia","0.031","","","GOTO","GOTO","SAAO IO, ePESSTO+","GOTO","GOTO24ivs","GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT, Lesedi - Mookodi","1","1","","16.98","L-GOTO","2024-12-08 17:38:28.320","GOTO_bot","","2024TNSTR4806....1K","2024TNSCR4838....1E, 2024TNSCR4837....1D",""
"168119","AT 2024adrc","12:46:00.648","-45:24:40.68","","","","","GOTO","GOTO","","GOTO","GOTO24ivr","GOTO-S - GOTO-4","","1","1","","17.8","L-GOTO","2024-12-08 17:38:28.320","GOTO_bot","","2024TNSTR4806....1K","",""
"168118","AT 2024adrb","04:46:41.700","+19:32:17.99","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rgt","ATLAS-MLO - ATLAS-01","","1","1","","19.294","orange-ATLAS","2024-12-08 10:47:54.816","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168117","AT 2024adra","12:57:30.492","-11:11:46.33","","","WISEA J125730.47-111146.1","","ALeRCE","ZTF","","ALeRCE","ZTF24aagbdtx","P48 - ZTF-Cam","","1","1","","19.8542","g-ZTF","2024-12-07 12:39:44.001","ALeRCE","","2024TNSTR4803....1M","",""
"168116","AT 2024adqz","20:45:07.404","+58:42:14.60","","","LEDA  167639","0.019524","ALeRCE","ZTF","","ALeRCE","ZTF24abwtpan","P48 - ZTF-Cam","","1","1","","19.8411","r-ZTF","2024-12-07 02:55:43.997","ALeRCE","","2024TNSTR4803....1M","",""
"168115","AT 2024adqy","00:44:52.799","+53:42:58.13","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abwtzit","P48 - ZTF-Cam","","1","1","","20.8742","g-ZTF","2024-12-05 04:46:13.996","ALeRCE","","2024TNSTR4803....1M","",""
"168114","AT 2024adqx","22:22:43.353","+34:35:51.31","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abwuuiu","P48 - ZTF-Cam","","1","1","","20.2538","r-ZTF","2024-12-05 05:17:08.002","ALeRCE","","2024TNSTR4803....1M","",""
"168113","AT 2024adqw","00:45:52.981","+03:26:14.67","","","SDSS J004552.96+032614.0","","ALeRCE","ZTF","","ALeRCE","ZTF24abwuvhs","P48 - ZTF-Cam","","1","1","","20.43","g-ZTF","2024-12-05 04:56:35.998","ALeRCE","","2024TNSTR4803....1M","",""
"168112","AT 2024adqv","12:43:05.790","+43:32:30.01","","","SDSS J124305.67+433230.5","0","ALeRCE","ZTF","","ALeRCE","ZTF24abwzadl","P48 - ZTF-Cam","","1","1","","18.3247","g-ZTF","2024-12-07 12:55:19.998","ALeRCE","","2024TNSTR4803....1M","",""
"168111","AT 2024adqu","15:11:05.420","+02:51:12.71","","","","","ZTF","ZTF","","ZTF","ZTF24abvgqrx","P48 - ZTF-Cam","","1","1","","18.9836","r-ZTF","2024-12-02 13:30:17.997","Fritz","","2024TNSTR4813....1S","",""
"168110","AT 2024adqt","15:48:36.074","+16:16:12.16","","","","","ZTF","ZTF","","ZTF","ZTF24abxgkbp","P48 - ZTF-Cam","","1","1","","19.4807","r-ZTF","2024-12-06 13:24:18.996","Fritz","","2024TNSTR4813....1S","",""
"168109","AT 2024adqs","14:52:30.609","-03:33:05.91","","","","","ZTF","ZTF","","ZTF","ZTF24abxgjso","P48 - ZTF-Cam","","1","1","","19.337","r-ZTF","2024-12-06 13:29:53.001","Fritz","","2024TNSTR4813....1S","",""
"168108","AT 2024adqr","14:36:10.840","-13:16:12.24","","","","","ZTF","ZTF","","ZTF","ZTF24abwzcrg","P48 - ZTF-Cam","","1","1","","19.3327","r-ZTF","2024-12-07 13:24:02.001","Fritz","","2024TNSTR4813....1S","",""
"168107","AT 2024adqq","19:39:52.990","+33:45:11.20","","","","","XOSS","XOSS","","XOSS","KATS24X014","Other - Other","","1","1","","18.29","Clear-","2024-12-08 12:11:42.432","Zhang","","2024TNSTR4810....1Z","",""
"168106","AT 2024adqp","15:24:57.409","-03:32:31.16","","","","","ZTF","ZTF","","ZTF","ZTF24abxglvr","P48 - ZTF-Cam","","1","1","","17.95","r-ZTF","2024-12-07 13:39:53.999","Fritz","","2024TNSTR4815....1R","",""
"168105","AT 2024adqo","15:19:41.273","-05:16:17.79","","","","","ZTF","ZTF","","ZTF","ZTF24abwzdgb","P48 - ZTF-Cam","","1","1","","18.2373","r-ZTF","2024-12-07 13:36:30.000","Fritz","","2024TNSTR4815....1R","",""
"168104","AT 2024adqn","02:50:44.144","+11:41:08.48","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rgn","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01","","1","1","","18.965","orange-ATLAS","2024-12-08 08:30:08.064","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168103","AT 2024adqm","20:16:15.617","+19:34:17.93","","","WISEA J201615.16+193410.6","0.03162","XOSS, ALeRCE","XOSS, ZTF","","ALeRCE; XOSS","KATS24X013","Other - Other, P48 - ZTF-Cam","","1","1","","18.76","Clear-","2024-12-08 12:14:18.816","Zhang","","2024TNSTR4811....1M","",""
"168102","AT 2024adql","10:46:16.523","-01:50:19.18","","","","","ZTF","ZTF","","ZTF","ZTF24abwyxhq","P48 - ZTF-Cam","","1","1","","20.1375","g-ZTF","2024-12-07 12:30:06.001","Fritz","","2024TNSTR4813....1S","",""
"168101","AT 2024adqk","13:19:55.659","+31:41:43.74","","","","","ZTF","ZTF","","ZTF","ZTF24abxftcp","P48 - ZTF-Cam","","1","1","","19.3088","r-ZTF","2024-11-19 11:43:11.997","Fritz","","2024TNSTR4813....1S","",""
"168100","AT 2024adqj","12:18:57.192","+36:56:13.72","","","","","ZTF, ALeRCE","ZTF","","ALeRCE; ZTF","ZTF24abxfuog","P48 - ZTF-Cam","","1","1","","19.9771","g-ZTF","2024-12-05 12:44:28.999","Fritz","","2024TNSTR4813....1S","",""
"168098","AT 2024adqi","08:39:40.634","-17:38:18.57","","","","","ZTF","ZTF","","ZTF","ZTF24absmplk","P48 - ZTF-Cam","","1","1","","20.1176","r-ZTF","2024-10-21 12:57:10.995","Fritz","","2024TNSTR4813....1S","",""
"168096","AT 2024adqh","07:51:59.856","-47:05:40.07","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rgm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.01","cyan-ATLAS","2024-12-08 06:20:40.704","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168095","AT 2024adqg","05:03:49.526","-38:20:35.13","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rgh","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.381","cyan-ATLAS","2024-12-08 05:41:54.816","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168094","AT 2024adqf","08:41:06.302","+54:21:46.14","","","","","ZTF","ZTF","","ZTF","ZTF24abwjreb","P48 - ZTF-Cam","","1","1","","20.9613","g-ZTF","2024-12-04 08:44:44.998","Fritz","","2024TNSTR4813....1S","",""
"168093","AT 2024adqe","05:09:21.969","-26:43:38.74","","","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ATLAS; GOTO; ZTF","ZTF24abwhhyn","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","20.1085","g-ZTF","2024-12-02 09:34:20.000","Fritz","","2024TNSTR4813....1S","",""
"168092","AT 2024adqd","12:58:01.340","+01:34:34.04","","","","","GOTO","GOTO","","GOTO","GOTO24itv","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","18.83","L-GOTO","2024-12-01 06:24:23.616","GOTO_bot","","2024TNSTR4805....1K","",""
"168091","AT 2024adqc","06:59:50.348","-28:24:29.64","","","","","GOTO","GOTO","","GOTO","GOTO24ivo","GOTO-S - GOTO-3","","1","1","","19.08","L-GOTO","2024-12-06 14:59:59.136","GOTO_bot","","2024TNSTR4805....1K","",""
"168090","AT 2024adqb","11:40:39.384","+03:52:47.44","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24ivm","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","18.46","L-GOTO","2024-12-01 05:21:56.448","GOTO_bot","","2024TNSTR4805....1K","",""
"168089","AT 2024adqa","13:57:20.282","+28:47:40.17","","","","","GOTO","GOTO","","GOTO","GOTO24ivi","GOTO-N - GOTO-2","","1","1","","18.71","L-GOTO","2024-12-08 05:30:16.704","GOTO_bot","","2024TNSTR4805....1K","",""
"168088","AT 2024adpz","10:50:21.282","-31:23:22.52","","","","","GOTO","GOTO","","GOTO","GOTO24ive","GOTO-N - GOTO-2, GOTO-S - GOTO-3","","1","1","","18.57","L-GOTO","2024-12-08 05:35:07.872","GOTO_bot","","2024TNSTR4805....1K","",""
"168087","AT 2024adpy","12:51:34.501","-20:42:37.28","","","","","GOTO","GOTO","","GOTO","GOTO24iuw","GOTO-N - GOTO-1, GOTO-S - GOTO-3","","1","1","","18.45","L-GOTO","2024-12-08 06:41:29.184","GOTO_bot","","2024TNSTR4805....1K","",""
"168086","AT 2024adpx","19:47:50.246","-18:42:00.96","","","","","ZTF","ZTF","","ZTF","ZTF24abwdbie","P48 - ZTF-Cam","","1","1","","19.1067","r-ZTF","2024-12-05 01:47:49.001","Fritz","","2024TNSTR4813....1S","",""
"168085","AT 2024adpw","20:30:17.377","+04:10:57.50","","","","","ZTF","ZTF","","ZTF","ZTF24abwtmbd","P48 - ZTF-Cam","","1","1","","19.4304","r-ZTF","2024-12-07 02:38:41.997","Fritz","","2024TNSTR4813....1S","",""
"168084","AT 2024adpv","01:10:40.450","+28:48:21.49","","","","","ZTF","ZTF","","ZTF","ZTF24aburtev","P48 - ZTF-Cam","","1","1","","20.3215","g-ZTF","2024-11-25 06:27:58.000","Fritz","","2024TNSTR4813....1S","",""
"168083","AT 2024adpu","05:16:36.227","+05:59:02.18","","","","","ZTF","ZTF","","ZTF","ZTF24abusntq","P48 - ZTF-Cam","","1","1","","20.2876","r-ZTF","2024-11-30 08:05:19.996","Fritz","","2024TNSTR4813....1S","",""
"168082","AT 2024adpt","05:03:04.036","-00:22:46.09","","","","","ZTF","ZTF","","ZTF","ZTF24abvbmve","P48 - ZTF-Cam","","1","1","","20.6617","r-ZTF","2024-11-30 07:39:55.002","Fritz","","2024TNSTR4813....1S","",""
"168081","AT 2024adps","22:22:45.948","+29:46:35.82","","","","","ZTF","ZTF","","ZTF","ZTF24abwuupc","P48 - ZTF-Cam","","1","1","","17.6201","g-ZTF","2024-11-09 02:50:21.120","ZTF_CLU_PUBLIC","","2024TNSTR4814....1D","",""
"168080","AT 2024adpr","21:31:06.640","-43:10:45.50","","","","","MASTER","MASTER","","MASTER","MASTER OT J213106.64-431045.5","Other - Other","","1","1","","19.5","Clear-","2024-12-07 01:07:35.616","MASTER","","2024TNSTR4808....1T","",""
"168079","AT 2024adpq","06:33:43.093","-34:10:57.98","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rge","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-3","","1","1","","19.001","cyan-ATLAS","2024-12-06 04:21:26.784","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168078","AT 2024adpp","06:04:32.280","+00:37:26.60","","","","","XOSS, GOTO","XOSS, GOTO","","GOTO; XOSS","KATS24X012","GOTO-N - GOTO-2, Other - Other","","1","1","","18.58","Clear-","2024-12-06 18:41:42.144","Zhang","","2024TNSTR4811....1M","",""
"168077","AT 2024adpo","01:01:39.160","+80:04:04.40","","","WISEA J010139.68+800405.4","","XOSS","XOSS","","XOSS","KATS24X011","Other - Other","","1","1","","19.09","Clear-","2024-12-06 15:14:43.008","Zhang","","2024TNSTR4809....1X","",""
"168076","AT 2024adpn","23:26:57.560","+39:49:35.70","","","","","XOSS, GOTO","XOSS, GOTO","","GOTO; XOSS","KATS24X010","GOTO-N - GOTO-1, Other - Other","","1","1","","17.33","Clear-","2024-12-06 14:19:03.648","Zhang","","2024TNSTR4811....1M","",""
"168075","AT 2024adpm","07:00:22.130","-06:56:03.70","","","","","XOSS","XOSS","","XOSS","KATS24X009","Other - Other","","1","1","","18.01","Clear-","2024-12-05 20:29:43.008","Zhang","","2024TNSTR4810....1Z","",""
"168074","AT 2024adpl","00:09:09.857","-19:31:28.62","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24rgd","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","","1","1","","18.644","orange-ATLAS","2024-12-06 01:15:27.360","ATLAS_Bot1","","2024TNSTR4804....1T","",""
"168073","AT 2024adpk","13:38:49.132","+39:32:32.81","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rfp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.124","cyan-ATLAS","2024-12-07 14:42:43.200","ATLAS_Bot1","","2024TNSTR4790....1T","",""
