"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"168431","AT 2024aecz","12:18:13.210","-56:53:18.31","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dra","Gaia - Gaia-photometric","","1","1","","17.79","G-Gaia","2024-12-14 04:11:59.000","Gaia_Bot1","","2024TNSTR4923....1H","",""
"168430","AT 2024aecy","01:29:16.130","+39:11:26.77","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqz","Gaia - Gaia-photometric","","1","1","","18.57","G-Gaia","2024-12-14 07:00:28.800","Gaia_Bot1","","2024TNSTR4923....1H","",""
"168429","AT 2024aecx","11:05:49.552","-00:02:05.44","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rkq","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02","","1","1","","14.543","orange-ATLAS","2024-12-16 13:22:23.808","ATLAS_Bot1","","2024TNSTR4922....1T","",""
"168425","AT 2024aecu","15:57:04.376","+15:02:11.42","","","","","ZTF","ZTF","","ZTF","ZTF24abybfwq","P48 - ZTF-Cam","","1","1","","15.5228","r-ZTF","2024-12-14 13:32:09.997","Fritz","","2024TNSTR4931....1R","",""
"168424","AT 2024aect","15:44:10.493","+04:02:49.00","","","","","ZTF","ZTF","","ZTF","ZTF24abybfar","P48 - ZTF-Cam","","1","1","","19.4515","r-ZTF","2024-12-07 13:37:51.000","Fritz","","2024TNSTR4931....1R","",""
"168423","AT 2024aecs","15:46:07.526","+04:27:31.28","","","","","ZTF","ZTF","","ZTF","ZTF24abybeze","P48 - ZTF-Cam","","1","1","","19.7693","r-ZTF","2024-12-15 13:30:14.999","Fritz","","2024TNSTR4931....1R","",""
"168422","AT 2024aecr","15:02:20.230","+01:35:03.77","","","","","ZTF","ZTF","","ZTF","ZTF24abybebp","P48 - ZTF-Cam","","1","1","","17.1751","r-ZTF","2024-12-08 13:13:38.003","Fritz","","2024TNSTR4931....1R","",""
"168421","AT 2024aecq","22:13:49.402","+37:01:39.22","","","MCG+06-48-020","0.021068","ALeRCE","ZTF","","ALeRCE","ZTF24abxyyul","P48 - ZTF-Cam","","1","1","","18.6491","r-ZTF","2024-12-16 03:21:19.999","ALeRCE","","2024TNSTR4921....1M","",""
"168419","AT 2024aecp","08:24:40.145","+41:02:58.67","","","","","ZTF","ZTF","","ZTF","ZTF24abyatmu","P48 - ZTF-Cam","","1","1","","19.1207","g-ZTF","2024-12-16 08:56:10.003","Fritz","","2024TNSTR4930....1S","",""
"168417","AT 2024aeco","04:18:59.990","-46:45:17.70","","","","","MASTER","MASTER","","MASTER","MASTER OT J041859.99-464517.7","Other - Other","","1","1","","15.2","Clear-","2024-12-14 03:02:48.480","MASTER","","2024TNSTR4925....1K","",""
"168416","AT 2024aecn","21:46:50.247","-51:38:46.54","","","","","GOTO","GOTO","","GOTO","GOTO24jbo","GOTO-S - GOTO-4","","1","1","","18.25","L-GOTO","2024-12-16 10:09:55.584","GOTO_bot","","2024TNSTR4924....1O","",""
"168415","AT 2024aecm","07:37:21.975","+62:20:05.77","","","","","ZTF","ZTF","","ZTF","ZTF24abxwjab","P48 - ZTF-Cam","","1","1","","19.0543","g-ZTF","2024-12-14 06:15:27.996","Fritz","","2024TNSTR4931....1R","",""
"168414","AT 2024aecl","07:12:53.875","-43:59:12.32","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rko","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.467","orange-ATLAS","2024-12-16 04:50:28.608","ATLAS_Bot1","","2024TNSTR4922....1T","",""
"168413","AT 2024aeck","23:28:53.419","-30:53:11.41","","","","","GOTO","GOTO","","GOTO","GOTO24jah","GOTO-N - GOTO-2, GOTO-S - GOTO-4","","1","1","","18.01","L-GOTO","2024-12-12 12:30:00.576","GOTO_bot","","2024TNSTR4924....1O","",""
"168412","AT 2024aecj","03:20:53.900","+41:47:30.81","","","","","ZTF","ZTF","","ZTF","ZTF24abxvulk","P48 - ZTF-Cam","","1","1","","18.0705","r-ZTF","2024-12-16 07:25:36.998","Fritz","","2024TNSTR4931....1R","",""
"168411","AT 2024aeci","03:03:05.151","+06:56:17.42","","","","","ZTF","ZTF","","ZTF","ZTF24abxzxts","P48 - ZTF-Cam","","1","1","","19.5118","g-ZTF","2024-12-16 05:55:17.999","Fritz","","2024TNSTR4930....1S","",""
"168410","AT 2024aech","21:30:27.000","+34:18:22.21","","","","","ZTF","ZTF","","ZTF","ZTF24abuwehx","P48 - ZTF-Cam","","1","1","","19.7368","r-ZTF","2024-12-01 02:44:28.003","Fritz","","2024TNSTR4930....1S","",""
"168409","AT 2024aecg","00:55:23.840","+43:20:03.69","","","","","ZTF","ZTF","","ZTF","ZTF24abxwedd","P48 - ZTF-Cam","","1","1","","18.9241","g-ZTF","2024-12-14 05:21:38.001","Fritz","","2024TNSTR4930....1S","",""
"168408","AT 2024aecf","21:55:27.757","-06:50:47.77","","","","","ZTF","ZTF","","ZTF","ZTF24abxyusk","P48 - ZTF-Cam","","1","1","","19.3516","g-ZTF","2024-12-11 02:33:59.996","Fritz","","2024TNSTR4930....1S","",""
"168407","AT 2024aece","23:28:02.672","-09:07:25.70","","","","","ZTF","ZTF","","ZTF","ZTF24abxyzkj","P48 - ZTF-Cam","","1","1","","20.3394","g-ZTF","2024-12-07 02:04:40.995","Fritz","","2024TNSTR4930....1S","",""
"168406","AT 2024aecd","23:55:07.012","+22:34:55.72","","","","","ZTF","ZTF","","ZTF","ZTF24abxvoop","P48 - ZTF-Cam","","1","1","","19.6115","r-ZTF","2024-12-14 02:50:24.999","Fritz","","2024TNSTR4930....1S","",""
"168405","AT 2024aecc","00:55:07.587","-00:13:26.80","","","","","ZTF","ZTF","","ZTF","ZTF24abxvped","P48 - ZTF-Cam","","1","1","","20.5066","g-ZTF","2024-12-05 04:59:20.002","Fritz","","2024TNSTR4930....1S","",""
"168404","AT 2024aecb","22:28:06.145","+09:19:09.12","","","","","ZTF","ZTF","","ZTF","ZTF24abxyzwt","P48 - ZTF-Cam","","1","1","","19.1804","g-ZTF","2024-12-14 04:46:30.999","Fritz","","2024TNSTR4930....1S","",""
"168403","AT 2024aeca","22:11:35.918","+32:09:16.76","","","","","ZTF","ZTF","","ZTF","ZTF24abxhhqf","P48 - ZTF-Cam","","1","1","","19.8088","r-ZTF","2024-12-09 02:55:43.996","Fritz","","2024TNSTR4930....1S","",""
"168402","AT 2024aebz","01:32:57.189","+15:01:14.16","","","","","ZTF","ZTF","","ZTF","ZTF24abvitsy","P48 - ZTF-Cam","","1","1","","20.1495","r-ZTF","2024-12-03 04:28:33.997","Fritz","","2024TNSTR4930....1S","",""
"168401","AT 2024aeby","01:58:15.630","+03:16:44.07","","","","","ZTF","ZTF","","ZTF","ZTF24abxzhqp","P48 - ZTF-Cam","","1","1","","19.6867","r-ZTF","2024-12-14 04:05:35.001","Fritz","","2024TNSTR4930....1S","",""
"168400","AT 2024aebx","23:46:29.593","+14:53:12.48","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rkm","ATLAS-MLO - ATLAS-01","","1","1","","17.922","orange-ATLAS","2024-12-14 06:04:57.216","ATLAS_Bot1","","2024TNSTR4914....1T","",""
"168399","AT 2024aebw","21:35:10.430","+66:53:50.39","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqy","Gaia - Gaia-photometric","","1","1","","18.55","G-Gaia","2024-12-13 19:37:55.200","Gaia_Bot1","","2024TNSTR4916....1H","",""
"168398","AT 2024aebv","12:03:23.390","-57:28:37.56","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqs","Gaia - Gaia-photometric","","1","1","","18.15","G-Gaia","2024-12-13 22:14:52.800","Gaia_Bot1","","2024TNSTR4916....1H","",""
"168397","AT 2024aebu","15:59:33.100","+38:08:15.29","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqr","Gaia - Gaia-photometric","","1","1","","18.51","G-Gaia","2024-12-13 14:25:26.400","Gaia_Bot1","","2024TNSTR4916....1H","",""
"168396","AT 2024aebt","09:00:23.284","+64:51:41.24","","","","","ZTF","ZTF","","ZTF","ZTF24abxylal","P48 - ZTF-Cam","","1","1","","19.5589","g-ZTF","2024-12-14 06:16:16.000","Fritz","","2024TNSTR4919....1S","",""
"168395","AT 2024aebs","12:09:51.643","+01:29:12.36","","","","","ZTF","ZTF","","ZTF","ZTF24abxyokn","P48 - ZTF-Cam","","1","1","","20.8362","g-ZTF","2024-12-06 12:59:56.002","Fritz","","2024TNSTR4919....1S","",""
"168392","AT 2024aebp","13:34:14.710","-06:45:15.38","","","WISEA J133414.63-064515.1","","ALeRCE","ZTF","","ALeRCE","ZTF24abxypwh","P48 - ZTF-Cam","","1","1","","19.0586","r-ZTF","2024-12-15 13:33:45.996","ALeRCE","","2024TNSTR4913....1F","",""
"168391","AT 2024aebo","05:14:25.640","-52:53:51.90","","","","","MASTER","MASTER","","MASTER","MASTER OT J051425.64-525351.9","Other - Other","","1","1","","17.2","Clear-","2024-12-14 05:48:33.120","MASTER","","2024TNSTR4917....1K","",""
"168390","AT 2024aebn","23:08:08.736","+15:20:54.09","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24rkl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","18.364","orange-ATLAS","2024-12-15 06:08:48.768","ATLAS_Bot1","","2024TNSTR4914....1T","",""
"168389","AT 2024aebm","09:05:51.394","+01:07:44.51","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rkk","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01","","1","1","","17.971","orange-ATLAS","2024-12-15 06:21:30.816","ATLAS_Bot1","","2024TNSTR4914....1T","",""
"168388","AT 2024aebl","15:55:57.946","+18:02:52.18","","","","","ZTF","ZTF","","ZTF","ZTF24abxypih","P48 - ZTF-Cam","","1","1","","19.7899","r-ZTF","2024-12-08 13:15:48.000","Fritz","","2024TNSTR4920....1R","",""
"168387","AT 2024aebk","06:49:20.230","-57:34:24.10","","","","","MASTER","MASTER","","MASTER","MASTER OT J064920.23-573424.1","Other - Other","","1","1","","15.5","Clear-","2024-12-15 05:37:26.112","MASTER","","2024TNSTR4917....1K","",""
"168386","AT 2024aebj","12:59:05.434","-03:08:46.34","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mpn","PS1 - GPC1","","1","1","","20.3","w-P1","2024-12-02 15:14:30.912","PS1_Bot1","","2024TNSTR4918....1C","",""
"168385","AT 2024aebi","09:58:57.040","+35:38:18.44","","","","","ZTF","ZTF","","ZTF","ZTF24abxyfev","P48 - ZTF-Cam","","1","1","","19.7028","r-ZTF","2024-12-11 12:25:44.002","Fritz","","2024TNSTR4919....1S","",""
"168381","AT 2024aebe","09:31:55.892","-08:06:54.37","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mnt","PS2 - GPC2","","1","1","","20.36","w-P1","2024-12-03 14:26:34.656","PS1_Bot1","","2024TNSTR4918....1C","",""
"168380","AT 2024aebd","05:21:07.922","-01:21:30.39","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mnr","PS1 - GPC1","","1","1","","20.23","w-P1","2024-12-05 11:13:48.288","PS1_Bot1","","2024TNSTR4918....1C","",""
"168379","AT 2024aebc","02:36:02.062","+30:31:11.48","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mnq","PS1 - GPC1","","1","1","","21.34","w-P1","2024-12-04 05:33:45.792","PS1_Bot1","","2024TNSTR4918....1C","",""
"168378","AT 2024aebb","01:04:20.427","+00:57:00.38","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mnn","PS1 - GPC1","","1","1","","20.36","w-P1","2024-12-05 05:06:44.064","PS1_Bot1","","2024TNSTR4918....1C","",""
"168377","AT 2024aeba","10:09:43.842","-08:32:04.55","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mnm","PS1 - GPC1","","1","1","","19.6","w-P1","2024-12-06 15:03:10.080","PS1_Bot1","","2024TNSTR4918....1C","",""
"168376","AT 2024aeaz","07:32:29.700","+50:08:16.01","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mnl","PS2 - GPC2","","1","1","","20.46","w-P1","2024-12-07 11:35:51.072","PS1_Bot1","","2024TNSTR4918....1C","",""
"168375","AT 2024aeay","08:12:39.586","-16:03:02.97","","","","","ZTF","ZTF","","ZTF","ZTF24aacvqmy","P48 - ZTF-Cam","","1","1","","16.7066","g-ZTF","2024-12-01 08:34:43.999","Fritz","","2024TNSTR4920....1R","",""
"168374","AT 2024aeax","10:56:42.769","+23:51:01.63","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mnb","PS1 - GPC1","","1","1","","20.53","w-P1","2024-12-08 13:47:47.904","PS1_Bot1","","2024TNSTR4918....1C","",""
"168373","AT 2024aeaw","10:11:36.653","+13:27:06.75","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mna","PS2 - GPC2","","1","1","","19.46","w-P1","2024-12-08 13:37:37.056","PS1_Bot1","","2024TNSTR4918....1C","",""
"168372","AT 2024aeav","13:09:33.820","-33:59:46.90","","","","","MASTER","MASTER","","MASTER","MASTER OT J130933.82-335946.9","Other - Other","","1","1","","17.7","Clear-","2024-12-14 07:59:39.840","MASTER","","2024TNSTR4917....1K","",""
"168371","AT 2024aeau","10:13:08.747","+20:20:58.87","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mmp","PS1 - GPC1","","1","1","","20.04","w-P1","2024-12-08 13:37:12.864","PS1_Bot1","","2024TNSTR4918....1C","",""
"168370","AT 2024aeat","08:22:38.246","+04:15:07.05","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J082238.24+041507.0","BG2 - BlackGEM-Cam2, BG3 - BlackGEM-Cam3","","1","1","","19.64","BG-q-BlackGem","2024-12-09 07:47:27.000","BlackGEM_Bot1","","2024TNSTR4915....1Z","",""
"168369","AT 2024aeas","01:46:48.980","+53:01:25.78","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mme","PS1 - GPC1","","1","1","","19.8","w-P1","2024-12-10 06:50:18.816","PS1_Bot1","","2024TNSTR4907....1C","",""
"168368","AT 2024aear","10:01:29.005","+10:56:53.20","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mmb","PS2 - GPC2","","1","1","","20.72","w-P1","2024-12-08 13:34:46.848","PS1_Bot1","","2024TNSTR4907....1C","",""
"168367","AT 2024aeaq","22:20:09.818","+27:05:51.57","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mma","PS1 - GPC1","","1","1","","19.57","w-P1","2024-12-08 04:59:38.112","PS1_Bot1","","2024TNSTR4907....1C","",""
"168366","AT 2024aeap","10:26:08.091","+22:51:14.74","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mly","PS1 - GPC1","","1","1","","20.62","w-P1","2024-12-08 13:39:04.320","PS1_Bot1","","2024TNSTR4907....1C","",""
"168365","AT 2024aeao","09:54:31.722","+02:39:09.36","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mls","PS2 - GPC2","","1","1","","20.76","w-P1","2024-12-11 14:00:43.776","PS1_Bot1","","2024TNSTR4907....1C","",""
"168364","AT 2024aean","11:30:23.121","+06:34:20.60","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mlq","PS2 - GPC2","","1","1","","19.85","w-P1","2024-12-13 15:04:06.240","PS1_Bot1","","2024TNSTR4907....1C","",""
"168363","AT 2024aeam","11:54:24.051","+05:28:56.27","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mlp","PS2 - GPC2","","1","1","","20.74","w-P1","2024-12-13 15:08:40.992","PS1_Bot1","","2024TNSTR4907....1C","",""
"168362","AT 2024aeal","22:25:39.431","+18:34:40.32","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mlo","PS1 - GPC1","","1","1","","19.85","i-P1","2024-12-14 05:19:02.784","PS1_Bot1","","2024TNSTR4907....1C","",""
"168361","AT 2024aeak","22:52:38.206","+18:10:51.12","","","","","Pan-STARRS, ZTF","Pan-STARRS, ZTF","","Pan-STARRS; ZTF","PS24mln","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.95","i-P1","2024-12-14 05:18:08.352","PS1_Bot1","","2024TNSTR4907....1C","",""
"168360","AT 2024aeaj","00:24:18.888","-01:38:27.96","","","CGCG 383-008","0.0376","SNHunt","CRTS","","CRTS; SNHunt","","Other - Other","","1","1","","19.5","V-crts-CRTS","2024-12-14 03:58:10.000","Drake","","2024TNSTR4908....1M","",""
"168358","AT 2024aeah","10:45:29.730","-59:50:28.43","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqp","Gaia - Gaia-photometric","","1","1","","18.19","G-Gaia","2024-12-12 22:23:31.200","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168357","AT 2024aeag","10:28:56.900","-57:32:01.54","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqo","Gaia - Gaia-photometric","","1","1","","17.02","G-Gaia","2024-12-12 04:24:57.600","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168356","AT 2024aeaf","17:00:43.780","+46:24:30.10","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dql","Gaia - Gaia-photometric","","1","1","","18.49","G-Gaia","2024-12-12 08:12:28.800","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168355","AT 2024aeae","12:57:00.190","-41:20:37.46","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqk","Gaia - Gaia-photometric","","1","1","","18.43","G-Gaia","2024-12-12 21:54:43.200","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168354","AT 2024aead","23:36:54.930","+55:01:33.20","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqj","Gaia - Gaia-photometric","","1","1","","15.32","G-Gaia","2024-12-12 19:20:38.400","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168353","AT 2024aeac","10:06:04.810","-58:32:26.99","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqi","Gaia - Gaia-photometric","","1","1","","13.27","G-Gaia","2024-12-12 04:27:50.400","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168352","AT 2024aeab","23:37:32.310","+47:32:16.95","","","SDSS J233732.44+473217.8","","ALeRCE","ZTF","","ALeRCE","ZTF24abxvtew","P48 - ZTF-Cam","","1","1","","19.8144","r-ZTF","2024-12-14 03:40:47.997","ALeRCE","","2024TNSTR4901....1F","",""
"168351","AT 2024aeaa","22:45:38.331","+19:46:10.06","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mll","PS1 - GPC1","","1","1","","19.73","i-P1","2024-12-14 05:18:08.352","PS1_Bot1","","2024TNSTR4907....1C","",""
"168350","AT 2024adzz","10:07:12.715","-67:31:55.66","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rkf","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.739","orange-ATLAS","2024-12-14 01:26:13.632","ATLAS_Bot1","","2024TNSTR4902....1T","",""
"168349","AT 2024adzy","05:52:13.200","-59:47:30.66","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rke","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.564","orange-ATLAS","2024-12-13 22:20:21.984","ATLAS_Bot1","","2024TNSTR4902....1T","",""
"168348","AT 2024adzx","11:37:08.109","+07:31:53.96","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mlj","PS2 - GPC2","","1","1","","21.45","w-P1","2024-12-13 15:05:00.672","PS1_Bot1","","2024TNSTR4907....1C","",""
"168347","AT 2024adzw","08:48:08.469","+01:34:01.78","","","","","Pan-STARRS, ZTF","Pan-STARRS, ZTF","","Pan-STARRS; ZTF","PS24mlf","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.72","w-P1","2024-12-10 12:31:45.984","PS1_Bot1","","2024TNSTR4907....1C","",""
"168346","AT 2024adzv","02:30:17.686","-29:22:59.51","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24jbl","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3","","1","1","","18.77","L-GOTO","2024-12-14 12:36:03.456","GOTO_bot","","2024TNSTR4906....1O","",""
"168345","AT 2024adzu","11:31:06.795","+21:16:50.97","","","","","ZTF","ZTF","","ZTF","ZTF24abxxniy","P48 - ZTF-Cam","","1","1","","18.7333","g-ZTF","2024-12-14 12:38:50.000","Fritz","","2024TNSTR4911....1R","",""
"168344","AT 2024adzt","22:24:48.012","-49:36:53.40","","","","","GOTO","GOTO","","GOTO","GOTO24jbh","GOTO-S - GOTO-3","","1","1","","18.65","L-GOTO","2024-12-14 10:34:45.120","GOTO_bot","","2024TNSTR4905....1O","",""
"168343","AT 2024adzs","00:55:21.717","-51:32:07.62","","","","","GOTO","GOTO","","GOTO","GOTO24jbk","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.7","L-GOTO","2024-12-14 11:48:28.800","GOTO_bot","","2024TNSTR4905....1O","",""
"168342","AT 2024adzr","09:45:14.366","+44:20:49.59","","","","","ZTF","ZTF","","ZTF","ZTF24abxxfzd","P48 - ZTF-Cam","","1","1","","20.4891","r-ZTF","2024-12-08 11:22:11.999","Fritz","","2024TNSTR4910....1S","",""
"168341","AT 2024adzq","01:15:30.668","-32:41:15.11","","","","","GOTO, BlackGEM","GOTO, BlackGEM","","BlackGEM; GOTO","GOTO24jbi","BG3 - BlackGEM-Cam3, BG4 - BlackGEM-Cam4, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.86","L-GOTO","2024-12-14 11:29:41.280","GOTO_bot","","2024TNSTR4904....1K","",""
"168340","AT 2024adzp","21:55:40.255","-54:52:22.15","","","","","GOTO","GOTO","","GOTO","GOTO24jbg","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.65","L-GOTO","2024-12-14 10:41:16.512","GOTO_bot","","2024TNSTR4906....1O","",""
"168339","AT 2024adzo","08:20:30.781","+03:30:10.78","","","","","ZTF","ZTF","","ZTF","ZTF24abxxafd","P48 - ZTF-Cam","","1","1","","15.6071","r-ZTF","2024-12-14 09:10:46.004","Fritz","","2024TNSTR4911....1R","",""
"168338","AT 2024adzn","00:42:02.091","-09:40:18.22","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24abxvuqw","GOTO-N - GOTO-2, GOTO-S - GOTO-3, P48 - ZTF-Cam","","1","1","","18.2817","g-ZTF","2024-12-14 03:54:33.998","Fritz","","2024TNSTR4910....1S","",""
"168337","AT 2024adzm","23:16:54.194","+26:15:28.98","","","","","ZTF","ZTF","","ZTF","ZTF24abwdwbe","P48 - ZTF-Cam","","1","1","","20.2877","g-ZTF","2024-12-02 06:40:05.998","Fritz","","2024TNSTR4910....1S","",""
"168336","AT 2024adzl","23:38:41.275","+25:39:32.95","","","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","","Pan-STARRS; ZTF","ZTF24abxvnqs","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.2857","g-ZTF","2024-12-09 03:40:31.995","Fritz","","2024TNSTR4910....1S","",""
"168335","AT 2024adzk","01:31:04.382","-06:26:22.95","","","","","ZTF","ZTF","","ZTF","ZTF24abxvvfi","P48 - ZTF-Cam","","1","1","","19.7612","g-ZTF","2024-12-07 04:34:52.999","Fritz","","2024TNSTR4910....1S","",""
"168334","AT 2024adzj","02:39:53.289","+49:09:35.56","","","","","ZTF","ZTF","","ZTF","ZTF24abxvxpa","P48 - ZTF-Cam","","1","1","","20.4648","r-ZTF","2024-12-05 08:51:44.997","Fritz","","2024TNSTR4910....1S","",""
