# t        U        B        V        R       
  7.3900 -17.8631 -17.8161 -17.6406 -17.1709
  7.4234 -17.8653 -17.8203 -17.6465 -17.1766
  7.4570 -17.8674 -17.8246 -17.6527 -17.1824
  7.4907 -17.8697 -17.8288 -17.6584 -17.1879
  7.5246 -17.8719 -17.8332 -17.6646 -17.1937
  7.5587 -17.8740 -17.8371 -17.6699 -17.1989
  7.5929 -17.8759 -17.8412 -17.6755 -17.2042
  7.6272 -17.8777 -17.8449 -17.6805 -17.2091
  7.6617 -17.8792 -17.8486 -17.6858 -17.2141
  7.6964 -17.8804 -17.8520 -17.6907 -17.2189
  7.7312 -17.8818 -17.8555 -17.6956 -17.2237
  7.7662 -17.8828 -17.8590 -17.7007 -17.2286
  7.8013 -17.8839 -17.8622 -17.7053 -17.2333
  7.8366 -17.8848 -17.8653 -17.7101 -17.2381
  7.8721 -17.8855 -17.8685 -17.7151 -17.2431
  7.9077 -17.8862 -17.8718 -17.7204 -17.2482
  7.9435 -17.8872 -17.8751 -17.7254 -17.2533
  7.9794 -17.8879 -17.8786 -17.7309 -17.2586
  8.0155 -17.8888 -17.8817 -17.7358 -17.2636
  8.0518 -17.8897 -17.8849 -17.7407 -17.2686
  8.0882 -17.8905 -17.8880 -17.7457 -17.2737
  8.1248 -17.8911 -17.8911 -17.7507 -17.2787
  8.1616 -17.8913 -17.8945 -17.7564 -17.2841
  8.1985 -17.8925 -17.8978 -17.7615 -17.2893
  8.2356 -17.8932 -17.9011 -17.7667 -17.2945
  8.2729 -17.8935 -17.9041 -17.7716 -17.2994
  8.3103 -17.8936 -17.9069 -17.7764 -17.3044
  8.3479 -17.8940 -17.9100 -17.7817 -17.3096
  8.3857 -17.8951 -17.9134 -17.7872 -17.3150
  8.4236 -17.8955 -17.9168 -17.7931 -17.3208
  8.4617 -17.8961 -17.9197 -17.7978 -17.3256
  8.5000 -17.8965 -17.9228 -17.8033 -17.3310
  8.5385 -17.8971 -17.9257 -17.8082 -17.3359
  8.5771 -17.8978 -17.9292 -17.8140 -17.3416
  8.6159 -17.8981 -17.9321 -17.8193 -17.3467
  8.6549 -17.8998 -17.9358 -17.8246 -17.3518
  8.6941 -17.9019 -17.9401 -17.8303 -17.3572
  8.7334 -17.9026 -17.9433 -17.8344 -17.3614
  8.7729 -17.9017 -17.9451 -17.8372 -17.3645
  8.8126 -17.9003 -17.9465 -17.8401 -17.3677
  8.8525 -17.8990 -17.9482 -17.8438 -17.3715
  8.8925 -17.8976 -17.9501 -17.8482 -17.3760
  8.9328 -17.8965 -17.9521 -17.8526 -17.3806
  8.9732 -17.8955 -17.9541 -17.8570 -17.3853
  9.0138 -17.8945 -17.9562 -17.8614 -17.3899
  9.0546 -17.8928 -17.9581 -17.8661 -17.3949
  9.0955 -17.8916 -17.9599 -17.8705 -17.3995
  9.1367 -17.8915 -17.9624 -17.8751 -17.4042
  9.1780 -17.8918 -17.9654 -17.8800 -17.4093
  9.2196 -17.8909 -17.9679 -17.8845 -17.4140
  9.2613 -17.8878 -17.9686 -17.8877 -17.4178
  9.3032 -17.8862 -17.9696 -17.8909 -17.4214
  9.3453 -17.8851 -17.9719 -17.8954 -17.4260
  9.3875 -17.8848 -17.9744 -17.9002 -17.4311
  9.4300 -17.8829 -17.9761 -17.9040 -17.4354
  9.4727 -17.8803 -17.9770 -17.9069 -17.4389
  9.5155 -17.8778 -17.9778 -17.9099 -17.4424
  9.5586 -17.8747 -17.9790 -17.9137 -17.4467
  9.6018 -17.8726 -17.9800 -17.9174 -17.4509
  9.6453 -17.8703 -17.9811 -17.9210 -17.4553
  9.6889 -17.8676 -17.9823 -17.9249 -17.4597
  9.7328 -17.8649 -17.9834 -17.9288 -17.4641
  9.7768 -17.8624 -17.9843 -17.9323 -17.4683
  9.8210 -17.8598 -17.9851 -17.9358 -17.4725
  9.8655 -17.8562 -17.9863 -17.9399 -17.4771
  9.9101 -17.8538 -17.9871 -17.9434 -17.4813
  9.9550 -17.8513 -17.9880 -17.9470 -17.4856
 10.0000 -17.8479 -17.9892 -17.9511 -17.4901
