recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag
36755155,65.426207,-55.936919,0.130,0.195,20162425,4,21,0.926,0.057,14.012,0.056,14.938,0.012,14.471,0.009,13.743,0.019,13.479,0.028
36755156,65.509757,-55.916930,0.814,0.706,20162425,4,19,0.633,0.085,15.617,0.058,16.250,0.063,15.909,0.011,15.535,0.042,15.463,0.139
36755158,65.478323,-55.859087,0.808,0.978,20132348,3,6,1.167,0.000,16.277,0.000,17.444,0.000,16.911,0.000,15.982,0.000,15.639,0.006
36755159,65.378201,-55.882034,0.207,0.261,20132348,5,23,0.616,0.059,13.297,0.055,13.913,0.021,13.561,0.026,13.194,0.011,13.038,0.018
36755160,65.336226,-55.862433,0.461,0.338,20162425,4,21,0.595,0.075,14.495,0.073,15.090,0.017,14.746,0.008,14.420,0.034,14.276,0.050
36755161,65.367459,-55.856819,0.357,0.309,20132348,5,25,0.792,0.055,13.877,0.052,14.670,0.015,14.246,0.016,13.695,0.022,13.527,0.034
36755162,65.364019,-55.837196,0.668,0.629,20132348,2,15,0.668,0.089,16.053,0.064,16.720,0.061,16.373,0.041,15.995,0.096,15.787,0.148
36755164,65.175344,-55.914932,0.865,0.952,20132348,3,15,0.717,0.063,16.543,0.053,17.260,0.034,16.910,0.039,16.421,0.114,15.765,0.000
36755165,65.186251,-55.932783,0.695,0.848,20162425,4,21,1.018,0.132,15.197,0.048,16.215,0.123,15.741,0.019,14.870,0.029,14.595,0.056
36755166,65.244463,-55.904773,0.462,0.389,20162425,4,21,0.660,0.071,14.748,0.068,15.408,0.021,15.049,0.036,14.606,0.010,14.459,0.048
36755167,65.205343,-55.842605,0.263,0.184,20132348,5,25,0.651,0.055,13.943,0.052,14.594,0.017,14.238,0.025,13.851,0.021,13.736,0.027
36755168,65.061150,-55.867129,0.175,0.337,20162425,4,19,0.743,0.068,14.741,0.057,15.483,0.037,15.095,0.019,14.616,0.011,14.511,0.024
36755169,65.085774,-55.832562,0.688,0.762,20132348,3,18,0.920,0.051,15.975,0.046,16.895,0.022,16.463,0.009,15.802,0.051,15.759,0.233
36755170,65.121178,-55.864766,1.007,0.778,20162425,4,18,0.621,0.153,15.828,0.047,16.449,0.146,16.152,0.133,15.662,0.041,15.640,0.029
36755171,65.177489,-55.832315,0.264,0.374,20162425,4,24,0.578,0.087,14.950,0.082,15.527,0.030,15.202,0.027,14.905,0.020,14.751,0.021
36755172,65.122172,-55.805109,0.278,0.269,20132348,4,17,0.883,0.057,13.711,0.005,14.594,0.057,14.132,0.022,13.431,0.008,13.177,0.026
36755173,65.129761,-55.783040,0.777,0.918,20162425,3,13,0.465,0.063,15.636,0.028,16.101,0.056,15.818,0.058,15.460,0.025,15.297,0.219
36755174,65.218698,-55.821651,0.491,0.828,20162425,4,17,1.159,0.084,15.441,0.036,16.600,0.075,16.082,0.059,15.037,0.024,14.607,0.057
36755176,65.268511,-55.829506,0.466,0.871,20162425,4,21,0.735,0.131,15.080,0.090,15.814,0.096,15.376,0.017,14.900,0.023,14.726,0.041
36755177,65.360749,-55.780893,0.772,0.888,20132348,2,8,1.204,0.000,15.933,0.000,17.137,0.000,16.451,0.137,15.509,0.000,15.114,0.206
36755178,65.284858,-55.768251,0.416,0.302,20162425,3,13,0.850,0.051,14.860,0.012,15.710,0.050,15.215,0.011,14.652,0.032,14.443,0.030
36755179,65.216371,-55.787550,0.233,0.200,20132348,4,19,0.632,0.024,13.267,0.014,13.899,0.019,13.527,0.024,13.125,0.013,13.009,0.012
36755180,65.178842,-55.707936,0.314,0.192,20132348,5,24,0.839,0.026,12.911,0.021,13.750,0.016,13.287,0.026,12.676,0.014,12.444,0.027
36755183,64.844287,-55.931083,0.334,0.505,20162425,4,17,0.647,0.070,14.630,0.065,15.278,0.027,14.941,0.022,14.521,0.017,14.388,0.034
36755186,64.855578,-55.903998,0.987,0.646,20132348,2,9,0.665,0.164,16.095,0.150,16.760,0.067,16.396,0.014,16.076,0.075,15.880,0.000
36755187,64.870565,-55.926538,0.798,0.984,20132348,3,7,1.085,0.000,16.510,0.000,17.596,0.000,17.100,0.068,16.000,0.033,15.389,0.000
36755188,64.992720,-55.917325,0.792,0.384,20132348,3,14,0.940,0.102,15.671,0.097,16.611,0.034,16.162,0.019,15.450,0.016,15.152,0.024
36755189,64.941721,-55.867389,0.324,0.677,20132348,5,22,0.723,0.037,14.675,0.028,15.397,0.024,15.011,0.011,14.509,0.027,14.281,0.036
36755190,64.880805,-55.862750,0.295,0.487,20132348,6,28,0.748,0.038,13.055,0.036,13.803,0.014,13.410,0.014,12.877,0.006,12.669,0.030
36755191,64.901984,-55.876504,0.273,0.158,20132348,6,25,0.943,0.048,13.407,0.042,14.350,0.023,13.848,0.010,13.169,0.016,12.925,0.022
36755192,64.696495,-55.934856,0.589,0.508,20162425,4,17,0.531,0.068,15.038,0.014,15.569,0.067,15.296,0.011,14.982,0.043,14.868,0.040
36755193,64.802639,-55.874911,0.719,0.520,20162425,4,21,0.952,0.050,15.064,0.045,16.016,0.020,15.504,0.013,14.833,0.025,14.552,0.041
36755194,64.724150,-55.831185,0.604,0.722,20162425,4,24,0.603,0.082,15.595,0.046,16.197,0.068,15.865,0.031,15.452,0.034,15.315,0.103
36755195,64.631589,-55.909413,0.252,0.224,20132348,6,31,0.657,0.033,12.038,0.030,12.695,0.014,12.319,0.020,11.906,0.023,11.753,0.009
36755196,64.604283,-55.888333,0.112,0.100,20132348,6,31,0.790,0.040,11.572,0.035,12.362,0.021,11.929,0.017,11.372,0.019,11.186,0.011
36755197,64.679605,-55.867972,0.212,0.173,20132348,6,30,0.491,0.046,12.443,0.040,12.934,0.022,12.633,0.017,12.363,0.017,12.299,0.016
36755198,64.689680,-55.854828,0.356,0.564,20162425,4,21,0.643,0.062,14.994,0.056,15.637,0.027,15.276,0.013,14.901,0.027,14.774,0.059
36755199,64.650779,-55.827501,0.135,0.198,20162425,4,20,0.628,0.050,14.246,0.033,14.874,0.037,14.529,0.008,14.106,0.031,13.976,0.031
36755200,64.757359,-55.786261,0.512,0.499,20162425,3,15,0.732,0.014,15.025,0.000,15.756,0.014,15.318,0.006,14.863,0.043,14.734,0.068
36755201,64.843481,-55.778748,0.633,0.716,20162425,3,12,1.075,0.091,15.810,0.076,16.885,0.049,16.380,0.029,15.471,0.100,15.116,0.074
36755202,64.815021,-55.748251,0.462,0.451,20132348,4,17,0.859,0.043,13.944,0.017,14.803,0.039,14.317,0.012,13.718,0.005,13.439,0.027
36755203,64.698790,-55.803320,0.164,0.145,20162425,3,15,0.500,0.015,13.926,0.015,14.427,0.000,14.125,0.021,13.860,0.030,13.729,0.033
36755204,64.706042,-55.814691,0.882,0.515,20162425,3,15,0.723,0.022,15.332,0.020,16.055,0.009,15.634,0.040,15.200,0.053,15.007,0.078
36755206,64.692971,-55.701811,0.788,0.961,20162425,3,13,0.565,0.006,15.987,0.006,16.552,0.000,16.246,0.036,15.934,0.029,15.963,0.098
36755207,65.039914,-55.825306,0.838,0.696,20132348,2,6,2.055,0.226,16.377,0.000,18.432,0.226,17.395,0.000,16.126,0.000,14.710,0.029
36755208,65.054524,-55.834772,0.273,0.184,20162425,4,25,0.609,0.066,14.370,0.062,14.979,0.025,14.623,0.013,14.248,0.016,14.115,0.024
36755210,65.062738,-55.775350,0.858,0.936,20162425,3,14,0.969,0.117,15.856,0.044,16.825,0.108,16.330,0.008,15.554,0.053,15.314,0.049
36755211,65.092751,-55.786373,0.247,0.277,20132348,5,25,0.708,0.041,12.650,0.020,13.357,0.036,12.943,0.017,12.458,0.020,12.309,0.011
36755212,64.966321,-55.775277,0.231,0.203,20132348,2,10,0.939,0.069,15.034,0.000,15.974,0.069,15.491,0.044,14.601,0.011,14.248,0.057
36755213,64.972328,-55.785362,0.331,0.364,20132348,2,10,0.557,0.049,14.991,0.046,15.549,0.016,15.185,0.023,14.878,0.025,14.775,0.021
36755214,64.981210,-55.788338,0.454,0.776,20162425,3,10,0.596,0.037,15.265,0.035,15.861,0.011,15.471,0.017,15.086,0.012,14.941,0.125
36755216,65.085576,-55.703590,0.767,0.678,20132348,2,9,0.680,0.043,16.262,0.032,16.942,0.028,16.540,0.000,16.249,0.038,16.020,0.000
36755217,65.145970,-55.712639,0.836,0.419,20162425,3,13,0.717,0.117,15.553,0.106,16.270,0.048,15.886,0.060,15.398,0.021,15.216,0.026
36755218,65.148155,-55.665551,0.705,0.428,20162425,3,9,0.943,0.019,16.146,0.019,17.089,0.000,16.588,0.055,15.784,0.077,15.292,0.000
36755219,65.098728,-55.682096,0.618,0.600,20162425,3,15,0.540,0.058,14.834,0.046,15.373,0.036,15.037,0.027,14.755,0.026,14.652,0.071
36755220,65.130648,-55.665237,0.319,0.304,20132348,5,25,0.635,0.032,12.792,0.017,13.427,0.027,13.047,0.019,12.647,0.005,12.499,0.000
36755221,65.010845,-55.690452,0.987,0.448,20162425,3,12,0.607,0.084,15.694,0.028,16.301,0.079,15.889,0.035,15.549,0.006,15.499,0.202
36755222,65.029375,-55.699165,0.161,0.227,20132348,5,25,0.663,0.024,12.212,0.000,12.875,0.024,12.497,0.017,12.063,0.017,11.905,0.016
36755223,64.964955,-55.678713,0.110,0.096,20132348,5,23,0.650,0.028,10.565,0.018,11.214,0.022,10.917,0.067,10.400,0.011,10.260,0.031
36755224,65.083622,-55.627030,0.283,0.289,20162425,3,15,1.018,0.029,14.716,0.013,15.735,0.026,15.171,0.024,14.381,0.028,14.092,0.048
36755225,64.894982,-55.733585,0.119,0.288,20162425,3,15,0.567,0.023,13.989,0.017,14.556,0.015,14.227,0.015,13.867,0.005,13.751,0.029
36755226,64.805613,-55.725595,0.734,0.437,20162425,3,15,0.616,0.076,15.342,0.044,15.958,0.062,15.572,0.014,15.173,0.058,15.067,0.086
36755227,64.818579,-55.730061,0.476,0.258,20132348,2,10,0.702,0.066,15.542,0.066,16.244,0.000,15.885,0.031,15.384,0.008,15.243,0.032
36755228,64.895891,-55.720306,0.299,0.275,20132348,5,25,0.928,0.029,12.513,0.016,13.441,0.024,12.926,0.026,12.228,0.000,11.995,0.012
36755229,64.789089,-55.720253,0.212,0.212,20162425,3,15,0.785,0.021,14.372,0.005,15.157,0.020,14.713,0.017,14.201,0.017,14.077,0.023
36755230,64.752757,-55.664000,0.411,0.442,20162425,3,15,0.657,0.043,14.969,0.014,15.626,0.041,15.249,0.016,14.828,0.020,14.678,0.014
36755231,64.770323,-55.669621,0.902,1.132,20162425,3,9,0.856,0.000,15.967,0.000,16.823,0.000,16.385,0.112,15.791,0.044,15.547,0.000
36755232,64.830994,-55.620438,0.471,0.187,20132348,5,21,0.662,0.010,13.059,0.005,13.721,0.009,13.335,0.022,12.899,0.021,12.771,0.049
36755233,64.851999,-55.632756,0.266,0.578,20132348,4,17,0.682,0.026,13.985,0.015,14.666,0.022,14.283,0.019,13.806,0.005,13.626,0.018
36755234,64.925501,-55.638516,0.096,0.054,20132348,5,25,0.816,0.026,10.844,0.009,11.659,0.024,11.224,0.020,10.631,0.033,10.389,0.036
36755235,64.925270,-55.647114,0.495,0.779,20162425,3,12,0.551,0.053,15.469,0.052,16.020,0.014,15.632,0.028,15.296,0.033,15.120,0.041
36755236,64.934656,-55.666924,0.509,0.779,20162425,3,12,0.521,0.053,15.542,0.010,16.063,0.052,15.711,0.055,15.455,0.058,15.305,0.070
36755237,64.936185,-55.630253,1.086,0.549,20162425,3,15,0.500,0.113,15.245,0.046,15.745,0.103,15.509,0.127,15.105,0.036,14.971,0.039
36755238,64.899344,-55.585983,0.792,0.705,20162425,3,11,0.891,0.147,15.926,0.041,16.817,0.142,16.325,0.017,15.691,0.108,15.477,0.000
36755239,64.919664,-55.582274,0.132,0.185,20162425,3,15,0.715,0.049,13.974,0.026,14.689,0.041,14.263,0.006,13.783,0.015,13.631,0.005
36755241,64.885815,-55.527728,0.232,0.408,20132348,5,22,0.596,0.021,12.861,0.018,13.457,0.011,13.099,0.030,12.714,0.023,12.598,0.014
36755242,65.499163,-55.803349,0.544,0.553,20162425,3,15,0.748,0.074,15.233,0.021,15.980,0.071,15.560,0.071,15.101,0.045,14.876,0.050
36755243,65.515394,-55.811666,0.305,0.315,20162425,4,20,1.006,0.042,14.355,0.036,15.360,0.021,14.837,0.008,14.034,0.023,13.762,0.010
