recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag
7285133,118.983844,60.196500,0.681,0.693,20152507,6,34,0.686,0.192,15.343,0.063,16.029,0.182,15.627,0.024,15.158,0.092,14.971,0.070
7285134,118.907683,60.220994,0.739,0.558,20152507,5,30,0.608,0.085,15.775,0.048,16.383,0.070,16.068,0.029,15.683,0.054,15.555,0.137
7285137,118.859029,60.244773,0.643,0.380,20152507,5,23,0.663,0.051,15.475,0.038,16.138,0.034,15.826,0.033,15.282,0.042,15.053,0.050
7285138,118.910382,60.302795,0.076,0.067,20152507,8,39,0.766,0.108,10.785,0.060,11.551,0.090,11.136,0.021,10.623,0.055,10.488,0.089
7285139,118.704145,60.214954,0.285,0.258,20152507,5,23,1.022,0.119,14.401,0.057,15.423,0.105,14.881,0.028,14.063,0.077,13.766,0.056
7285141,118.678606,60.210635,0.559,1.013,20152507,2,8,0.664,0.100,15.143,0.100,15.807,0.000,15.474,0.014,14.962,0.082,14.646,0.000
7285142,118.681462,60.215459,0.313,0.244,20152507,5,23,0.840,0.105,14.396,0.066,15.236,0.082,14.799,0.028,14.146,0.061,13.885,0.039
7285143,118.678185,60.240203,0.507,0.585,20152507,5,23,0.961,0.138,15.408,0.077,16.368,0.115,15.843,0.038,15.086,0.066,14.854,0.076
7285144,118.543817,60.238277,0.648,0.855,20152507,4,14,0.730,0.031,16.065,0.031,16.795,0.000,16.461,0.013,15.825,0.053,15.635,0.012
7285145,118.569615,60.266019,0.567,0.391,20152507,5,17,0.875,0.032,15.540,0.032,16.416,0.000,15.975,0.030,15.372,0.064,15.089,0.066
7285146,118.575622,60.258379,0.585,0.752,20152507,4,16,0.871,0.060,15.744,0.060,16.615,0.000,16.219,0.040,15.480,0.058,15.223,0.035
7285148,118.672470,60.296271,0.466,0.683,20152507,5,23,0.574,0.119,15.266,0.099,15.840,0.065,15.522,0.020,15.098,0.076,14.908,0.032
7285149,118.621601,60.323903,0.111,0.069,20152507,5,23,1.257,0.110,11.001,0.067,12.257,0.086,11.620,0.021,10.608,0.075,10.219,0.037
7285150,118.719338,60.293377,0.470,0.359,20152507,5,23,1.259,0.114,14.838,0.056,16.096,0.099,15.515,0.037,14.307,0.083,13.757,0.042
7285151,118.790850,60.331895,0.767,0.492,20152507,4,15,0.833,0.142,16.171,0.072,17.004,0.122,16.567,0.040,15.911,0.075,15.765,0.000
7285152,118.713879,60.331946,0.194,0.112,20152507,5,23,0.707,0.101,13.560,0.063,14.267,0.080,13.892,0.038,13.372,0.071,13.190,0.045
7285153,118.640223,60.323081,0.307,0.202,20152507,5,23,0.855,0.119,14.278,0.070,15.133,0.097,14.702,0.032,14.024,0.071,13.755,0.051
7285155,119.059172,60.304077,1.374,0.348,20152507,2,7,0.587,0.036,15.298,0.036,15.885,0.000,15.538,0.000,14.999,0.000,14.808,0.101
7285156,119.059379,60.304111,0.570,0.452,20152507,4,21,0.498,0.034,15.285,0.034,15.783,0.000,15.588,0.017,15.026,0.032,14.869,0.077
7285161,119.050132,60.377267,0.361,0.660,20152507,5,29,0.832,0.044,15.540,0.044,16.372,0.008,15.969,0.018,15.297,0.058,15.043,0.113
7285162,118.960471,60.391288,0.080,0.072,20152507,8,41,0.697,0.122,11.055,0.078,11.753,0.093,11.394,0.106,10.933,0.093,10.810,0.116
7285164,118.982266,60.410842,0.670,0.869,20152507,5,28,0.766,0.148,16.000,0.078,16.766,0.125,16.408,0.050,15.757,0.063,15.684,0.117
7285165,119.132306,60.375376,0.592,0.991,20152507,5,23,0.747,0.158,16.255,0.050,17.002,0.150,16.581,0.032,16.001,0.087,15.759,0.165
7285166,119.137931,60.388800,0.434,0.343,20152507,6,40,0.957,0.134,14.310,0.066,15.267,0.116,14.771,0.027,14.023,0.063,13.739,0.045
7285170,119.138495,60.427891,0.403,0.722,20152507,6,35,0.586,0.053,15.197,0.049,15.783,0.020,15.508,0.034,15.013,0.044,14.906,0.100
7285171,119.160293,60.442725,0.152,0.180,20152507,7,45,0.815,0.128,13.546,0.072,14.361,0.105,13.955,0.068,13.359,0.072,13.177,0.061
7285173,119.028771,60.420685,0.483,0.454,20152507,6,31,1.800,0.075,15.673,0.075,17.472,0.000,16.491,0.073,15.026,0.082,14.322,0.071
7285174,119.058043,60.442181,0.292,0.322,20152507,6,40,0.748,0.104,14.496,0.065,15.244,0.081,14.863,0.032,14.283,0.063,14.101,0.059
7285175,119.067442,60.435227,0.079,0.066,20152507,8,50,0.922,0.114,11.580,0.063,12.502,0.095,12.044,0.075,11.362,0.070,11.211,0.083
7285177,119.021231,60.446730,0.283,0.204,20152507,6,40,1.017,0.131,14.365,0.049,15.382,0.121,14.861,0.016,14.070,0.059,13.825,0.066
7285180,119.074956,60.481469,0.470,0.459,20152507,6,31,0.746,0.065,15.427,0.065,16.173,0.000,15.799,0.037,15.187,0.048,15.009,0.085
7285181,119.071383,60.492453,0.220,0.146,20152507,7,45,1.468,0.147,13.724,0.075,15.192,0.126,14.541,0.080,13.135,0.078,12.577,0.089
7285182,119.091412,60.488885,0.571,0.808,20152507,5,28,1.320,0.052,15.940,0.052,17.259,0.000,16.670,0.036,15.353,0.066,14.908,0.082
7285183,118.853926,60.363022,0.082,0.090,20152507,7,37,0.713,0.109,10.686,0.065,11.399,0.088,11.033,0.088,10.550,0.076,10.407,0.107
7285184,118.893634,60.358130,0.472,0.490,20152507,5,31,0.711,0.079,15.293,0.059,16.004,0.053,15.637,0.045,15.122,0.088,14.895,0.036
7285185,118.898099,60.390169,0.354,0.422,20152507,5,29,0.758,0.087,15.395,0.069,16.153,0.052,15.802,0.022,15.140,0.063,14.921,0.065
7285186,118.830257,60.373480,0.172,0.218,20152507,5,32,1.246,0.171,14.171,0.057,15.416,0.161,14.764,0.025,13.769,0.068,13.410,0.037
7285187,118.837037,60.425664,0.575,0.574,20152507,5,25,0.594,0.060,15.089,0.058,15.683,0.017,15.408,0.049,14.920,0.050,14.786,0.068
7285188,118.860259,60.411721,0.843,0.600,20152507,4,17,0.961,0.088,16.229,0.085,17.190,0.021,16.756,0.031,15.840,0.044,15.580,0.066
7285190,118.885148,60.429416,0.286,0.264,20152507,5,36,1.072,0.161,14.528,0.038,15.600,0.157,15.023,0.032,14.212,0.076,13.889,0.067
7285191,118.888930,60.461969,0.871,0.758,20152507,3,8,0.551,0.049,16.613,0.049,17.165,0.000,17.109,0.022,16.180,0.035,15.828,0.000
7285192,118.781783,60.433834,0.074,0.108,20152507,5,23,0.638,0.112,12.303,0.068,12.941,0.089,12.609,0.026,12.161,0.067,11.990,0.036
7285193,118.851866,60.483495,0.438,0.630,20152507,5,27,0.951,0.160,15.496,0.059,16.446,0.149,16.010,0.033,15.116,0.069,14.851,0.058
7285194,118.855661,60.466337,0.282,0.324,20152507,5,29,0.870,0.068,14.930,0.065,15.800,0.021,15.393,0.029,14.639,0.058,14.352,0.059
7285196,118.973374,60.486736,0.277,0.292,20152507,6,35,0.622,0.071,14.777,0.049,15.399,0.052,15.077,0.032,14.626,0.055,14.478,0.062
7285197,118.981132,60.493120,0.633,0.788,20152507,5,22,1.240,0.120,16.299,0.120,17.539,0.000,16.835,0.049,15.912,0.082,15.458,0.164
7285198,118.905897,60.484297,0.706,0.706,20152507,4,25,0.815,0.037,15.925,0.037,16.740,0.000,16.424,0.046,15.579,0.059,15.331,0.076
7285200,119.050563,60.532575,0.191,0.184,20152507,7,45,1.077,0.117,13.921,0.063,14.998,0.099,14.503,0.089,13.558,0.068,13.221,0.090
7285205,118.503689,60.300538,0.374,0.303,20152507,5,23,1.061,0.088,14.869,0.072,15.930,0.050,15.394,0.039,14.521,0.058,14.199,0.046
7285206,118.524871,60.279736,0.707,0.869,20152507,4,13,0.734,0.182,15.910,0.063,16.645,0.171,16.261,0.036,15.743,0.018,15.494,0.000
7285207,118.527136,60.317804,0.341,0.428,20152507,5,19,1.289,0.046,15.349,0.046,16.638,0.000,16.011,0.035,14.849,0.078,14.413,0.059
7285208,118.568386,60.313826,0.193,0.209,20152507,5,23,0.933,0.130,14.092,0.075,15.025,0.106,14.512,0.028,13.814,0.071,13.551,0.034
7285210,118.430748,60.359826,0.146,0.130,20152507,5,23,1.073,0.120,13.324,0.069,14.397,0.098,13.864,0.026,12.944,0.063,12.585,0.048
7285211,118.449300,60.374183,0.375,0.381,20152507,5,23,1.029,0.063,14.698,0.056,15.727,0.029,15.222,0.040,14.339,0.070,13.955,0.034
7285212,118.401788,60.375949,0.463,0.750,20152507,5,20,0.884,0.156,15.760,0.064,16.644,0.142,16.198,0.054,15.474,0.062,15.211,0.080
7285213,118.661962,60.411538,0.305,0.234,20152507,5,23,0.639,0.111,14.663,0.077,15.301,0.080,14.968,0.024,14.470,0.065,14.250,0.087
7285214,118.570816,60.438956,0.462,0.367,20152507,5,23,0.710,0.123,15.187,0.027,15.897,0.120,15.566,0.049,14.946,0.043,14.716,0.046
7285216,118.552548,60.469622,0.181,0.289,20152507,5,23,0.790,0.123,14.150,0.081,14.939,0.093,14.522,0.040,13.921,0.067,13.685,0.035
7285217,118.297627,60.372189,0.712,0.510,20152507,5,23,0.708,0.165,15.332,0.077,16.040,0.146,15.664,0.025,15.090,0.048,14.913,0.061
7285218,118.265233,60.404602,0.562,0.414,20152507,5,19,0.837,0.154,15.432,0.053,16.269,0.145,15.819,0.069,15.203,0.063,15.000,0.104
7285219,118.298068,60.432240,0.462,0.353,20152507,5,23,0.903,0.099,15.144,0.040,16.047,0.090,15.583,0.061,14.919,0.075,14.669,0.073
7285220,118.311569,60.465400,0.352,0.219,20152507,5,23,0.583,0.117,14.609,0.062,15.193,0.099,14.862,0.027,14.483,0.042,14.307,0.058
7285221,118.319310,60.452621,0.522,0.397,20152507,5,23,0.726,0.132,15.099,0.094,15.825,0.093,15.442,0.080,14.873,0.052,14.680,0.060
7285222,118.208939,60.422128,0.592,0.567,20152507,4,16,0.935,0.105,15.880,0.066,16.815,0.081,16.305,0.037,15.600,0.047,15.399,0.008
7285223,118.225022,60.392834,0.118,0.149,20152507,5,23,0.617,0.105,13.679,0.065,14.296,0.083,13.964,0.032,13.517,0.045,13.375,0.027
7285225,118.220250,60.438976,0.088,0.060,20152507,5,23,1.163,0.115,12.413,0.062,13.577,0.096,12.982,0.034,12.053,0.064,11.682,0.035
7285226,118.253920,60.435424,0.166,0.362,20152507,5,23,0.837,0.099,14.479,0.067,15.316,0.073,14.890,0.035,14.222,0.062,13.951,0.016
7285227,118.175583,60.469585,0.440,0.392,20152507,5,21,1.504,0.069,14.974,0.069,16.478,0.000,15.799,0.030,14.365,0.086,13.507,0.038
7285228,118.206694,60.448575,0.080,0.108,20152507,5,23,0.701,0.114,12.990,0.060,13.691,0.097,13.313,0.039,12.820,0.056,12.624,0.045
7285230,118.275082,60.448800,0.057,0.098,20152507,5,23,0.443,0.099,10.522,0.065,10.965,0.075,10.733,0.034,10.487,0.054,10.441,0.045
7285231,118.180059,60.480350,0.376,0.518,20152507,5,23,0.924,0.116,15.026,0.046,15.951,0.106,15.486,0.041,14.694,0.072,14.426,0.039
7285232,118.224100,60.481199,0.078,0.104,20152507,5,23,0.766,0.105,12.843,0.065,13.609,0.083,13.209,0.034,12.637,0.057,12.406,0.041
7285233,118.240161,60.490951,1.268,0.876,20152507,4,7,0.976,0.000,15.782,0.000,16.758,0.000,16.274,0.000,15.220,0.000,14.722,0.067
7285234,118.319719,60.489749,0.452,0.510,20152507,5,21,0.890,0.093,15.194,0.056,16.084,0.074,15.666,0.051,14.917,0.058,14.661,0.101
7285235,118.363162,60.476156,0.219,0.310,20152507,5,23,0.948,0.116,14.093,0.058,15.041,0.100,14.557,0.040,13.800,0.078,13.531,0.042
7285237,118.284322,60.506252,0.657,0.890,20152507,4,18,0.824,0.088,16.063,0.082,16.886,0.030,16.563,0.051,15.676,0.038,15.417,0.201
7285238,118.308727,60.540875,0.210,0.181,20152507,5,23,1.099,0.097,14.096,0.066,15.196,0.070,14.667,0.032,13.691,0.078,13.362,0.048
7285239,118.329426,60.552851,0.348,0.507,20152507,4,16,0.755,0.107,15.541,0.055,16.296,0.092,15.953,0.030,15.327,0.050,15.078,0.076
7285240,118.390735,60.568872,0.129,0.108,20152507,5,23,0.909,0.090,13.815,0.066,14.723,0.061,14.252,0.043,13.541,0.063,13.253,0.027
7285241,118.280075,60.569108,0.078,0.105,20152507,5,23,0.725,0.101,12.937,0.053,13.661,0.086,13.290,0.036,12.749,0.056,12.530,0.038
7285242,118.297090,60.578443,1.005,0.783,20152507,4,16,0.698,0.125,16.226,0.067,16.924,0.105,16.599,0.055,16.008,0.141,15.727,0.197
7285244,118.306505,60.619070,0.183,0.115,20152507,5,23,0.960,0.088,13.627,0.058,14.587,0.066,14.092,0.037,13.318,0.064,13.020,0.036
7285245,118.619143,60.488530,0.289,0.460,20152507,5,23,0.575,0.106,14.682,0.056,15.257,0.090,14.944,0.040,14.533,0.041,14.382,0.055
7285247,118.718333,60.516012,0.536,0.792,20152507,4,16,0.976,0.075,16.017,0.075,16.993,0.000,16.564,0.018,15.718,0.072,15.337,0.081
7285248,118.649602,60.525885,0.257,0.167,20152507,5,23,1.322,0.146,13.427,0.075,14.749,0.126,14.079,0.035,12.974,0.081,12.598,0.038
7285249,118.677761,60.561959,0.228,0.230,20152507,5,23,0.657,0.111,14.207,0.067,14.863,0.088,14.523,0.049,14.048,0.063,13.842,0.043
7285250,118.613214,60.524055,0.187,0.233,20152507,5,23,0.729,0.115,13.926,0.059,14.655,0.099,14.274,0.036,13.743,0.057,13.551,0.039
7285251,118.546564,60.530402,0.825,0.370,20152507,4,16,0.885,0.093,16.164,0.093,17.049,0.000,16.659,0.091,15.916,0.111,15.552,0.055
7285252,118.549715,60.562998,0.441,0.527,20152507,4,18,0.705,0.088,15.812,0.061,16.516,0.064,16.147,0.039,15.636,0.100,15.371,0.047
7285254,118.585502,60.618085,0.518,0.752,20152507,4,17,0.811,0.145,15.720,0.094,16.531,0.110,16.107,0.041,15.545,0.078,15.204,0.086
7285256,118.767041,60.566259,0.190,0.252,20152507,5,23,0.691,0.103,14.095,0.060,14.786,0.084,14.433,0.030,13.925,0.072,13.687,0.044
7285257,118.798977,60.580920,0.594,0.632,20152507,5,19,0.751,0.066,15.557,0.059,16.308,0.029,15.948,0.046,15.333,0.086,15.038,0.119
7285258,118.808481,60.591631,0.297,0.276,20152507,5,28,0.949,0.128,14.439,0.052,15.389,0.117,14.881,0.040,14.171,0.081,13.918,0.054
7285260,118.777637,60.603603,0.582,0.938,20152507,4,18,1.153,0.107,15.961,0.098,17.114,0.043,16.540,0.031,15.542,0.095,15.258,0.130
7285262,118.705297,60.604907,0.802,0.685,20152507,4,17,0.753,0.208,15.882,0.045,16.635,0.204,16.293,0.033,15.594,0.088,15.284,0.121
7285264,118.612663,60.647702,0.914,0.547,20152507,4,18,0.524,0.115,15.969,0.103,16.493,0.050,16.268,0.034,15.732,0.081,15.491,0.126
7285265,118.660358,60.637717,0.435,0.445,20152507,5,22,0.883,0.225,15.168,0.066,16.051,0.215,15.560,0.042,14.915,0.081,14.644,0.047
7285266,118.717867,60.673315,0.588,0.636,20152507,5,22,0.745,0.158,15.371,0.108,16.116,0.115,15.730,0.068,15.159,0.071,14.951,0.069
7285267,118.739492,60.667170,0.063,0.062,20152507,5,23,0.939,0.123,12.865,0.077,13.804,0.095,13.326,0.034,12.577,0.069,12.269,0.036
7285268,118.748338,60.659601,0.571,0.551,20152507,5,21,0.988,0.029,15.397,0.029,16.385,0.000,15.939,0.054,15.056,0.072,14.714,0.061
7285269,118.505340,60.547994,0.113,0.128,20152507,5,23,0.703,0.118,13.304,0.066,14.007,0.098,13.640,0.038,13.132,0.057,12.936,0.040
7285271,118.482442,60.660374,0.201,0.406,20152507,5,23,1.217,0.177,14.299,0.061,15.516,0.166,14.927,0.021,13.818,0.080,13.381,0.045
7285272,118.415624,60.621509,0.311,0.383,20152507,5,23,0.817,0.129,14.764,0.050,15.581,0.118,15.153,0.047,14.524,0.055,14.279,0.023
7285273,118.417118,60.635168,0.619,0.487,20152507,5,22,0.767,0.176,15.567,0.124,16.334,0.125,15.888,0.069,15.315,0.029,15.062,0.111
7285274,118.596155,60.643189,0.504,0.751,20152507,5,16,0.960,0.115,16.061,0.085,17.022,0.078,16.523,0.049,15.774,0.133,15.492,0.012
7285275,118.602557,60.672168,0.450,0.557,20152507,5,21,1.004,0.099,15.248,0.074,16.252,0.065,15.770,0.051,14.921,0.104,14.615,0.053
7285276,118.542495,60.691722,0.065,0.060,20152507,5,23,0.827,0.119,12.690,0.060,13.516,0.103,13.092,0.053,12.454,0.056,12.219,0.034
7285277,118.558464,60.672125,0.241,0.176,20152507,5,23,0.832,0.099,14.246,0.066,15.078,0.074,14.652,0.032,13.995,0.066,13.711,0.053
7285278,118.627591,60.702531,0.057,0.085,20152507,5,23,0.451,0.130,11.753,0.073,12.205,0.108,11.954,0.046,11.690,0.067,11.612,0.054
7285279,118.634388,60.737091,0.861,0.433,20152507,5,16,1.166,0.093,15.682,0.093,16.848,0.000,16.273,0.080,15.224,0.074,14.778,0.082
7285284,118.426496,60.720226,0.454,0.362,20152507,5,23,0.640,0.074,15.284,0.063,15.924,0.040,15.597,0.034,15.111,0.054,14.857,0.065
7285286,118.548941,60.740379,0.050,0.076,20152507,5,23,0.700,0.101,12.531,0.063,13.231,0.079,12.856,0.037,12.356,0.063,12.177,0.039
7285287,118.474157,60.755025,0.456,0.629,20152507,5,23,0.890,0.101,15.349,0.047,16.239,0.089,15.764,0.023,15.071,0.040,14.877,0.099
7285338,118.014928,60.364414,0.042,0.088,20152507,5,23,0.682,0.115,12.221,0.061,12.903,0.098,12.533,0.038,12.057,0.051,11.877,0.038
7285339,118.074894,60.385312,0.608,0.549,20152507,4,23,0.750,0.084,15.745,0.054,16.495,0.064,16.077,0.021,15.504,0.078,15.312,0.113
7285342,117.982894,60.397517,0.220,0.232,20152507,5,23,0.797,0.088,14.365,0.057,15.161,0.068,14.750,0.032,14.168,0.048,13.954,0.050
7285343,117.996542,60.390395,0.950,0.552,20152507,5,19,0.898,0.189,15.898,0.125,16.796,0.143,16.347,0.033,15.505,0.123,15.167,0.182
7285344,117.998187,60.378287,0.064,0.086,20152507,5,23,0.589,0.102,11.444,0.062,12.033,0.081,11.712,0.035,11.325,0.051,11.178,0.048
7285345,118.015233,60.409688,0.398,0.805,20152507,3,11,0.338,0.118,16.173,0.118,16.511,0.000,16.434,0.033,16.081,0.061,16.006,0.000
7285346,118.070944,60.404983,0.110,0.096,20152507,5,23,0.804,0.093,13.087,0.063,13.891,0.068,13.470,0.037,12.863,0.056,12.640,0.048
7285347,118.103104,60.421781,1.655,0.867,20152507,2,8,0.843,0.176,16.231,0.175,17.074,0.017,16.689,0.021,16.174,0.000,16.000,0.000
7285350,117.988715,60.496773,0.079,0.102,20152507,5,23,0.497,0.098,10.924,0.059,11.421,0.078,11.144,0.033,10.852,0.049,10.757,0.049
7285466,118.056315,60.497196,0.272,0.464,20152507,5,20,0.956,0.063,14.978,0.063,15.934,0.006,15.466,0.051,14.672,0.058,14.329,0.081
7285467,118.083090,60.472187,0.436,0.415,20152507,5,23,0.775,0.135,15.104,0.078,15.879,0.109,15.491,0.056,14.874,0.037,14.659,0.068
7285468,118.149565,60.505899,0.635,0.607,20152507,5,23,0.959,0.101,15.216,0.101,16.175,0.011,15.681,0.028,14.878,0.074,14.578,0.055
7285469,118.161317,60.523620,0.514,0.760,20152507,4,16,0.493,0.162,16.114,0.093,16.606,0.133,16.387,0.023,15.959,0.105,15.734,0.049
7285470,118.162839,60.537219,0.114,0.073,20152507,5,23,0.821,0.099,12.504,0.056,13.326,0.081,12.895,0.041,12.292,0.056,12.041,0.042
7285473,118.069005,60.536855,0.745,0.467,20152507,4,11,1.017,0.115,15.961,0.115,16.979,0.000,16.500,0.006,15.459,0.040,15.090,0.000
7285475,118.220001,60.554059,0.975,0.578,20152507,4,14,0.651,0.102,15.546,0.101,16.197,0.011,15.901,0.048,15.250,0.084,15.024,0.097
7285477,118.162713,60.581802,0.799,0.634,20152507,4,17,0.786,0.111,15.929,0.053,16.715,0.097,16.313,0.042,15.763,0.121,15.507,0.157
7285479,118.193634,60.648174,0.321,0.299,20152507,5,23,0.811,0.082,14.392,0.057,15.203,0.060,14.788,0.046,14.160,0.049,13.937,0.043
7285480,118.239163,60.644245,0.135,0.154,20152507,5,23,0.689,0.095,13.718,0.053,14.407,0.079,14.035,0.038,13.538,0.053,13.370,0.058
7285481,118.099488,60.593180,0.250,0.148,20152507,5,23,0.651,0.098,13.686,0.056,14.336,0.080,13.990,0.048,13.533,0.048,13.366,0.051
7285482,118.024659,60.626346,0.402,0.638,20152507,5,20,0.776,0.051,15.418,0.040,16.194,0.031,15.882,0.055,15.141,0.068,14.881,0.128
7285483,118.129447,60.640282,0.322,0.214,20152507,5,23,0.597,0.098,14.400,0.046,14.997,0.087,14.677,0.047,14.245,0.043,14.084,0.052
7285484,118.144273,60.665261,0.789,0.623,20152507,4,17,1.000,0.092,15.942,0.079,16.942,0.048,16.405,0.041,15.684,0.126,15.379,0.046
7285485,118.169801,60.645109,0.548,0.638,20152507,4,18,1.252,0.099,15.528,0.065,16.779,0.074,16.209,0.026,14.966,0.093,14.475,0.051
7285486,118.156863,60.686948,0.075,0.082,20152507,5,23,0.720,0.098,12.047,0.057,12.767,0.080,12.385,0.041,11.884,0.055,11.692,0.041
7285487,118.167699,60.685596,0.471,0.182,20152507,2,6,0.805,0.000,14.045,0.000,14.850,0.000,14.354,0.000,13.791,0.000,13.467,0.010
7285488,118.175071,60.672718,0.443,0.383,20152507,5,23,0.792,0.147,14.738,0.068,15.530,0.131,15.138,0.072,14.457,0.064,14.202,0.054
7285497,117.988551,60.653914,0.323,0.374,20152507,4,18,1.353,0.183,15.617,0.086,16.970,0.161,16.379,0.038,15.011,0.107,14.409,0.056
7285499,117.978249,60.690339,0.218,0.464,20152507,4,18,1.263,0.154,14.784,0.043,16.046,0.148,15.392,0.059,14.388,0.066,14.105,0.039
7285500,117.992572,60.701023,0.590,0.870,20152507,4,17,0.705,0.124,15.845,0.071,16.549,0.102,16.164,0.055,15.624,0.115,15.371,0.022
7285501,118.057674,60.678661,0.278,0.153,20152507,5,23,1.089,0.110,14.208,0.049,15.297,0.098,14.773,0.047,13.802,0.057,13.402,0.051
7285507,117.956745,60.759351,0.175,0.098,20152507,5,23,0.745,0.102,13.993,0.049,14.738,0.090,14.343,0.041,13.812,0.063,13.590,0.062
7285510,118.230814,60.689357,0.265,0.312,20152507,5,23,0.934,0.080,14.488,0.064,15.422,0.048,14.930,0.037,14.176,0.065,13.845,0.030
7285511,118.255151,60.677472,0.277,0.343,20152507,5,21,0.926,0.068,14.745,0.057,15.671,0.037,15.194,0.039,14.470,0.069,14.202,0.042
7285512,118.292179,60.727935,0.806,0.677,20152507,4,15,0.539,0.078,16.420,0.078,16.960,0.000,16.737,0.080,16.190,0.040,15.918,0.037
7285513,118.182662,60.689520,0.743,0.641,20152507,4,17,0.582,0.178,16.073,0.067,16.655,0.165,16.432,0.090,15.860,0.058,15.675,0.033
7285514,118.186060,60.702681,0.093,0.116,20152507,5,23,1.197,0.131,13.285,0.053,14.483,0.120,13.925,0.035,12.816,0.077,12.406,0.030
7285515,118.140990,60.720499,0.118,0.073,20152507,5,23,1.183,0.126,13.211,0.064,14.394,0.108,13.837,0.026,12.739,0.075,12.324,0.040
7285516,118.147650,60.737557,0.586,0.877,20152507,4,16,0.657,0.105,15.949,0.094,16.606,0.047,16.341,0.023,15.834,0.139,15.711,0.014
7285517,118.169979,60.739822,0.414,0.859,20152507,4,16,0.418,0.030,15.759,0.029,16.177,0.008,15.947,0.043,15.698,0.058,15.846,0.150
7285518,118.214709,60.741828,0.639,0.467,20152507,5,22,0.694,0.150,15.052,0.083,15.746,0.125,15.375,0.025,14.820,0.046,14.571,0.081
7285521,118.226909,60.765978,0.615,0.608,20152507,4,16,0.974,0.080,15.780,0.080,16.754,0.000,16.230,0.069,15.510,0.088,15.198,0.103
7285522,118.255948,60.757597,1.070,0.883,20152507,4,10,0.606,0.134,16.016,0.134,16.622,0.000,16.278,0.028,15.932,0.021,15.840,0.040
7285524,118.361933,60.734984,0.783,0.787,20152507,4,15,0.750,0.076,15.903,0.076,16.653,0.000,16.265,0.076,15.666,0.047,15.511,0.070
7285525,118.374771,60.770496,0.465,0.430,20152507,4,16,1.515,0.043,15.699,0.043,17.214,0.000,16.525,0.074,15.110,0.083,14.295,0.096
7285528,118.390473,60.849147,0.052,0.052,20152507,5,23,0.883,0.108,12.394,0.059,13.277,0.090,12.816,0.034,12.143,0.064,11.899,0.046
7285529,118.284471,60.796172,0.116,0.112,20152507,5,23,0.667,0.109,13.163,0.054,13.830,0.095,13.478,0.043,12.992,0.053,12.817,0.025
7285531,118.332588,60.830633,0.595,0.387,20152507,5,23,0.594,0.105,15.190,0.037,15.784,0.098,15.446,0.054,15.054,0.074,14.871,0.071
7285532,118.308964,60.867165,0.357,0.434,20152507,5,23,0.766,0.085,14.773,0.059,15.539,0.061,15.136,0.044,14.552,0.056,14.395,0.107
7285533,118.119488,60.770024,0.448,0.763,20152507,4,18,0.916,0.109,15.671,0.058,16.587,0.093,16.156,0.034,15.300,0.051,15.049,0.044
7285534,118.028284,60.774325,0.805,0.746,20152507,3,13,0.763,0.074,16.069,0.074,16.832,0.000,16.461,0.099,15.809,0.044,15.602,0.025
7285535,118.053203,60.775200,0.380,0.368,20152507,5,17,1.625,0.080,15.613,0.080,17.239,0.000,16.354,0.006,14.943,0.111,13.514,0.039
7285536,118.070928,60.803229,0.387,0.321,20152507,5,23,0.567,0.092,14.618,0.045,15.185,0.080,14.886,0.048,14.474,0.046,14.321,0.034
7285538,118.100023,60.811231,0.116,0.079,20152507,5,23,1.307,0.110,12.060,0.058,13.367,0.093,12.710,0.046,11.647,0.071,11.227,0.034
7285539,118.122239,60.810351,0.321,0.625,20152507,5,19,0.736,0.064,15.356,0.059,16.091,0.025,15.714,0.047,15.142,0.053,14.918,0.137
7285540,118.091753,60.845090,0.235,0.687,20152507,5,23,0.655,0.094,15.069,0.058,15.725,0.074,15.359,0.042,14.853,0.045,14.618,0.091
7285541,118.101714,60.823984,0.062,0.100,20152507,5,23,0.597,0.101,12.093,0.054,12.690,0.085,12.366,0.040,11.964,0.051,11.816,0.043
7285543,118.001179,60.799192,0.460,0.552,20152507,5,21,0.831,0.092,15.258,0.056,16.089,0.073,15.697,0.042,14.982,0.055,14.644,0.071
7285544,118.012543,60.778776,0.886,0.471,20152507,4,13,0.610,0.241,16.122,0.036,16.732,0.239,16.414,0.053,15.927,0.067,15.668,0.000
7285545,118.045020,60.862883,0.675,0.743,20152507,4,17,0.815,0.175,15.550,0.027,16.365,0.173,15.870,0.027,15.377,0.039,15.208,0.044
7285546,117.997874,60.875452,0.413,0.341,20152507,5,20,0.674,0.081,15.241,0.072,15.914,0.038,15.574,0.043,15.023,0.073,14.853,0.100
7285547,118.157780,60.835709,0.258,0.227,20152507,5,23,0.752,0.113,14.397,0.070,15.149,0.089,14.745,0.040,14.196,0.063,14.002,0.033
7285548,118.189398,60.835501,0.470,1.115,20152507,5,20,0.779,0.145,15.564,0.075,16.343,0.124,15.875,0.033,15.350,0.083,15.173,0.072
7285549,118.195732,60.841489,0.269,0.326,20152507,5,23,0.747,0.119,14.709,0.051,15.456,0.107,15.048,0.053,14.512,0.049,14.336,0.037
7285550,118.125623,60.851932,0.546,0.553,20152507,4,16,0.853,0.148,16.090,0.084,16.943,0.122,16.568,0.038,15.868,0.063,15.534,0.022
