recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag
7280905,121.521706,59.696724,0.659,0.717,20152436,6,23,0.477,0.171,15.469,0.045,15.946,0.165,15.702,0.162,15.315,0.046,15.094,0.107
7280907,121.567381,59.786311,0.933,0.546,20152436,4,12,0.714,0.069,16.025,0.069,16.739,0.000,16.373,0.045,15.837,0.051,15.685,0.000
7280908,121.456557,59.763346,0.126,0.164,20152436,8,37,0.511,0.151,12.912,0.048,13.424,0.143,13.122,0.165,12.788,0.060,12.651,0.069
7280910,121.393210,59.773818,0.560,0.660,20152436,6,23,0.321,0.039,15.449,0.039,15.770,0.000,15.664,0.187,15.255,0.030,15.016,0.089
7280911,121.428341,59.807149,0.444,0.670,20152436,6,20,1.046,0.030,15.490,0.030,16.536,0.000,15.840,0.164,15.165,0.053,14.902,0.051
7280913,121.505134,59.843793,0.408,0.567,20152436,7,29,0.967,0.219,14.479,0.052,15.446,0.213,14.896,0.176,14.116,0.044,13.820,0.044
7280914,121.133171,59.598711,0.759,0.754,20152436,7,27,0.804,0.226,15.031,0.081,15.835,0.211,15.400,0.118,14.732,0.058,14.446,0.061
7280917,121.047646,59.616831,0.364,0.674,20152436,6,24,0.601,0.160,15.145,0.071,15.746,0.143,15.302,0.162,14.982,0.037,14.765,0.112
7280919,121.187065,59.647069,0.652,0.693,20152436,6,25,0.389,0.094,15.409,0.061,15.799,0.071,15.519,0.156,15.196,0.074,15.001,0.063
7280920,121.245069,59.663384,0.859,0.750,20152436,6,22,0.358,0.038,15.680,0.038,16.038,0.000,15.935,0.165,15.419,0.016,15.245,0.102
7280921,121.269304,59.668121,0.580,0.588,20152436,5,18,1.113,0.045,15.580,0.045,16.692,0.000,15.889,0.165,15.309,0.044,15.174,0.025
7280922,121.164930,59.673425,0.386,0.332,20152436,7,32,0.621,0.182,14.493,0.089,15.114,0.158,14.740,0.181,14.307,0.060,14.116,0.125
7280928,121.103861,59.677720,0.378,0.468,20152436,6,23,0.228,0.176,15.059,0.047,15.288,0.169,15.104,0.176,14.982,0.052,14.840,0.083
7280930,121.040632,59.698041,0.300,0.447,20152436,7,29,0.738,0.182,14.746,0.048,15.484,0.176,15.069,0.182,14.475,0.051,14.172,0.045
7280934,120.936225,59.676961,0.408,0.228,20152436,7,30,1.130,0.233,14.486,0.041,15.617,0.229,15.077,0.214,13.965,0.055,13.527,0.076
7280939,120.794268,59.687340,0.337,0.435,20152436,7,32,0.529,0.161,14.274,0.044,14.803,0.155,14.477,0.187,14.135,0.061,13.972,0.126
7280940,120.844034,59.713717,0.077,0.097,20152436,8,37,0.596,0.163,12.129,0.045,12.726,0.157,12.362,0.173,11.981,0.064,11.827,0.076
7280942,120.837909,59.756013,0.361,0.238,20152436,7,28,0.254,0.165,14.140,0.049,14.394,0.157,14.244,0.120,14.163,0.035,14.158,0.068
7280943,121.003087,59.691702,0.120,0.124,20152436,8,37,1.042,0.163,12.450,0.043,13.492,0.158,12.926,0.184,12.101,0.060,11.761,0.084
7280945,120.974488,59.777307,0.274,0.390,20152436,7,31,0.649,0.184,14.446,0.059,15.096,0.174,14.745,0.197,14.283,0.049,14.086,0.037
7280946,121.012709,59.774492,0.130,0.143,20152436,8,35,0.920,0.181,13.082,0.047,14.002,0.174,13.525,0.193,12.701,0.061,12.402,0.086
7280948,120.896190,59.838875,0.478,0.344,20152436,7,32,0.570,0.172,14.171,0.032,14.740,0.169,14.411,0.192,13.988,0.074,13.804,0.072
7280950,121.220596,59.721230,0.114,0.185,20152436,8,37,0.573,0.160,13.065,0.056,13.638,0.150,13.302,0.168,12.938,0.057,12.786,0.080
7280953,121.337287,59.771106,0.281,0.193,20152436,7,32,1.150,0.222,13.904,0.079,15.054,0.208,14.472,0.209,13.488,0.066,13.125,0.090
7280956,121.131508,59.781847,0.325,0.467,20152436,7,30,0.815,0.227,14.618,0.038,15.433,0.224,15.018,0.195,14.352,0.047,14.065,0.098
7280958,121.187710,59.791954,0.335,0.280,20152436,7,32,0.580,0.185,14.073,0.056,14.653,0.176,14.327,0.194,13.932,0.053,13.781,0.098
7280962,121.202086,59.832345,0.172,0.256,20152436,8,37,1.188,0.172,12.715,0.054,13.904,0.164,13.273,0.189,12.328,0.066,11.946,0.084
7280963,121.381900,59.816964,0.523,0.434,20152436,6,27,0.806,0.290,15.083,0.029,15.890,0.288,15.487,0.147,14.683,0.063,14.391,0.029
7280964,121.397776,59.819237,0.810,0.460,20152436,6,24,0.509,0.275,15.691,0.044,16.200,0.272,15.939,0.169,15.467,0.056,15.302,0.061
7280965,121.402908,59.856441,0.163,0.259,20152436,7,32,0.938,0.170,13.698,0.040,14.637,0.165,14.138,0.207,13.408,0.057,13.130,0.096
7280967,121.377553,59.903831,0.143,0.221,20152436,8,37,0.882,0.168,11.965,0.048,12.847,0.161,12.387,0.174,11.672,0.063,11.428,0.080
7280968,121.292227,59.885758,0.144,0.215,20152436,8,37,1.054,0.163,12.509,0.050,13.563,0.156,13.005,0.177,12.162,0.058,11.824,0.082
7280969,121.246569,59.855920,0.643,0.802,20152436,5,20,0.452,0.315,15.681,0.073,16.133,0.307,15.865,0.178,15.595,0.069,15.400,0.077
7280970,121.237727,59.899585,0.540,0.460,20152436,7,28,0.496,0.217,14.887,0.041,15.384,0.213,15.064,0.170,14.731,0.073,14.603,0.036
7280972,121.120212,59.833594,0.422,0.360,20152436,7,30,0.791,0.160,14.330,0.063,15.121,0.148,14.712,0.207,14.064,0.044,13.821,0.062
7280973,121.131500,59.829316,0.627,0.784,20152436,6,23,0.664,0.183,15.279,0.051,15.943,0.175,15.562,0.165,15.013,0.036,14.690,0.150
7280976,121.022601,59.866602,0.079,0.153,20152436,8,37,0.606,0.154,12.178,0.043,12.784,0.148,12.433,0.177,12.031,0.064,11.878,0.078
7280977,121.051553,59.861452,0.500,0.789,20152436,6,21,0.629,0.096,15.409,0.048,16.038,0.083,15.752,0.116,15.113,0.048,14.803,0.076
7280978,120.949158,59.885295,0.155,0.271,20152436,8,34,0.504,0.157,13.465,0.038,13.969,0.153,13.675,0.186,13.387,0.054,13.256,0.091
7280979,121.066573,59.904765,0.501,0.571,20152436,4,12,0.672,0.167,16.059,0.167,16.730,0.000,16.440,0.006,15.883,0.054,15.730,0.000
7280980,121.068314,59.919240,0.426,0.474,20152436,7,32,0.597,0.234,14.890,0.047,15.487,0.229,15.180,0.181,14.677,0.071,14.455,0.055
7280982,121.092387,59.901316,0.581,1.260,20152436,5,21,0.338,0.085,15.607,0.040,15.946,0.075,15.740,0.193,15.415,0.057,15.286,0.095
7280987,121.142248,59.919258,0.767,0.782,20152436,5,17,0.803,0.032,15.679,0.032,16.482,0.000,15.945,0.164,15.392,0.054,15.216,0.017
7280988,121.142424,59.919656,0.783,1.183,20152436,2,7,0.489,0.000,15.586,0.000,16.075,0.000,15.755,0.000,15.451,0.026,15.090,0.115
7280992,121.177277,59.950701,0.577,0.527,20152436,7,30,0.585,0.169,14.611,0.072,15.196,0.152,14.827,0.178,14.487,0.029,14.371,0.047
7280996,121.176397,60.013361,0.667,0.461,20152507,4,15,0.660,0.055,15.927,0.055,16.588,0.000,16.202,0.045,15.765,0.062,15.664,0.056
7280997,121.102357,60.017363,0.610,0.492,20152436,5,20,0.611,0.240,15.856,0.074,16.466,0.229,16.080,0.209,15.695,0.028,15.435,0.055
7280999,121.841782,59.704170,0.217,0.264,20152436,8,35,0.773,0.162,13.265,0.051,14.039,0.154,13.610,0.165,13.015,0.062,12.779,0.078
7281000,121.810910,59.724966,0.428,0.473,20152436,7,32,0.810,0.174,14.453,0.063,15.263,0.162,14.858,0.168,14.192,0.048,13.938,0.095
7281001,121.850274,59.718864,0.460,0.431,20152436,7,32,1.014,0.155,14.522,0.081,15.537,0.132,15.076,0.202,14.101,0.062,13.693,0.090
7281003,121.774608,59.753849,0.438,0.489,20152436,7,29,1.216,0.188,14.632,0.087,15.849,0.166,15.261,0.193,14.082,0.046,13.568,0.058
7281004,121.794080,59.733176,0.540,0.537,20152436,7,30,1.123,0.173,14.834,0.081,15.957,0.153,15.332,0.170,14.457,0.033,14.115,0.140
7281005,121.865587,59.768289,0.192,0.244,20152436,8,37,0.668,0.132,12.891,0.047,13.559,0.123,13.181,0.163,12.718,0.061,12.517,0.065
7281006,121.888370,59.791398,0.187,0.218,20152436,8,37,0.757,0.145,12.798,0.049,13.555,0.136,13.135,0.163,12.573,0.065,12.372,0.079
7281008,121.847090,59.793384,0.367,0.619,20152436,7,27,0.706,0.165,14.469,0.035,15.176,0.161,14.834,0.178,14.251,0.059,13.957,0.021
7281009,121.775994,59.768400,0.485,0.439,20152436,6,27,0.680,0.136,14.882,0.035,15.562,0.132,15.167,0.152,14.636,0.060,14.353,0.071
7281012,121.721558,59.804972,0.427,0.359,20152436,7,32,0.731,0.171,14.146,0.049,14.877,0.164,14.485,0.191,13.925,0.054,13.687,0.106
7281014,121.932353,59.779471,0.190,0.240,20152436,8,37,0.716,0.128,12.931,0.037,13.648,0.122,13.259,0.156,12.697,0.058,12.449,0.082
7281015,121.927843,59.835153,0.662,0.885,20122508,4,13,0.758,0.065,16.076,0.065,16.834,0.000,16.516,0.014,15.817,0.070,15.647,0.014
7281016,121.958547,59.821638,0.269,0.566,20152436,7,31,0.567,0.146,13.669,0.044,14.236,0.140,13.928,0.178,13.523,0.061,13.335,0.083
7281018,121.857950,59.816547,0.402,0.584,20152436,7,32,0.542,0.155,14.237,0.084,14.779,0.130,14.495,0.179,14.111,0.047,13.918,0.062
7281020,121.966092,59.892569,0.421,0.513,20152436,7,30,0.917,0.208,14.533,0.028,15.450,0.206,14.947,0.173,14.199,0.059,13.899,0.062
7281022,121.815905,59.901265,0.306,0.233,20152436,7,32,0.981,0.176,13.316,0.046,14.297,0.170,13.800,0.187,12.991,0.056,12.661,0.097
7281024,121.899331,59.914074,0.462,0.471,20152436,7,29,0.616,0.211,14.642,0.065,15.258,0.201,14.921,0.153,14.472,0.035,14.231,0.092
7281025,121.621120,59.832193,0.244,0.467,20152436,7,32,0.797,0.143,13.801,0.055,14.597,0.132,14.162,0.181,13.567,0.048,13.371,0.069
7281026,121.695481,59.880224,0.655,0.637,20152436,6,27,0.765,0.233,15.326,0.077,16.092,0.220,15.645,0.199,15.042,0.022,14.791,0.050
7281027,121.681889,59.902166,0.174,0.232,20152436,8,37,0.683,0.145,12.074,0.046,12.758,0.138,12.385,0.168,11.891,0.065,11.692,0.077
7281029,121.502340,59.867851,0.207,0.198,20152436,7,32,0.874,0.189,13.337,0.051,14.211,0.182,13.760,0.201,13.066,0.047,12.772,0.076
7281031,121.723048,59.895868,0.194,0.193,20152436,8,35,1.260,0.188,12.917,0.047,14.178,0.182,13.555,0.194,12.466,0.059,12.038,0.088
7281033,121.758589,59.918858,0.562,0.360,20152436,7,31,0.570,0.169,14.878,0.044,15.449,0.164,15.147,0.191,14.706,0.064,14.532,0.047
7281034,121.776536,59.904914,0.344,0.518,20152436,7,30,0.785,0.180,14.392,0.020,15.177,0.179,14.776,0.211,14.122,0.061,13.856,0.097
7281035,121.692089,59.918172,0.165,0.237,20152436,8,37,0.953,0.153,12.313,0.045,13.266,0.146,12.763,0.174,12.007,0.064,11.679,0.079
7281036,121.736621,59.940972,0.217,0.338,20152436,8,34,0.510,0.145,13.362,0.048,13.871,0.136,13.583,0.177,13.269,0.064,13.103,0.079
7281037,121.809524,59.942572,0.208,0.270,20152436,8,37,1.047,0.169,12.695,0.037,13.742,0.165,13.187,0.178,12.386,0.063,12.059,0.085
7281038,121.759338,59.963701,0.791,0.578,20152436,5,21,0.296,0.216,15.572,0.052,15.868,0.210,15.743,0.162,15.342,0.074,15.263,0.100
7281040,121.748697,59.988089,0.200,0.295,20152436,9,42,0.625,0.142,11.505,0.050,12.130,0.132,11.777,0.149,11.360,0.063,11.221,0.072
7281041,121.637900,59.940080,0.700,0.558,20152436,6,23,0.723,0.363,15.423,0.094,16.146,0.351,15.726,0.167,15.192,0.055,15.000,0.133
7281042,121.641440,59.964890,0.566,0.676,20152436,8,32,0.759,0.182,14.739,0.072,15.498,0.167,15.093,0.193,14.515,0.060,14.258,0.060
7281047,121.987147,59.909149,0.469,0.710,20152436,7,28,0.702,0.222,14.854,0.019,15.556,0.222,15.121,0.159,14.614,0.023,14.371,0.076
7281052,121.896596,59.967030,0.512,0.646,20152436,8,28,0.557,0.250,14.994,0.061,15.551,0.242,15.331,0.177,14.792,0.065,14.598,0.116
7281053,121.900966,59.994840,0.689,0.614,20152436,7,29,0.685,0.147,15.287,0.025,15.972,0.145,15.652,0.072,15.052,0.044,14.789,0.070
7281055,121.987781,59.999494,0.496,0.653,20152436,9,28,1.004,0.173,14.859,0.085,15.863,0.151,15.265,0.169,14.405,0.036,14.021,0.080
7281063,121.959952,60.053625,0.386,0.425,20152507,8,29,0.867,0.088,14.281,0.078,15.147,0.040,14.691,0.054,14.106,0.087,13.891,0.077
7281064,121.979773,60.048885,0.652,0.719,20152507,7,23,0.701,0.107,15.520,0.080,16.221,0.071,15.867,0.039,15.257,0.033,15.070,0.070
7281069,121.830038,60.011544,0.644,0.497,20152436,8,35,0.719,0.111,14.752,0.059,15.472,0.094,15.073,0.167,14.551,0.044,14.306,0.043
7281070,121.888059,60.006814,0.498,0.534,20152436,8,36,0.880,0.196,14.688,0.089,15.568,0.174,15.095,0.168,14.444,0.058,14.177,0.126
7281072,121.827558,60.025938,0.622,0.460,20152436,8,34,0.492,0.164,14.590,0.046,15.082,0.158,14.781,0.154,14.465,0.057,14.276,0.045
7281073,121.876128,60.033222,0.683,0.668,20152436,7,28,0.380,0.249,15.348,0.044,15.729,0.245,15.499,0.166,15.251,0.056,15.099,0.066
7281074,121.882039,60.022243,0.478,0.773,20152436,6,26,0.837,0.116,15.253,0.051,16.090,0.104,15.575,0.092,15.023,0.041,14.823,0.047
7281075,121.895873,60.070268,0.170,0.269,20152507,6,27,1.069,0.069,13.439,0.054,14.508,0.043,13.996,0.071,13.130,0.057,12.773,0.085
7281076,121.827434,60.049750,0.446,0.631,20152507,5,19,0.447,0.030,15.546,0.030,15.993,0.000,15.713,0.033,15.470,0.055,15.363,0.148
7281078,121.780457,60.043801,0.829,0.688,20152436,7,23,0.753,0.088,15.624,0.015,16.377,0.087,15.878,0.137,15.422,0.041,15.167,0.056
7281079,121.688787,60.075017,0.662,0.776,20152507,4,15,0.964,0.023,16.507,0.023,17.471,0.000,16.907,0.043,16.187,0.067,15.998,0.062
7281080,121.784022,60.087989,0.488,0.485,20152507,5,21,0.751,0.071,15.385,0.050,16.136,0.050,15.711,0.015,15.157,0.043,14.926,0.020
7281081,121.813690,60.067791,0.410,0.447,20152507,6,25,0.863,0.050,14.720,0.043,15.583,0.026,15.173,0.066,14.454,0.054,14.226,0.186
7281082,121.794917,60.109205,0.234,0.198,20152507,6,27,0.701,0.079,14.084,0.061,14.785,0.050,14.430,0.074,13.944,0.059,13.775,0.121
7281085,121.900667,60.080124,0.269,0.209,20152507,6,25,1.129,0.081,14.251,0.026,15.380,0.077,14.845,0.087,13.833,0.054,13.513,0.084
7281087,121.888830,60.088498,0.297,0.350,20152507,6,27,0.654,0.080,14.379,0.073,15.033,0.032,14.713,0.061,14.254,0.060,14.055,0.055
7281089,121.945903,60.172866,0.495,0.400,20152507,8,29,0.825,0.075,14.446,0.054,15.271,0.052,14.888,0.080,14.268,0.057,14.045,0.092
7281090,121.871300,60.148596,0.611,0.522,20152507,4,16,0.983,0.069,15.615,0.069,16.598,0.000,16.139,0.062,15.134,0.064,14.734,0.040
7281092,121.888214,60.161965,0.499,0.388,20152507,5,20,1.186,0.019,15.656,0.019,16.842,0.000,16.261,0.028,15.157,0.060,14.710,0.045
7281093,121.890099,60.199211,0.246,0.446,20152507,5,22,0.755,0.076,15.236,0.024,15.990,0.072,15.593,0.027,15.004,0.030,14.787,0.019
7281095,121.863460,60.199308,0.377,0.525,20152507,5,20,0.795,0.035,15.258,0.035,16.052,0.000,15.661,0.025,14.968,0.049,14.651,0.050
7281101,121.339652,59.976748,0.130,0.305,20152436,9,38,0.516,0.155,12.795,0.046,13.310,0.148,13.017,0.165,12.690,0.063,12.562,0.078
7281102,121.367514,59.997100,0.674,1.016,20152507,3,9,0.809,0.054,16.241,0.054,17.050,0.000,16.619,0.030,15.976,0.014,15.741,0.127
7281104,121.602679,60.052240,0.110,0.128,20152507,7,32,1.195,0.079,12.119,0.058,13.313,0.053,12.728,0.071,11.759,0.072,11.390,0.092
7281105,121.466034,60.038703,0.696,0.807,20152507,4,12,0.867,0.035,16.384,0.035,17.250,0.000,16.838,0.014,16.186,0.087,15.841,0.008
7281106,121.416501,60.064593,0.101,0.086,20152507,7,32,0.287,0.079,12.047,0.050,12.334,0.061,12.153,0.074,12.111,0.066,12.172,0.068
7281107,121.418115,60.057830,0.483,1.008,20152507,4,14,0.930,0.054,15.838,0.054,16.768,0.000,16.154,0.022,15.558,0.024,15.378,0.081
7281108,121.521250,60.063685,0.634,0.404,20152507,6,25,0.951,0.027,14.570,0.024,15.521,0.011,15.023,0.093,14.294,0.044,13.979,0.096
7281109,121.547066,60.108072,0.127,0.094,20152507,7,32,0.683,0.080,13.003,0.060,13.686,0.054,13.357,0.079,12.857,0.067,12.697,0.085
7281110,121.513543,60.110763,0.706,0.390,20152507,4,15,0.525,0.096,16.014,0.096,16.540,0.000,16.332,0.031,15.846,0.051,15.524,0.049
7281111,121.254699,59.982657,0.466,0.520,20152436,8,33,0.830,0.177,14.713,0.073,15.543,0.161,15.121,0.182,14.431,0.037,14.163,0.050
7281117,121.416652,60.132096,0.439,0.351,20152507,6,25,0.984,0.160,14.740,0.019,15.724,0.159,15.286,0.095,14.388,0.059,14.087,0.116
7281119,121.389943,60.176838,0.539,0.680,20152507,5,20,0.879,0.039,15.433,0.039,16.313,0.000,15.823,0.021,15.150,0.075,14.915,0.064
7281120,121.258585,60.173731,0.489,0.413,20152507,6,26,0.630,0.087,14.981,0.037,15.611,0.078,15.302,0.082,14.851,0.093,14.632,0.081
7281121,121.323864,60.188046,0.463,0.313,20152507,6,26,0.789,0.081,14.471,0.071,15.260,0.038,14.881,0.059,14.331,0.045,14.091,0.054
7281122,121.273466,60.201493,0.122,0.131,20152507,7,32,0.842,0.086,12.907,0.053,13.749,0.068,13.340,0.076,12.711,0.077,12.530,0.072
7281123,121.338718,60.212060,0.370,0.490,20152507,6,25,1.198,0.242,14.973,0.061,16.171,0.234,15.735,0.127,14.459,0.069,13.976,0.114
7281124,121.671410,60.087232,0.112,0.114,20152507,7,32,0.825,0.079,12.662,0.054,13.487,0.058,13.076,0.076,12.462,0.067,12.283,0.080
7281126,121.691972,60.106733,0.383,0.387,20152507,6,27,0.856,0.132,14.926,0.084,15.782,0.102,15.363,0.070,14.719,0.037,14.520,0.080
7281127,121.636362,60.118024,0.631,0.563,20152507,5,19,0.777,0.046,15.735,0.046,16.512,0.000,16.113,0.021,15.472,0.017,15.284,0.131
7281128,121.708812,60.164685,0.421,0.433,20152507,5,18,0.611,0.072,15.389,0.027,16.000,0.067,15.701,0.020,15.209,0.036,15.067,0.033
7281129,121.509110,60.162961,0.192,0.165,20152507,6,27,0.726,0.077,13.616,0.054,14.342,0.055,13.986,0.076,13.469,0.064,13.267,0.089
7281131,121.773198,60.218159,0.237,0.254,20152507,6,25,1.007,0.070,14.305,0.028,15.313,0.064,14.844,0.085,13.990,0.054,13.652,0.081
7281133,121.818084,60.206500,0.273,0.374,20152507,6,27,0.787,0.073,14.266,0.041,15.053,0.061,14.701,0.088,14.070,0.064,13.834,0.067
7281134,121.784381,60.244527,0.484,0.391,20152507,6,26,0.791,0.108,14.579,0.071,15.370,0.081,15.003,0.059,14.361,0.059,14.064,0.065
7281135,121.770448,60.259846,0.560,0.426,20152507,5,20,0.961,0.033,15.222,0.033,16.183,0.000,15.677,0.029,14.980,0.079,14.649,0.039
7281136,121.787917,60.257237,0.623,0.469,20152507,4,17,0.894,0.052,15.779,0.052,16.673,0.000,16.300,0.054,15.419,0.049,15.093,0.047
7281138,121.712108,60.270776,0.417,0.488,20152507,6,24,0.950,0.121,15.060,0.040,16.009,0.115,15.541,0.052,14.698,0.064,14.369,0.028
7281139,121.728370,60.252204,0.185,0.230,20152507,6,27,0.873,0.087,13.735,0.080,14.607,0.036,14.185,0.058,13.541,0.074,13.303,0.097
7281140,121.692178,60.305133,0.403,1.026,20152507,4,13,0.691,0.046,16.064,0.046,16.755,0.000,16.512,0.021,15.694,0.040,15.385,0.122
7281142,121.504395,60.169970,0.401,0.448,20152507,6,24,0.585,0.043,14.977,0.011,15.562,0.042,15.279,0.079,14.852,0.077,14.615,0.076
7281143,121.523496,60.195873,0.547,0.424,20152507,5,19,1.493,0.060,15.927,0.060,17.420,0.000,16.578,0.049,15.438,0.043,14.923,0.079
7281148,121.348424,60.265585,0.205,0.167,20152507,6,27,0.709,0.096,13.995,0.059,14.705,0.076,14.355,0.068,13.859,0.068,13.708,0.088
7281149,121.437266,60.271763,0.568,0.567,20152507,5,19,0.762,0.118,15.840,0.118,16.602,0.000,16.185,0.027,15.582,0.037,15.415,0.097
7281150,121.450330,60.253946,0.126,0.121,20152507,7,32,0.805,0.089,13.016,0.059,13.821,0.066,13.446,0.074,12.823,0.071,12.627,0.072
7281151,121.401144,60.275646,0.505,0.670,20152507,4,16,1.013,0.058,16.092,0.058,17.105,0.000,16.707,0.021,15.644,0.070,15.259,0.067
7281156,121.505776,60.310003,0.120,0.133,20152507,7,32,0.853,0.081,12.831,0.059,13.684,0.055,13.265,0.070,12.641,0.070,12.466,0.086
7281157,121.514348,60.318218,0.589,0.845,20152507,4,17,0.864,0.062,16.331,0.062,17.195,0.000,16.771,0.061,16.024,0.060,15.684,0.074
7281159,121.449950,60.335080,0.461,0.571,20152507,5,18,0.870,0.145,15.443,0.036,16.313,0.141,15.839,0.059,15.172,0.050,14.962,0.047
7282703,121.902536,60.253576,0.385,0.388,20152507,6,25,0.874,0.107,14.798,0.036,15.672,0.101,15.207,0.054,14.563,0.085,14.282,0.096
7282704,121.904046,60.247111,0.111,0.151,20152507,6,27,0.906,0.076,13.561,0.046,14.467,0.060,14.046,0.076,13.320,0.060,13.063,0.083
7282765,121.845694,60.262779,0.115,0.094,20152507,7,32,0.729,0.081,12.480,0.054,13.209,0.061,12.860,0.072,12.336,0.075,12.168,0.078
7282766,121.920617,60.314792,0.214,0.142,20152507,8,29,1.239,0.076,13.267,0.054,14.505,0.053,13.925,0.080,12.907,0.068,12.529,0.097
7282767,121.851365,60.358025,0.133,0.106,20152507,7,32,1.646,0.071,11.822,0.054,13.468,0.046,12.689,0.080,11.273,0.073,10.712,0.100
7282769,121.772111,60.310698,0.444,0.495,20152507,5,21,0.848,0.132,15.450,0.044,16.298,0.125,15.837,0.032,15.189,0.061,14.904,0.096
7282770,121.754308,60.340979,0.474,0.656,20152507,5,18,0.907,0.028,15.496,0.028,16.403,0.000,15.949,0.118,15.211,0.062,14.890,0.080
7282771,121.812475,60.337984,0.946,0.552,20152507,3,12,0.983,0.038,16.618,0.038,17.601,0.000,17.077,0.033,16.179,0.074,16.009,0.034
7282773,121.685511,60.340816,0.311,0.392,20152507,6,24,0.980,0.037,14.772,0.032,15.752,0.018,15.311,0.070,14.476,0.040,14.111,0.056
7282774,121.770494,60.390084,0.199,0.173,20152507,6,27,0.980,0.109,13.554,0.049,14.534,0.098,14.083,0.067,13.286,0.056,12.980,0.089
7282776,121.961280,60.346703,0.533,0.380,20152507,8,28,1.169,0.110,14.861,0.048,16.030,0.099,15.462,0.053,14.522,0.063,14.130,0.077
7282777,121.898713,60.386732,0.155,0.185,20152507,8,29,0.882,0.083,13.398,0.065,14.281,0.052,13.871,0.061,13.198,0.066,12.968,0.094
7282778,122.014959,60.417311,0.239,0.229,20152507,8,37,0.868,0.111,13.905,0.077,14.773,0.079,14.352,0.077,13.696,0.055,13.461,0.071
7282781,121.949250,60.480247,0.431,0.691,20152507,5,17,0.832,0.018,15.579,0.018,16.411,0.000,16.026,0.034,15.369,0.033,15.138,0.056
7282782,121.873927,60.500612,0.615,0.270,20152507,5,18,1.237,0.045,15.097,0.045,16.333,0.000,15.825,0.056,14.528,0.071,13.932,0.032
7282783,121.911342,60.501244,0.534,0.477,20152507,8,23,1.097,0.044,15.142,0.042,16.239,0.014,15.651,0.034,14.796,0.036,14.456,0.087
7282784,121.692850,60.401955,0.289,0.282,20152507,6,27,1.181,0.086,14.345,0.061,15.526,0.061,14.946,0.056,14.010,0.057,13.649,0.104
7282785,121.717482,60.395363,0.079,0.073,20152507,7,32,0.786,0.078,12.010,0.050,12.796,0.060,12.414,0.074,11.843,0.068,11.694,0.084
7282786,121.746297,60.444958,0.473,0.375,20152507,5,22,1.009,0.061,15.139,0.037,16.148,0.049,15.629,0.022,14.779,0.055,14.404,0.042
7282787,121.759310,60.419701,0.658,0.667,20152507,4,17,0.941,0.022,15.882,0.022,16.823,0.000,16.409,0.011,15.547,0.076,15.126,0.149
7282788,121.631490,60.428856,0.193,0.287,20152507,6,25,1.036,0.110,14.250,0.038,15.285,0.104,14.790,0.064,13.913,0.053,13.557,0.110
7282789,121.544120,60.436423,0.083,0.082,20152507,7,32,0.862,0.083,12.566,0.052,13.429,0.065,13.026,0.070,12.361,0.069,12.116,0.088
7282790,121.545681,60.416069,0.279,0.443,20152507,5,22,1.461,0.059,14.963,0.041,16.424,0.042,15.669,0.052,14.411,0.059,13.789,0.060
7282791,121.619744,60.488650,0.046,0.056,20152507,7,32,0.880,0.074,10.398,0.047,11.278,0.058,10.973,0.105,10.191,0.068,10.070,0.113
7282792,121.816369,60.472169,0.380,0.388,20152507,5,22,1.010,0.095,15.075,0.049,16.085,0.081,15.599,0.019,14.755,0.049,14.416,0.065
7282794,121.853681,60.523561,0.408,0.399,20152507,4,17,0.998,0.022,15.736,0.022,16.733,0.000,16.273,0.021,15.384,0.031,15.063,0.125
7282796,121.700378,60.510223,0.593,0.642,20152507,4,16,1.209,0.043,16.007,0.043,17.217,0.000,16.672,0.030,15.547,0.058,15.052,0.066
7282797,121.738034,60.530375,0.313,0.346,20152507,6,27,0.979,0.088,13.173,0.046,14.152,0.075,13.692,0.068,12.920,0.063,12.686,0.079
7282802,121.923395,60.520442,0.436,0.417,20152507,8,28,0.817,0.118,14.733,0.083,15.550,0.084,15.179,0.071,14.519,0.046,14.295,0.080
7282803,121.928533,60.562327,0.894,0.433,20152507,3,9,1.235,0.095,16.043,0.095,17.278,0.000,16.536,0.022,15.734,0.158,15.326,0.134
7282804,121.936017,60.549279,0.803,0.617,20152507,4,17,0.958,0.095,16.154,0.095,17.112,0.000,16.573,0.059,15.851,0.024,15.495,0.111
7282806,122.035200,60.580245,0.176,0.124,20152507,9,42,1.080,0.108,12.613,0.069,13.693,0.083,13.192,0.077,12.267,0.072,11.982,0.089
7282819,121.838440,60.601908,0.071,0.046,20152507,7,32,0.927,0.079,11.058,0.053,11.985,0.059,11.550,0.068,10.811,0.074,10.571,0.086
7282821,121.909819,60.613161,0.480,0.690,20152507,4,13,1.017,0.036,16.017,0.036,17.033,0.000,16.464,0.031,15.691,0.017,15.491,0.072
7282822,121.921597,60.616941,0.627,0.293,20152507,7,26,0.924,0.146,14.841,0.056,15.765,0.135,15.308,0.089,14.612,0.053,14.372,0.096
7282823,121.950800,60.610855,0.466,0.542,20152507,6,24,0.775,0.201,15.738,0.089,16.513,0.181,16.088,0.069,15.539,0.060,15.350,0.040
7282824,121.951809,60.631083,0.600,0.515,20152507,8,30,1.169,0.304,15.622,0.052,16.791,0.299,16.113,0.065,15.240,0.068,14.900,0.087
